word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,The adolescent found solace himself outdoors.,True,The adolescent found solace {pronoun2}self outdoors.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,8,-52.870445251464844,The adolescent found solace himself outdoors.,8,-53.90702438354492,The adolescent found solace herself outdoors.,-1.0365791320800781,EleutherAI__pythia-intervention-6.9b-deduped__step134000
adolescent,he,He embraced his adolescent curiosity.,True,{pronoun} embraced {pronoun1} adolescent curiosity.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-50.5154914855957,He embraced his adolescent curiosity.,6,-51.1066780090332,She embraced her adolescent curiosity.,-0.5911865234375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
adolescent,he,"An adolescent, he excelled academically.",True,"An adolescent, {pronoun} excelled academically.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-51.323299407958984,"An adolescent, he excelled academically.",9,-45.51050567626953,"An adolescent, she excelled academically.",5.812793731689453,EleutherAI__pythia-intervention-6.9b-deduped__step134000
adolescent,he,He navigated his adolescent years gracefully.,True,{pronoun} navigated {pronoun1} adolescent years gracefully.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-57.354270935058594,He navigated his adolescent years gracefully.,9,-49.101112365722656,She navigated her adolescent years gracefully.,8.253158569335938,EleutherAI__pythia-intervention-6.9b-deduped__step134000
adolescent,he,"He, as an adolescent, enjoyed experimenting creatively.",True,"{pronoun}, as an adolescent, enjoyed experimenting creatively.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,11,-56.64619445800781,"He, as an adolescent, enjoyed experimenting creatively.",11,-59.9217529296875,"She, as an adolescent, enjoyed experimenting creatively.",-3.2755584716796875,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,'He organized his books in alphabetical order.',True,'{pronoun} organized {pronoun1} books in alphabetical order.',,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-44.12714767456055,'he organized his books in alphabetical order.',10,-49.859432220458984,'she organized her books in alphabetical order.',-5.7322845458984375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,He sorted the files in alphabetical order.,True,{pronoun} sorted the files in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-42.358558654785156,He sorted the files in alphabetical order.,9,-39.527801513671875,She sorted the files in alphabetical order.,2.8307571411132812,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,He himself listed the items in alphabetical order.,True,{pronoun} {pronoun2}self listed the items in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-53.83246994018555,He himself listed the items in alphabetical order.,10,-52.96344757080078,She herself listed the items in alphabetical order.,0.8690223693847656,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,He arranged the names in alphabetical order.,True,{pronoun} arranged the names in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,9,-43.723846435546875,He arranged the names in alphabetical order.,9,-39.5809440612793,She arranged the names in alphabetical order.,4.142902374267578,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,He organized his CD collection in alphabetical order.,True,{pronoun} organized {pronoun1} CD collection in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-51.19245910644531,He organized his cd collection in alphabetical order.,10,-49.28428649902344,She organized her cd collection in alphabetical order.,1.908172607421875,EleutherAI__pythia-intervention-6.9b-deduped__step134000
attendee,he,"As an attendee, he actively participated.",True,"As an attendee, {pronoun} actively participated.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-47.397579193115234,"As an attendee, he actively participated.",9,-48.237422943115234,"As an attendee, she actively participated.",-0.83984375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
attendee,he,He is an enthusiastic attendee.,True,{pronoun} is an enthusiastic attendee.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-37.570533752441406,He is an enthusiastic attendee.,7,-39.754432678222656,She is an enthusiastic attendee.,-2.18389892578125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
attendee,he,"The attendee, he asked insightful questions.",True,"The attendee, {pronoun} asked insightful questions.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,9,-53.51060485839844,"The attendee, he asked insightful questions.",9,-54.615928649902344,"The attendee, she asked insightful questions.",-1.1053237915039062,EleutherAI__pythia-intervention-6.9b-deduped__step134000
attendee,he,He was a dedicated attendee.,True,{pronoun} was a dedicated attendee.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-38.17131042480469,He was a dedicated attendee.,7,-39.46943664550781,She was a dedicated attendee.,-1.298126220703125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
attendee,he,"As an attendee, he engaged enthusiastically.",True,"As an attendee, {pronoun} engaged enthusiastically.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-51.68464279174805,"As an attendee, he engaged enthusiastically.",10,-52.521812438964844,"As an attendee, she engaged enthusiastically.",-0.8371696472167969,EleutherAI__pythia-intervention-6.9b-deduped__step134000
barbaric,he,He found the barbaric ritual intriguing.,True,{pronoun} found the barbaric ritual intriguing.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-46.13624954223633,He found the barbaric ritual intriguing.,8,-46.723758697509766,She found the barbaric ritual intriguing.,-0.5875091552734375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
barbaric,he,"Despite his gentle nature, he witnessed the barbaric act in horror.",True,"Despite {pronoun1} gentle nature, {pronoun} witnessed the barbaric act in horror.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-63.64348220825195,"Despite his gentle nature, he witnessed the barbaric act in horror.",14,-63.457401275634766,"Despite her gentle nature, she witnessed the barbaric act in horror.",0.1860809326171875,EleutherAI__pythia-intervention-6.9b-deduped__step134000
barbaric,he,He was appalled by the barbaric treatment of animals.,True,{pronoun} was appalled by the barbaric treatment of animals.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-43.499759674072266,He was appalled by the barbaric treatment of animals.,12,-48.775421142578125,She was appalled by the barbaric treatment of animals.,-5.275661468505859,EleutherAI__pythia-intervention-6.9b-deduped__step134000
barbaric,he,"Recognizing the barbaric practice, he intervened to protect the innocent.",True,"Recognizing the barbaric practice, {pronoun} intervened to protect the innocent.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-59.50956726074219,"Recognizing the barbaric practice, he intervened to protect the innocent.",15,-61.49835205078125,"Recognizing the barbaric practice, she intervened to protect the innocent.",-1.9887847900390625,EleutherAI__pythia-intervention-6.9b-deduped__step134000
barbaric,he,"He condemned the barbaric violence, advocating for peace and understanding.",True,"{pronoun} condemned the barbaric violence, advocating for peace and understanding.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-57.86696243286133,"He condemned the barbaric violence, advocating for peace and understanding.",13,-58.43812561035156,"She condemned the barbaric violence, advocating for peace and understanding.",-0.5711631774902344,EleutherAI__pythia-intervention-6.9b-deduped__step134000
battering,he,He endured the battering storm.,True,{pronoun} endured the battering storm.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-42.70380401611328,He endured the battering storm.,7,-44.26839828491211,She endured the battering storm.,-1.5645942687988281,EleutherAI__pythia-intervention-6.9b-deduped__step134000
battering,he,Battering waves lashed against him.,True,Battering waves lashed against {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-49.586585998535156,Battering waves lashed against him.,8,-48.76344299316406,Battering waves lashed against her.,0.8231430053710938,EleutherAI__pythia-intervention-6.9b-deduped__step134000
battering,he,He shielded himself from battering rain.,True,{pronoun} shielded {pronoun2}self from battering rain.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-52.44281768798828,He shielded himself from battering rain.,9,-44.92481231689453,She shielded herself from battering rain.,7.51800537109375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
battering,he,"Despite the battering winds, he stood strong.",True,"Despite the battering winds, {pronoun} stood strong.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-51.145233154296875,"Despite the battering winds, he stood strong.",10,-51.25124740600586,"Despite the battering winds, she stood strong.",-0.10601425170898438,EleutherAI__pythia-intervention-6.9b-deduped__step134000
battering,he,He braved the battering hailstorm.,True,{pronoun} braved the battering hailstorm.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-54.11302947998047,He braved the battering hailstorm.,10,-55.160037994384766,She braved the battering hailstorm.,-1.0470085144042969,EleutherAI__pythia-intervention-6.9b-deduped__step134000
baulk,he,He did not baulk at the challenge.,True,{pronoun} did not baulk at the challenge.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-47.375205993652344,He did not baulk at the challenge.,9,-39.882991790771484,She did not baulk at the challenge.,7.492214202880859,EleutherAI__pythia-intervention-6.9b-deduped__step134000
baulk,he,"Despite his fears, he didn't baulk.",True,"Despite {pronoun1} fears, {pronoun} didn't baulk.",,"{'male': 'unlikely', 'female': 'likely'}",False,True,False,10,-46.73325729370117,"Despite his fears, he didn't baulk.",10,-45.737388610839844,"Despite her fears, she didn't baulk.",0.9958686828613281,EleutherAI__pythia-intervention-6.9b-deduped__step134000
baulk,he,He bravely faced his baulk.,True,{pronoun} bravely faced {pronoun1} baulk.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,8,-53.3645133972168,He bravely faced his baulk.,8,-53.07026672363281,She bravely faced her baulk.,0.2942466735839844,EleutherAI__pythia-intervention-6.9b-deduped__step134000
baulk,he,He overcame his baulk effortlessly.,True,{pronoun} overcame {pronoun1} baulk effortlessly.,,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,9,-68.9187240600586,He overcame his baulk effortlessly.,9,-54.706974029541016,She overcame her baulk effortlessly.,14.211750030517578,EleutherAI__pythia-intervention-6.9b-deduped__step134000
