word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,The adolescent found solace himself outdoors.,True,The adolescent found solace {pronoun2}self outdoors.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,8,-53.282920837402344,The adolescent found solace himself outdoors.,8,-54.714542388916016,The adolescent found solace herself outdoors.,-1.4316215515136719,EleutherAI__pythia-intervention-6.9b-deduped__step143000
adolescent,he,He embraced his adolescent curiosity.,True,{pronoun} embraced {pronoun1} adolescent curiosity.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-50.77353286743164,He embraced his adolescent curiosity.,6,-50.77641296386719,She embraced her adolescent curiosity.,-0.002880096435546875,EleutherAI__pythia-intervention-6.9b-deduped__step143000
adolescent,he,"An adolescent, he excelled academically.",True,"An adolescent, {pronoun} excelled academically.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-52.916629791259766,"An adolescent, he excelled academically.",9,-53.27745056152344,"An adolescent, she excelled academically.",-0.3608207702636719,EleutherAI__pythia-intervention-6.9b-deduped__step143000
adolescent,he,He navigated his adolescent years gracefully.,True,{pronoun} navigated {pronoun1} adolescent years gracefully.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-54.935630798339844,He navigated his adolescent years gracefully.,9,-49.163841247558594,She navigated her adolescent years gracefully.,5.77178955078125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
adolescent,he,"He, as an adolescent, enjoyed experimenting creatively.",True,"{pronoun}, as an adolescent, enjoyed experimenting creatively.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,11,-59.142948150634766,"He, as an adolescent, enjoyed experimenting creatively.",11,-59.59579849243164,"She, as an adolescent, enjoyed experimenting creatively.",-0.452850341796875,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,'He organized his books in alphabetical order.',True,'{pronoun} organized {pronoun1} books in alphabetical order.',,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-45.01499938964844,'he organized his books in alphabetical order.',10,-50.762290954589844,'she organized her books in alphabetical order.',-5.747291564941406,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,He sorted the files in alphabetical order.,True,{pronoun} sorted the files in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-43.6346321105957,He sorted the files in alphabetical order.,9,-40.01582336425781,She sorted the files in alphabetical order.,3.6188087463378906,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,He himself listed the items in alphabetical order.,True,{pronoun} {pronoun2}self listed the items in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-53.97696304321289,He himself listed the items in alphabetical order.,10,-53.181758880615234,She herself listed the items in alphabetical order.,0.7952041625976562,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,He arranged the names in alphabetical order.,True,{pronoun} arranged the names in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,9,-43.15130615234375,He arranged the names in alphabetical order.,9,-40.27293395996094,She arranged the names in alphabetical order.,2.8783721923828125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,He organized his CD collection in alphabetical order.,True,{pronoun} organized {pronoun1} CD collection in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-51.40692901611328,He organized his cd collection in alphabetical order.,10,-48.79777526855469,She organized her cd collection in alphabetical order.,2.6091537475585938,EleutherAI__pythia-intervention-6.9b-deduped__step143000
attendee,he,"As an attendee, he actively participated.",True,"As an attendee, {pronoun} actively participated.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-47.842159271240234,"As an attendee, he actively participated.",9,-48.998985290527344,"As an attendee, she actively participated.",-1.1568260192871094,EleutherAI__pythia-intervention-6.9b-deduped__step143000
