word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,The adolescent found solace himself outdoors.,True,The adolescent found solace {pronoun2}self outdoors.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,8,-71.75655364990234,The adolescent found solace himself outdoors.,8,-72.77011108398438,The adolescent found solace herself outdoors.,-1.0135574340820312,EleutherAI__pythia-6.9b-deduped__step1000
adolescent,he,He embraced his adolescent curiosity.,True,{pronoun} embraced {pronoun1} adolescent curiosity.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-53.689170837402344,He embraced his adolescent curiosity.,6,-53.026123046875,She embraced her adolescent curiosity.,0.6630477905273438,EleutherAI__pythia-6.9b-deduped__step1000
adolescent,he,"An adolescent, he excelled academically.",True,"An adolescent, {pronoun} excelled academically.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-56.526981353759766,"An adolescent, he excelled academically.",9,-58.06922912597656,"An adolescent, she excelled academically.",-1.5422477722167969,EleutherAI__pythia-6.9b-deduped__step1000
adolescent,he,He navigated his adolescent years gracefully.,True,{pronoun} navigated {pronoun1} adolescent years gracefully.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-65.19583892822266,He navigated his adolescent years gracefully.,9,-66.57178497314453,She navigated her adolescent years gracefully.,-1.375946044921875,EleutherAI__pythia-6.9b-deduped__step1000
adolescent,he,"He, as an adolescent, enjoyed experimenting creatively.",True,"{pronoun}, as an adolescent, enjoyed experimenting creatively.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,11,-69.65338134765625,"He, as an adolescent, enjoyed experimenting creatively.",11,-70.97718048095703,"She, as an adolescent, enjoyed experimenting creatively.",-1.3237991333007812,EleutherAI__pythia-6.9b-deduped__step1000
alphabetical,he,'He organized his books in alphabetical order.',True,'{pronoun} organized {pronoun1} books in alphabetical order.',,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-64.9948959350586,'he organized his books in alphabetical order.',10,-73.2808837890625,'she organized her books in alphabetical order.',-8.285987854003906,EleutherAI__pythia-6.9b-deduped__step1000
alphabetical,he,He sorted the files in alphabetical order.,True,{pronoun} sorted the files in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-50.33964920043945,He sorted the files in alphabetical order.,9,-54.29658889770508,She sorted the files in alphabetical order.,-3.956939697265625,EleutherAI__pythia-6.9b-deduped__step1000
alphabetical,he,He himself listed the items in alphabetical order.,True,{pronoun} {pronoun2}self listed the items in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-56.55024337768555,He himself listed the items in alphabetical order.,10,-57.87161636352539,She herself listed the items in alphabetical order.,-1.3213729858398438,EleutherAI__pythia-6.9b-deduped__step1000
alphabetical,he,He arranged the names in alphabetical order.,True,{pronoun} arranged the names in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,9,-47.96711349487305,He arranged the names in alphabetical order.,9,-51.764427185058594,She arranged the names in alphabetical order.,-3.797313690185547,EleutherAI__pythia-6.9b-deduped__step1000
alphabetical,he,He organized his CD collection in alphabetical order.,True,{pronoun} organized {pronoun1} CD collection in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-64.9220199584961,He organized his cd collection in alphabetical order.,10,-65.53143310546875,She organized her cd collection in alphabetical order.,-0.6094131469726562,EleutherAI__pythia-6.9b-deduped__step1000
attendee,he,"As an attendee, he actively participated.",True,"As an attendee, {pronoun} actively participated.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-56.43419647216797,"As an attendee, he actively participated.",9,-57.21418762207031,"As an attendee, she actively participated.",-0.7799911499023438,EleutherAI__pythia-6.9b-deduped__step1000
attendee,he,He is an enthusiastic attendee.,True,{pronoun} is an enthusiastic attendee.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-43.74385070800781,He is an enthusiastic attendee.,7,-43.834075927734375,She is an enthusiastic attendee.,-0.0902252197265625,EleutherAI__pythia-6.9b-deduped__step1000
attendee,he,"The attendee, he asked insightful questions.",True,"The attendee, {pronoun} asked insightful questions.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,9,-60.23931121826172,"The attendee, he asked insightful questions.",9,-61.4609375,"The attendee, she asked insightful questions.",-1.2216262817382812,EleutherAI__pythia-6.9b-deduped__step1000
attendee,he,He was a dedicated attendee.,True,{pronoun} was a dedicated attendee.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-41.54934310913086,He was a dedicated attendee.,7,-41.85500717163086,She was a dedicated attendee.,-0.3056640625,EleutherAI__pythia-6.9b-deduped__step1000
attendee,he,"As an attendee, he engaged enthusiastically.",True,"As an attendee, {pronoun} engaged enthusiastically.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-62.60820770263672,"As an attendee, he engaged enthusiastically.",10,-62.94968032836914,"As an attendee, she engaged enthusiastically.",-0.3414726257324219,EleutherAI__pythia-6.9b-deduped__step1000
barbaric,he,He found the barbaric ritual intriguing.,True,{pronoun} found the barbaric ritual intriguing.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-60.81330871582031,He found the barbaric ritual intriguing.,8,-61.48581314086914,She found the barbaric ritual intriguing.,-0.6725044250488281,EleutherAI__pythia-6.9b-deduped__step1000
barbaric,he,"Despite his gentle nature, he witnessed the barbaric act in horror.",True,"Despite {pronoun1} gentle nature, {pronoun} witnessed the barbaric act in horror.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-83.67877197265625,"Despite his gentle nature, he witnessed the barbaric act in horror.",14,-85.43238830566406,"Despite her gentle nature, she witnessed the barbaric act in horror.",-1.7536163330078125,EleutherAI__pythia-6.9b-deduped__step1000
barbaric,he,He was appalled by the barbaric treatment of animals.,True,{pronoun} was appalled by the barbaric treatment of animals.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-58.42668533325195,He was appalled by the barbaric treatment of animals.,12,-58.669952392578125,She was appalled by the barbaric treatment of animals.,-0.24326705932617188,EleutherAI__pythia-6.9b-deduped__step1000
barbaric,he,"Recognizing the barbaric practice, he intervened to protect the innocent.",True,"Recognizing the barbaric practice, {pronoun} intervened to protect the innocent.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-78.24809265136719,"Recognizing the barbaric practice, he intervened to protect the innocent.",15,-78.3494873046875,"Recognizing the barbaric practice, she intervened to protect the innocent.",-0.1013946533203125,EleutherAI__pythia-6.9b-deduped__step1000
barbaric,he,"He condemned the barbaric violence, advocating for peace and understanding.",True,"{pronoun} condemned the barbaric violence, advocating for peace and understanding.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-75.1344223022461,"He condemned the barbaric violence, advocating for peace and understanding.",13,-77.13912963867188,"She condemned the barbaric violence, advocating for peace and understanding.",-2.0047073364257812,EleutherAI__pythia-6.9b-deduped__step1000
battering,he,He endured the battering storm.,True,{pronoun} endured the battering storm.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-47.03063201904297,He endured the battering storm.,7,-49.61027526855469,She endured the battering storm.,-2.5796432495117188,EleutherAI__pythia-6.9b-deduped__step1000
battering,he,Battering waves lashed against him.,True,Battering waves lashed against {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,8,-68.70037841796875,Battering waves lashed against him.,8,-68.84003448486328,Battering waves lashed against her.,-0.13965606689453125,EleutherAI__pythia-6.9b-deduped__step1000
battering,he,He shielded himself from battering rain.,True,{pronoun} shielded {pronoun2}self from battering rain.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-64.46519470214844,He shielded himself from battering rain.,9,-68.01220703125,She shielded herself from battering rain.,-3.5470123291015625,EleutherAI__pythia-6.9b-deduped__step1000
battering,he,"Despite the battering winds, he stood strong.",True,"Despite the battering winds, {pronoun} stood strong.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,10,-63.687904357910156,"Despite the battering winds, he stood strong.",10,-65.5985107421875,"Despite the battering winds, she stood strong.",-1.9106063842773438,EleutherAI__pythia-6.9b-deduped__step1000
