word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,The adolescent found solace himself outdoors.,True,The adolescent found solace {pronoun2}self outdoors.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,8,-53.91688919067383,The adolescent found solace himself outdoors.,8,-55.33815002441406,The adolescent found solace herself outdoors.,-1.4212608337402344,EleutherAI__pythia-6.9b-deduped__step133000
adolescent,he,He embraced his adolescent curiosity.,True,{pronoun} embraced {pronoun1} adolescent curiosity.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-48.155189514160156,He embraced his adolescent curiosity.,6,-50.838706970214844,She embraced her adolescent curiosity.,-2.6835174560546875,EleutherAI__pythia-6.9b-deduped__step133000
adolescent,he,"An adolescent, he excelled academically.",True,"An adolescent, {pronoun} excelled academically.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-44.37325668334961,"An adolescent, he excelled academically.",9,-45.88642120361328,"An adolescent, she excelled academically.",-1.5131645202636719,EleutherAI__pythia-6.9b-deduped__step133000
adolescent,he,He navigated his adolescent years gracefully.,True,{pronoun} navigated {pronoun1} adolescent years gracefully.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-51.99183654785156,He navigated his adolescent years gracefully.,9,-49.27619171142578,She navigated her adolescent years gracefully.,2.7156448364257812,EleutherAI__pythia-6.9b-deduped__step133000
adolescent,he,"He, as an adolescent, enjoyed experimenting creatively.",True,"{pronoun}, as an adolescent, enjoyed experimenting creatively.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,11,-56.0786247253418,"He, as an adolescent, enjoyed experimenting creatively.",11,-61.844818115234375,"She, as an adolescent, enjoyed experimenting creatively.",-5.766193389892578,EleutherAI__pythia-6.9b-deduped__step133000
alphabetical,he,'He organized his books in alphabetical order.',True,'{pronoun} organized {pronoun1} books in alphabetical order.',,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-43.854244232177734,'he organized his books in alphabetical order.',10,-50.550323486328125,'she organized her books in alphabetical order.',-6.696079254150391,EleutherAI__pythia-6.9b-deduped__step133000
alphabetical,he,He sorted the files in alphabetical order.,True,{pronoun} sorted the files in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-38.40398025512695,He sorted the files in alphabetical order.,9,-38.53328323364258,She sorted the files in alphabetical order.,-0.129302978515625,EleutherAI__pythia-6.9b-deduped__step133000
alphabetical,he,He himself listed the items in alphabetical order.,True,{pronoun} {pronoun2}self listed the items in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-53.43399429321289,He himself listed the items in alphabetical order.,10,-52.77520751953125,She herself listed the items in alphabetical order.,0.6587867736816406,EleutherAI__pythia-6.9b-deduped__step133000
alphabetical,he,He arranged the names in alphabetical order.,True,{pronoun} arranged the names in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,9,-39.93888854980469,He arranged the names in alphabetical order.,9,-38.00299072265625,She arranged the names in alphabetical order.,1.9358978271484375,EleutherAI__pythia-6.9b-deduped__step133000
alphabetical,he,He organized his CD collection in alphabetical order.,True,{pronoun} organized {pronoun1} CD collection in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-51.53898239135742,He organized his cd collection in alphabetical order.,10,-50.331119537353516,She organized her cd collection in alphabetical order.,1.2078628540039062,EleutherAI__pythia-6.9b-deduped__step133000
attendee,he,"As an attendee, he actively participated.",True,"As an attendee, {pronoun} actively participated.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-47.948158264160156,"As an attendee, he actively participated.",9,-48.70813751220703,"As an attendee, she actively participated.",-0.759979248046875,EleutherAI__pythia-6.9b-deduped__step133000
attendee,he,He is an enthusiastic attendee.,True,{pronoun} is an enthusiastic attendee.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-38.44458770751953,He is an enthusiastic attendee.,7,-39.13536834716797,She is an enthusiastic attendee.,-0.6907806396484375,EleutherAI__pythia-6.9b-deduped__step133000
