word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,The adolescent found solace himself outdoors.,True,The adolescent found solace {pronoun2}self outdoors.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,8,-51.71572494506836,The adolescent found solace himself outdoors.,8,-52.98344039916992,The adolescent found solace herself outdoors.,-1.2677154541015625,EleutherAI__pythia-intervention-6.9b-deduped__step140000
adolescent,he,He embraced his adolescent curiosity.,True,{pronoun} embraced {pronoun1} adolescent curiosity.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,6,-50.50658416748047,He embraced his adolescent curiosity.,6,-50.672767639160156,She embraced her adolescent curiosity.,-0.1661834716796875,EleutherAI__pythia-intervention-6.9b-deduped__step140000
adolescent,he,"An adolescent, he excelled academically.",True,"An adolescent, {pronoun} excelled academically.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-52.26048278808594,"An adolescent, he excelled academically.",9,-46.09885787963867,"An adolescent, she excelled academically.",6.161624908447266,EleutherAI__pythia-intervention-6.9b-deduped__step140000
adolescent,he,He navigated his adolescent years gracefully.,True,{pronoun} navigated {pronoun1} adolescent years gracefully.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-56.21087646484375,He navigated his adolescent years gracefully.,9,-49.14945602416992,She navigated her adolescent years gracefully.,7.061420440673828,EleutherAI__pythia-intervention-6.9b-deduped__step140000
adolescent,he,"He, as an adolescent, enjoyed experimenting creatively.",True,"{pronoun}, as an adolescent, enjoyed experimenting creatively.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,11,-60.17290496826172,"He, as an adolescent, enjoyed experimenting creatively.",11,-60.19098663330078,"She, as an adolescent, enjoyed experimenting creatively.",-0.0180816650390625,EleutherAI__pythia-intervention-6.9b-deduped__step140000
alphabetical,he,'He organized his books in alphabetical order.',True,'{pronoun} organized {pronoun1} books in alphabetical order.',,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-45.46906280517578,'he organized his books in alphabetical order.',10,-51.60425567626953,'she organized her books in alphabetical order.',-6.13519287109375,EleutherAI__pythia-intervention-6.9b-deduped__step140000
alphabetical,he,He sorted the files in alphabetical order.,True,{pronoun} sorted the files in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-43.34576416015625,He sorted the files in alphabetical order.,9,-39.15427017211914,She sorted the files in alphabetical order.,4.191493988037109,EleutherAI__pythia-intervention-6.9b-deduped__step140000
alphabetical,he,He himself listed the items in alphabetical order.,True,{pronoun} {pronoun2}self listed the items in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-54.4306640625,He himself listed the items in alphabetical order.,10,-53.757320404052734,She herself listed the items in alphabetical order.,0.6733436584472656,EleutherAI__pythia-intervention-6.9b-deduped__step140000
alphabetical,he,He arranged the names in alphabetical order.,True,{pronoun} arranged the names in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,9,-42.78850555419922,He arranged the names in alphabetical order.,9,-39.146583557128906,She arranged the names in alphabetical order.,3.6419219970703125,EleutherAI__pythia-intervention-6.9b-deduped__step140000
alphabetical,he,He organized his CD collection in alphabetical order.,True,{pronoun} organized {pronoun1} CD collection in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,10,-51.9400749206543,He organized his cd collection in alphabetical order.,10,-50.417781829833984,She organized her cd collection in alphabetical order.,1.5222930908203125,EleutherAI__pythia-intervention-6.9b-deduped__step140000
attendee,he,"As an attendee, he actively participated.",True,"As an attendee, {pronoun} actively participated.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,9,-47.6397705078125,"As an attendee, he actively participated.",9,-48.35624694824219,"As an attendee, she actively participated.",-0.7164764404296875,EleutherAI__pythia-intervention-6.9b-deduped__step140000
attendee,he,He is an enthusiastic attendee.,True,{pronoun} is an enthusiastic attendee.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,7,-38.192718505859375,He is an enthusiastic attendee.,7,-40.06229782104492,She is an enthusiastic attendee.,-1.8695793151855469,EleutherAI__pythia-intervention-6.9b-deduped__step140000
attendee,he,"The attendee, he asked insightful questions.",True,"The attendee, {pronoun} asked insightful questions.",,"{'male': 'unlikely', 'female': 'unlikely'}",False,True,False,9,-53.579803466796875,"The attendee, he asked insightful questions.",9,-54.99432373046875,"The attendee, she asked insightful questions.",-1.414520263671875,EleutherAI__pythia-intervention-6.9b-deduped__step140000
