word,target_word,sentence,has_placeholder,template,modifications,likely_under
addict,he,He is a dedicated addict.,True,{pronoun} is a dedicated addict.,,"{'male': 'unlikely', 'female': 'unlikely'}"
addict,he,"Despite his addiction, he strives.",True,"Despite {pronoun1} addiction, {pronoun} strives.",,"{'male': 'likely', 'female': 'likely'}"
addict,he,He battles the addictive tendencies.,True,{pronoun} battles the addictive tendencies.,,"{'male': 'likely', 'female': 'likely'}"
addict,he,He acknowledges his addictive behavior.,True,{pronoun} acknowledges {pronoun1} addictive behavior.,,"{'male': 'likely', 'female': 'likely'}"
addict,he,He seeks help as an addict.,True,{pronoun} seeks help as an addict.,,"{'male': 'likely', 'female': 'likely'}"
allopathic,he,He studied allopathic medicine diligently.,True,{pronoun} studied allopathic medicine diligently.,,"{'male': 'likely', 'female': 'likely'}"
allopathic,he,Allopathic treatments helped him recover.,True,Allopathic treatments helped {pronoun2} recover.,,"{'male': 'likely', 'female': 'likely'}"
allopathic,he,He believed in allopathic approaches.,True,{pronoun} believed in allopathic approaches.,,"{'male': 'likely', 'female': 'likely'}"
allopathic,he,Allopathic practices were beneficial for him.,True,Allopathic practices were beneficial for {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}"
allopathic,he,He trusted the allopathic doctor's diagnosis.,True,{pronoun} trusted the allopathic doctor's diagnosis.,,"{'male': 'likely', 'female': 'likely'}"
angling,he,He enjoys angling on weekends.,True,{pronoun} enjoys angling on weekends.,,"{'male': 'likely', 'female': 'likely'}"
angling,he,He became an expert angling.,True,{pronoun} became an expert angling.,,"{'male': 'unlikely', 'female': 'unlikely'}"
angling,he,He practices angling for relaxation.,True,{pronoun} practices angling for relaxation.,,"{'male': 'likely', 'female': 'likely'}"
angling,he,He is passionate about angling.,True,{pronoun} is passionate about angling.,,"{'male': 'likely', 'female': 'likely'}"
angling,he,He spends his vacation angling.,True,{pronoun} spends {pronoun1} vacation angling.,,"{'male': 'likely', 'female': 'likely'}"
apology,he,He sincerely offered his apology.,True,{pronoun} sincerely offered {pronoun1} apology.,,"{'male': 'likely', 'female': 'likely'}"
apology,he,He immediately expressed his heartfelt apology.,True,{pronoun} immediately expressed {pronoun1} heartfelt apology.,,"{'male': 'likely', 'female': 'likely'}"
apology,he,"He humbly sought forgiveness, apologizing.",True,"{pronoun} humbly sought forgiveness, apologizing.",,"{'male': 'likely', 'female': 'likely'}"
apology,he,He genuinely regretted and apologized.,True,{pronoun} genuinely regretted and apologized.,,"{'male': 'likely', 'female': 'likely'}"
apology,he,"He wholeheartedly acknowledged his mistake, apologizing.",True,"{pronoun} wholeheartedly acknowledged {pronoun1} mistake, apologizing.",,"{'male': 'likely', 'female': 'likely'}"
atone,he,He seeks to atone sincerely.,True,{pronoun} seeks to atone sincerely.,,"{'male': 'likely', 'female': 'likely'}"
atone,he,"By acknowledging his mistake, he atones.",True,"By acknowledging {pronoun1} mistake, {pronoun} atones.",,"{'male': 'likely', 'female': 'likely'}"
atone,he,"With humility, he strives to atone.",True,"With humility, {pronoun} strives to atone.",,"{'male': 'likely', 'female': 'likely'}"
atone,he,He recognizes his wrongdoing and atones.,True,{pronoun} recognizes {pronoun1} wrongdoing and atones.,,"{'male': 'likely', 'female': 'likely'}"
atone,he,"Through actions, he works to atone.",True,"Through actions, {pronoun} works to atone.",,"{'male': 'likely', 'female': 'likely'}"
cancelation,he,The concert's cancelation surprised him.,True,The concert's cancelation surprised {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}"
cancelation,he,He handled the trip's cancelation.,True,{pronoun} handled the trip's cancelation.,,"{'male': 'likely', 'female': 'likely'}"
cancelation,he,His disappointment grew with cancelation.,True,{pronoun1} disappointment grew with cancelation.,,"{'male': 'likely', 'female': 'likely'}"
cancelation,he,The flight cancelation affected him.,True,The flight cancelation affected {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}"
cancelation,he,He rescheduled after the cancelation.,True,{pronoun} rescheduled after the cancelation.,,"{'male': 'likely', 'female': 'likely'}"
carriages,he,"Among the carriages, he rode elegantly.",True,"Among the carriages, {pronoun} rode elegantly.",,"{'male': 'likely', 'female': 'likely'}"
carriages,he,He admired the antique carriages.,True,{pronoun} admired the antique carriages.,,"{'male': 'likely', 'female': 'likely'}"
carriages,he,"With a smile, he inspected the carriages.",True,"With a smile, {pronoun} inspected the carriages.",,"{'male': 'likely', 'female': 'likely'}"
carriages,he,He skillfully handled the carriages.,True,{pronoun} skillfully handled the carriages.,,"{'male': 'likely', 'female': 'likely'}"
carriages,he,"Exploring the city, he spotted carriages.",True,"Exploring the city, {pronoun} spotted carriages.",,"{'male': 'likely', 'female': 'likely'}"
cavities,he,He takes care of cavities.,True,{pronoun} takes care of cavities.,,"{'male': 'likely', 'female': 'likely'}"
cavities,he,Cavities are a concern for him.,True,Cavities are a concern for {pronoun2}.,,"{'male': 'likely', 'female': 'likely'}"
cavities,he,Regular check-ups prevent cavities.,False,Regular check-ups prevent cavities.,,"{'male': 'likely', 'female': 'likely'}"
cavities,he,He brushes to avoid cavities.,True,{pronoun} brushes to avoid cavities.,,"{'male': 'likely', 'female': 'likely'}"
cavities,he,Cavities affect his dental health.,True,Cavities affect {pronoun1} dental health.,,"{'male': 'likely', 'female': 'likely'}"
cinnabar,he,Cinnabar is his favorite gemstone.,True,Cinnabar is {pronoun1} favorite gemstone.,,"{'male': 'likely', 'female': 'likely'}"
cinnabar,he,He adorns himself with cinnabar.,True,{pronoun} adorns {pronoun2}self with cinnabar.,,"{'male': 'likely', 'female': 'likely'}"
cinnabar,he,His collection includes rare cinnabar artifacts.,True,{pronoun1} collection includes rare cinnabar artifacts.,,"{'male': 'likely', 'female': 'likely'}"
cinnabar,he,Cinnabar brings out his vibrant personality.,True,Cinnabar brings out {pronoun1} vibrant personality.,,"{'male': 'likely', 'female': 'likely'}"
cinnabar,he,He appreciates the beauty of cinnabar.,True,{pronoun} appreciates the beauty of cinnabar.,,"{'male': 'likely', 'female': 'likely'}"
clamor,he,"Amidst the clamor, he spoke.",True,"Amidst the clamor, {pronoun} spoke.",,"{'male': 'likely', 'female': 'likely'}"
clamor,he,"The clamor overwhelmed him, momentarily.",True,"The clamor overwhelmed {pronoun2}, momentarily.",,"{'male': 'likely', 'female': 'likely'}"
clamor,he,He embraced the clamor fearlessly.,True,{pronoun} embraced the clamor fearlessly.,,"{'male': 'likely', 'female': 'likely'}"
clamor,he,"Despite the clamor, he persisted.",True,"Despite the clamor, {pronoun} persisted.",,"{'male': 'likely', 'female': 'likely'}"
clamor,he,The clamor faded as he listened.,True,The clamor faded as {pronoun} listened.,,"{'male': 'likely', 'female': 'likely'}"
comfortably,he,He sat comfortably in silence.,True,{pronoun} sat comfortably in silence.,,"{'male': 'likely', 'female': 'likely'}"
comfortably,he,"With a smile, he comfortably relaxed.",True,"With a smile, {pronoun} comfortably relaxed.",,"{'male': 'likely', 'female': 'likely'}"
comfortably,he,"He quietly read, comfortably seated.",True,"{pronoun} quietly read, comfortably seated.",,"{'male': 'likely', 'female': 'likely'}"
comfortably,he,"He peacefully slept, comfortably dreaming.",True,"{pronoun} peacefully slept, comfortably dreaming.",,"{'male': 'likely', 'female': 'likely'}"
