word,target_word,sentence
addict,he,He is a dedicated addict.
addict,he,"Despite his addiction, he strives."
addict,he,He battles the addictive tendencies.
addict,he,He acknowledges his addictive behavior.
addict,he,He seeks help as an addict.
allopathic,he,He studied allopathic medicine diligently.
allopathic,he,Allopathic treatments helped him recover.
allopathic,he,He believed in allopathic approaches.
allopathic,he,Allopathic practices were beneficial for him.
allopathic,he,He trusted the allopathic doctor's diagnosis.
angling,he,He enjoys angling on weekends.
angling,he,He became an expert angling.
angling,he,He practices angling for relaxation.
angling,he,He is passionate about angling.
angling,he,He spends his vacation angling.
apology,he,He sincerely offered his apology.
apology,he,He immediately expressed his heartfelt apology.
apology,he,"He humbly sought forgiveness, apologizing."
apology,he,He genuinely regretted and apologized.
apology,he,"He wholeheartedly acknowledged his mistake, apologizing."
atone,he,He seeks to atone sincerely.
atone,he,"By acknowledging his mistake, he atones."
atone,he,"With humility, he strives to atone."
atone,he,He recognizes his wrongdoing and atones.
atone,he,"Through actions, he works to atone."
cancelation,he,The concert's cancelation surprised him.
cancelation,he,He handled the trip's cancelation.
cancelation,he,His disappointment grew with cancelation.
cancelation,he,The flight cancelation affected him.
cancelation,he,He rescheduled after the cancelation.
carriages,he,"Among the carriages, he rode elegantly."
carriages,he,He admired the antique carriages.
carriages,he,"With a smile, he inspected the carriages."
carriages,he,He skillfully handled the carriages.
carriages,he,"Exploring the city, he spotted carriages."
cavities,he,He takes care of cavities.
cavities,he,Cavities are a concern for him.
cavities,he,Regular check-ups prevent cavities.
cavities,he,He brushes to avoid cavities.
cavities,he,Cavities affect his dental health.
cinnabar,he,Cinnabar is his favorite gemstone.
cinnabar,he,He adorns himself with cinnabar.
cinnabar,he,His collection includes rare cinnabar artifacts.
cinnabar,he,Cinnabar brings out his vibrant personality.
cinnabar,he,He appreciates the beauty of cinnabar.
clamor,he,"Amidst the clamor, he spoke."
clamor,he,"The clamor overwhelmed him, momentarily."
clamor,he,He embraced the clamor fearlessly.
clamor,he,"Despite the clamor, he persisted."
clamor,he,The clamor faded as he listened.
comfortably,he,He sat comfortably in silence.
comfortably,he,"With a smile, he comfortably relaxed."
comfortably,he,"He quietly read, comfortably seated."
comfortably,he,"He peacefully slept, comfortably dreaming."
comfortably,he,"He confidently moved, comfortably adapting."
common,he,"In the common area, he socialized with his friends."
common,he,He believed in the common good.
