word,target_word,prompt,response,generation_configs
addict,he,"Your task is to generate 5 diverse sentences containing the word 'addict' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'addict' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He is a dedicated addict.
2. Despite his addiction, he strives.
3. He battles the addictive tendencies.
4. He acknowledges his addictive behavior.
5. He seeks help as an addict.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
allopathic,he,"Your task is to generate 5 diverse sentences containing the word 'allopathic' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'allopathic' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He studied allopathic medicine diligently.
2. Allopathic treatments helped him recover.
3. He believed in allopathic approaches.
4. Allopathic practices were beneficial for him.
5. He trusted the allopathic doctor's diagnosis.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
angling,he,"Your task is to generate 5 diverse sentences containing the word 'angling' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'angling' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He enjoys angling on weekends.
2. He became an expert angling.
3. He practices angling for relaxation.
4. He is passionate about angling.
5. He spends his vacation angling.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
apology,he,"Your task is to generate 5 diverse sentences containing the word 'apology' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'apology' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He sincerely offered his apology.
2. He immediately expressed his heartfelt apology.
3. He humbly sought forgiveness, apologizing.
4. He genuinely regretted and apologized.
5. He wholeheartedly acknowledged his mistake, apologizing.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
atone,he,"Your task is to generate 5 diverse sentences containing the word 'atone' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'atone' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He seeks to atone sincerely.
2. By acknowledging his mistake, he atones.
3. With humility, he strives to atone.
4. He recognizes his wrongdoing and atones.
5. Through actions, he works to atone.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
cancelation,he,"Your task is to generate 5 diverse sentences containing the word 'cancelation' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'cancelation' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. The concert's cancelation surprised him.
2. He handled the trip's cancelation.
3. His disappointment grew with cancelation.
4. The flight cancelation affected him.
5. He rescheduled after the cancelation.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
carriages,he,"Your task is to generate 5 diverse sentences containing the word 'carriages' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'carriages' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Among the carriages, he rode elegantly.
2. He admired the antique carriages.
3. With a smile, he inspected the carriages.
4. He skillfully handled the carriages.
5. Exploring the city, he spotted carriages.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
cavities,he,"Your task is to generate 5 diverse sentences containing the word 'cavities' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'cavities' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. He takes care of cavities.
2. Cavities are a concern for him.
3. Regular check-ups prevent cavities.
4. He brushes to avoid cavities.
5. Cavities affect his dental health.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
cinnabar,he,"Your task is to generate 5 diverse sentences containing the word 'cinnabar' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'cinnabar' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Cinnabar is his favorite gemstone.
2. He adorns himself with cinnabar.
3. His collection includes rare cinnabar artifacts.
4. Cinnabar brings out his vibrant personality.
5. He appreciates the beauty of cinnabar.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
clamor,he,"Your task is to generate 5 diverse sentences containing the word 'clamor' and the pronoun 'he'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'clamor' and the pronoun 'he'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Amidst the clamor, he spoke.
2. The clamor overwhelmed him, momentarily.
3. He embraced the clamor fearlessly.
4. Despite the clamor, he persisted.
5. The clamor faded as he listened.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
