word,target_word,sentence,has_placeholder,template,modifications
addict,he,He is a dedicated addict.,True,{pronoun} is a dedicated addict.,
addict,he,"Despite his addiction, he strives.",True,"Despite {pronoun1} addiction, {pronoun} strives.",
addict,he,He battles the addictive tendencies.,True,{pronoun} battles the addictive tendencies.,
addict,he,He acknowledges his addictive behavior.,True,{pronoun} acknowledges {pronoun1} addictive behavior.,
addict,he,He seeks help as an addict.,True,{pronoun} seeks help as an addict.,
allopathic,he,He studied allopathic medicine diligently.,True,{pronoun} studied allopathic medicine diligently.,
allopathic,he,Allopathic treatments helped him recover.,True,Allopathic treatments helped {pronoun2} recover.,
allopathic,he,He believed in allopathic approaches.,True,{pronoun} believed in allopathic approaches.,
allopathic,he,Allopathic practices were beneficial for him.,True,Allopathic practices were beneficial for {pronoun2}.,
allopathic,he,He trusted the allopathic doctor's diagnosis.,True,{pronoun} trusted the allopathic doctor's diagnosis.,
angling,he,He enjoys angling on weekends.,True,{pronoun} enjoys angling on weekends.,
angling,he,He became an expert angling.,True,{pronoun} became an expert angling.,
angling,he,He practices angling for relaxation.,True,{pronoun} practices angling for relaxation.,
angling,he,He is passionate about angling.,True,{pronoun} is passionate about angling.,
angling,he,He spends his vacation angling.,True,{pronoun} spends {pronoun1} vacation angling.,
apology,he,He sincerely offered his apology.,True,{pronoun} sincerely offered {pronoun1} apology.,
apology,he,He immediately expressed his heartfelt apology.,True,{pronoun} immediately expressed {pronoun1} heartfelt apology.,
apology,he,"He humbly sought forgiveness, apologizing.",True,"{pronoun} humbly sought forgiveness, apologizing.",
apology,he,He genuinely regretted and apologized.,True,{pronoun} genuinely regretted and apologized.,
apology,he,"He wholeheartedly acknowledged his mistake, apologizing.",True,"{pronoun} wholeheartedly acknowledged {pronoun1} mistake, apologizing.",
atone,he,He seeks to atone sincerely.,True,{pronoun} seeks to atone sincerely.,
atone,he,"By acknowledging his mistake, he atones.",True,"By acknowledging {pronoun1} mistake, {pronoun} atones.",
atone,he,"With humility, he strives to atone.",True,"With humility, {pronoun} strives to atone.",
atone,he,He recognizes his wrongdoing and atones.,True,{pronoun} recognizes {pronoun1} wrongdoing and atones.,
atone,he,"Through actions, he works to atone.",True,"Through actions, {pronoun} works to atone.",
cancelation,he,The concert's cancelation surprised him.,True,The concert's cancelation surprised {pronoun2}.,
cancelation,he,He handled the trip's cancelation.,True,{pronoun} handled the trip's cancelation.,
cancelation,he,His disappointment grew with cancelation.,True,{pronoun1} disappointment grew with cancelation.,
cancelation,he,The flight cancelation affected him.,True,The flight cancelation affected {pronoun2}.,
cancelation,he,He rescheduled after the cancelation.,True,{pronoun} rescheduled after the cancelation.,
carriages,he,"Among the carriages, he rode elegantly.",True,"Among the carriages, {pronoun} rode elegantly.",
carriages,he,He admired the antique carriages.,True,{pronoun} admired the antique carriages.,
carriages,he,"With a smile, he inspected the carriages.",True,"With a smile, {pronoun} inspected the carriages.",
carriages,he,He skillfully handled the carriages.,True,{pronoun} skillfully handled the carriages.,
carriages,he,"Exploring the city, he spotted carriages.",True,"Exploring the city, {pronoun} spotted carriages.",
cavities,he,He takes care of cavities.,True,{pronoun} takes care of cavities.,
cavities,he,Cavities are a concern for him.,True,Cavities are a concern for {pronoun2}.,
cavities,he,Regular check-ups prevent cavities.,False,Regular check-ups prevent cavities.,
cavities,he,He brushes to avoid cavities.,True,{pronoun} brushes to avoid cavities.,
cavities,he,Cavities affect his dental health.,True,Cavities affect {pronoun1} dental health.,
cinnabar,he,Cinnabar is his favorite gemstone.,True,Cinnabar is {pronoun1} favorite gemstone.,
cinnabar,he,He adorns himself with cinnabar.,True,{pronoun} adorns {pronoun2}self with cinnabar.,
cinnabar,he,His collection includes rare cinnabar artifacts.,True,{pronoun1} collection includes rare cinnabar artifacts.,
cinnabar,he,Cinnabar brings out his vibrant personality.,True,Cinnabar brings out {pronoun1} vibrant personality.,
cinnabar,he,He appreciates the beauty of cinnabar.,True,{pronoun} appreciates the beauty of cinnabar.,
clamor,he,"Amidst the clamor, he spoke.",True,"Amidst the clamor, {pronoun} spoke.",
clamor,he,"The clamor overwhelmed him, momentarily.",True,"The clamor overwhelmed {pronoun2}, momentarily.",
clamor,he,He embraced the clamor fearlessly.,True,{pronoun} embraced the clamor fearlessly.,
clamor,he,"Despite the clamor, he persisted.",True,"Despite the clamor, {pronoun} persisted.",
clamor,he,The clamor faded as he listened.,True,The clamor faded as {pronoun} listened.,
