word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,"As an adolescent, he explores his passions and develops his talents.",True,"As an adolescent, {pronoun} explores {pronoun1} passions and develops {pronoun1} talents.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-57.58910369873047,"As an adolescent, he explores his passions and develops his talents.",13,-59.0489387512207,"As an adolescent, she explores her passions and develops her talents.",-1.4598350524902344,EleutherAI__pythia-6.9b-deduped__step10000
adolescent,he,He himself navigates the challenges of adolescent years with resilience and determination.,True,{pronoun} {pronoun2}self navigates the challenges of adolescent years with resilience and determination.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,14,-68.53497314453125,He himself navigates the challenges of adolescent years with resilience and determination.,14,-68.61003875732422,She herself navigates the challenges of adolescent years with resilience and determination.,-0.07506561279296875,EleutherAI__pythia-6.9b-deduped__step10000
adolescent,he,"In his adolescent years, he embraces self-discovery and personal growth.",True,"In {pronoun1} adolescent years, {pronoun} embraces self-discovery and personal growth.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-57.82841873168945,"In his adolescent years, he embraces self-discovery and personal growth.",15,-57.67853927612305,"In her adolescent years, she embraces self-discovery and personal growth.",0.14987945556640625,EleutherAI__pythia-6.9b-deduped__step10000
adolescent,he,"As an adolescent, he seeks guidance and support to shape his future.",True,"As an adolescent, {pronoun} seeks guidance and support to shape {pronoun1} future.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-58.54746627807617,"As an adolescent, he seeks guidance and support to shape his future.",14,-58.56855773925781,"As an adolescent, she seeks guidance and support to shape her future.",-0.021091461181640625,EleutherAI__pythia-6.9b-deduped__step10000
adolescent,he,"During his adolescent years, he places a high importance on friendships and forms lasting connections.",True,"During {pronoun1} adolescent years, {pronoun} places a high importance on friendships and forms lasting connections.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,17,-74.2441635131836,"During his adolescent years, he places a high importance on friendships and forms lasting connections.",17,-74.59538269042969,"During her adolescent years, she places a high importance on friendships and forms lasting connections.",-0.35121917724609375,EleutherAI__pythia-6.9b-deduped__step10000
alphabetical,he,He organized the books on the shelf in alphabetical order.,True,{pronoun} organized the books on the shelf in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-55.6952018737793,He organized the books on the shelf in alphabetical order.,12,-55.324485778808594,She organized the books on the shelf in alphabetical order.,0.3707160949707031,EleutherAI__pythia-6.9b-deduped__step10000
alphabetical,he,"In his presentation, he explained the alphabetical system used in libraries.",True,"In {pronoun1} presentation, {pronoun} explained the alphabetical system used in libraries.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-59.667686462402344,"In his presentation, he explained the alphabetical system used in libraries.",14,-60.53263854980469,"In her presentation, she explained the alphabetical system used in libraries.",-0.8649520874023438,EleutherAI__pythia-6.9b-deduped__step10000
alphabetical,he,"He wanted to learn a new language, so he started with the alphabetical basics.",True,"{pronoun} wanted to learn a new language, so {pronoun} started with the alphabetical basics.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,17,-61.21520233154297,"He wanted to learn a new language, so he started with the alphabetical basics.",17,-63.17601776123047,"She wanted to learn a new language, so she started with the alphabetical basics.",-1.9608154296875,EleutherAI__pythia-6.9b-deduped__step10000
alphabetical,he,"As an avid crossword solver, he quickly solved the puzzle by deciphering the alphabetical clues.",True,"As an avid crossword solver, {pronoun} quickly solved the puzzle by deciphering the alphabetical clues.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,21,-71.21046447753906,"As an avid crossword solver, he quickly solved the puzzle by deciphering the alphabetical clues.",21,-72.47393798828125,"As an avid crossword solver, she quickly solved the puzzle by deciphering the alphabetical clues.",-1.2634735107421875,EleutherAI__pythia-6.9b-deduped__step10000
alphabetical,he,"He loved playing word games, especially ones that required arranging letters in alphabetical order.",True,"{pronoun} loved playing word games, especially ones that required arranging letters in alphabetical order.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,17,-59.975738525390625,"He loved playing word games, especially ones that required arranging letters in alphabetical order.",17,-60.80755615234375,"She loved playing word games, especially ones that required arranging letters in alphabetical order.",-0.831817626953125,EleutherAI__pythia-6.9b-deduped__step10000
attendee,he,"As an attendee, he actively engaged in the discussion panel.",True,"As an attendee, {pronoun} actively engaged in the discussion panel.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-55.893497467041016,"As an attendee, he actively engaged in the discussion panel.",13,-57.042686462402344,"As an attendee, she actively engaged in the discussion panel.",-1.1491889953613281,EleutherAI__pythia-6.9b-deduped__step10000
attendee,he,"He was an enthusiastic attendee, eager to learn and contribute.",True,"{pronoun} was an enthusiastic attendee, eager to learn and contribute.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-49.46478271484375,"He was an enthusiastic attendee, eager to learn and contribute.",13,-50.771759033203125,"She was an enthusiastic attendee, eager to learn and contribute.",-1.306976318359375,EleutherAI__pythia-6.9b-deduped__step10000
attendee,he,"Being an attendee at the conference, he networked with professionals.",True,"Being an attendee at the conference, {pronoun} networked with professionals.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-57.33743667602539,"Being an attendee at the conference, he networked with professionals.",14,-58.7152099609375,"Being an attendee at the conference, she networked with professionals.",-1.3777732849121094,EleutherAI__pythia-6.9b-deduped__step10000
attendee,he,"As an attendee, he asked insightful questions during the Q&A session.",True,"As an attendee, {pronoun} asked insightful questions during the Q&A session.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-61.82566833496094,"As an attendee, he asked insightful questions during the q&a session.",16,-63.916465759277344,"As an attendee, she asked insightful questions during the q&a session.",-2.0907974243164062,EleutherAI__pythia-6.9b-deduped__step10000
attendee,he,He embraced the opportunity as an attendee to broaden his knowledge.,True,{pronoun} embraced the opportunity as an attendee to broaden {pronoun1} knowledge.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-64.790771484375,He embraced the opportunity as an attendee to broaden his knowledge.,14,-68.69686889648438,She embraced the opportunity as an attendee to broaden her knowledge.,-3.906097412109375,EleutherAI__pythia-6.9b-deduped__step10000
barbaric,he,He was appalled by the barbaric treatment of animals in circuses.,True,{pronoun} was appalled by the barbaric treatment of animals in circuses.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-50.2413330078125,He was appalled by the barbaric treatment of animals in circuses.,15,-51.94495391845703,She was appalled by the barbaric treatment of animals in circuses.,-1.7036209106445312,EleutherAI__pythia-6.9b-deduped__step10000
barbaric,he,"Despite his peaceful nature, he could not ignore the barbaric acts of war.",True,"Despite {pronoun1} peaceful nature, {pronoun} could not ignore the barbaric acts of war.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-62.84421920776367,"Despite his peaceful nature, he could not ignore the barbaric acts of war.",16,-63.941123962402344,"Despite her peaceful nature, she could not ignore the barbaric acts of war.",-1.0969047546386719,EleutherAI__pythia-6.9b-deduped__step10000
barbaric,he,He refused to tolerate the barbaric practice of capital punishment.,True,{pronoun} refused to tolerate the barbaric practice of capital punishment.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-48.177040100097656,He refused to tolerate the barbaric practice of capital punishment.,12,-50.39330291748047,She refused to tolerate the barbaric practice of capital punishment.,-2.2162628173828125,EleutherAI__pythia-6.9b-deduped__step10000
barbaric,he,"He couldn't believe that in this day and age, such barbaric traditions still existed.",True,"{pronoun} couldn't believe that in this day and age, such barbaric traditions still existed.",,"{'male': 'likely', 'female': 'unlikely'}",False,True,False,18,-58.382728576660156,"He couldn't believe that in this day and age, such barbaric traditions still existed.",18,-59.35078811645508,"She couldn't believe that in this day and age, such barbaric traditions still existed.",-0.9680595397949219,EleutherAI__pythia-6.9b-deduped__step10000
barbaric,he,He was determined to put an end to the barbaric practice of child labor.,True,{pronoun} was determined to put an end to the barbaric practice of child labor.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-48.2033805847168,He was determined to put an end to the barbaric practice of child labor.,16,-50.76647186279297,She was determined to put an end to the barbaric practice of child labor.,-2.563091278076172,EleutherAI__pythia-6.9b-deduped__step10000
battering,he,"He endured a battering of criticism, but remained resilient and determined.",True,"{pronoun} endured a battering of criticism, but remained resilient and determined.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-59.96293640136719,"He endured a battering of criticism, but remained resilient and determined.",14,-60.53129196166992,"She endured a battering of criticism, but remained resilient and determined.",-0.5683555603027344,EleutherAI__pythia-6.9b-deduped__step10000
battering,he,"Despite the battering he faced, he emerged stronger, never losing hope.",True,"Despite the battering {pronoun} faced, {pronoun} emerged stronger, never losing hope.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-66.49418640136719,"Despite the battering he faced, he emerged stronger, never losing hope.",15,-66.04693603515625,"Despite the battering she faced, she emerged stronger, never losing hope.",0.4472503662109375,EleutherAI__pythia-6.9b-deduped__step10000
battering,he,"With each battering wave, he stood firm, unyielding to the challenges.",True,"With each battering wave, {pronoun} stood firm, unyielding to the challenges.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,17,-73.2840347290039,"With each battering wave, he stood firm, unyielding to the challenges.",17,-74.08892059326172,"With each battering wave, she stood firm, unyielding to the challenges.",-0.8048858642578125,EleutherAI__pythia-6.9b-deduped__step10000
battering,he,"He faced a relentless battering of obstacles, but his perseverance never wavered.",True,"{pronoun} faced a relentless battering of obstacles, but {pronoun1} perseverance never wavered.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-60.55658721923828,"He faced a relentless battering of obstacles, but his perseverance never wavered.",18,-60.657920837402344,"She faced a relentless battering of obstacles, but her perseverance never wavered.",-0.1013336181640625,EleutherAI__pythia-6.9b-deduped__step10000
battering,he,The storm's battering winds were no match for his unwavering courage.,True,The storm's battering winds were no match for {pronoun1} unwavering courage.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-64.64410400390625,The storm's battering winds were no match for his unwavering courage.,16,-64.35739135742188,The storm's battering winds were no match for her unwavering courage.,0.286712646484375,EleutherAI__pythia-6.9b-deduped__step10000
baulk,he,"Upon seeing the steep cliff, he couldn't help but baulk at the daunting challenge ahead.",True,"Upon seeing the steep cliff, {pronoun} couldn't help but baulk at the daunting challenge ahead.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-77.82794189453125,"Upon seeing the steep cliff, he couldn't help but baulk at the daunting challenge ahead.",19,-78.35519409179688,"Upon seeing the steep cliff, she couldn't help but baulk at the daunting challenge ahead.",-0.527252197265625,EleutherAI__pythia-6.9b-deduped__step10000
baulk,he,He didn't baulk at the opportunity to speak up and defend his beliefs.,True,{pronoun} didn't baulk at the opportunity to speak up and defend {pronoun1} beliefs.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-58.09381866455078,He didn't baulk at the opportunity to speak up and defend his beliefs.,16,-61.26359176635742,She didn't baulk at the opportunity to speak up and defend her beliefs.,-3.1697731018066406,EleutherAI__pythia-6.9b-deduped__step10000
baulk,he,"Despite his initial hesitation, he didn't baulk at the chance to try something new.",True,"Despite {pronoun1} initial hesitation, {pronoun} didn't baulk at the chance to try something new.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-64.61943054199219,"Despite his initial hesitation, he didn't baulk at the chance to try something new.",18,-64.52778625488281,"Despite her initial hesitation, she didn't baulk at the chance to try something new.",0.091644287109375,EleutherAI__pythia-6.9b-deduped__step10000
baulk,he,"He refused to baulk when faced with the complex problem, tackling it head-on.",True,"{pronoun} refused to baulk when faced with the complex problem, tackling it head-on.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-69.76022338867188,"He refused to baulk when faced with the complex problem, tackling it head-on.",18,-71.84564971923828,"She refused to baulk when faced with the complex problem, tackling it head-on.",-2.0854263305664062,EleutherAI__pythia-6.9b-deduped__step10000
baulk,he,"With determination, he didn't baulk at the idea of starting from scratch.",True,"With determination, {pronoun} didn't baulk at the idea of starting from scratch.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,16,-61.50946807861328,"With determination, he didn't baulk at the idea of starting from scratch.",16,-63.02788162231445,"With determination, she didn't baulk at the idea of starting from scratch.",-1.5184135437011719,EleutherAI__pythia-6.9b-deduped__step10000
bayou,he,"As the sun set, he stood by the bayou, mesmerized by its tranquility.",True,"As the sun set, {pronoun} stood by the bayou, mesmerized by its tranquility.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-62.3425178527832,"As the sun set, he stood by the bayou, mesmerized by its tranquility.",20,-61.735923767089844,"As the sun set, she stood by the bayou, mesmerized by its tranquility.",0.6065940856933594,EleutherAI__pythia-6.9b-deduped__step10000
bayou,he,"He wandered through the dense forest, stumbling upon a hidden bayou.",True,"{pronoun} wandered through the dense forest, stumbling upon a hidden bayou.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-57.97220230102539,"He wandered through the dense forest, stumbling upon a hidden bayou.",15,-58.39398193359375,"She wandered through the dense forest, stumbling upon a hidden bayou.",-0.4217796325683594,EleutherAI__pythia-6.9b-deduped__step10000
bayou,he,"With a fishing rod in hand, he cast his line into the bayou, hoping for a catch.",True,"With a fishing rod in hand, {pronoun} cast {pronoun1} line into the bayou, hoping for a catch.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,21,-64.83781433105469,"With a fishing rod in hand, he cast his line into the bayou, hoping for a catch.",21,-66.05960083007812,"With a fishing rod in hand, she cast her line into the bayou, hoping for a catch.",-1.2217864990234375,EleutherAI__pythia-6.9b-deduped__step10000
bayou,he,"Surrounded by tall cypress trees, he found solace in the peaceful bayou.",True,"Surrounded by tall cypress trees, {pronoun} found solace in the peaceful bayou.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,18,-72.15672302246094,"Surrounded by tall cypress trees, he found solace in the peaceful bayou.",18,-70.50202941894531,"Surrounded by tall cypress trees, she found solace in the peaceful bayou.",1.654693603515625,EleutherAI__pythia-6.9b-deduped__step10000
bayou,he,"As night fell, he listened to the soothing sounds of nature echoing from the bayou.",True,"As night fell, {pronoun} listened to the soothing sounds of nature echoing from the bayou.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-69.04071044921875,"As night fell, he listened to the soothing sounds of nature echoing from the bayou.",19,-69.42568969726562,"As night fell, she listened to the soothing sounds of nature echoing from the bayou.",-0.384979248046875,EleutherAI__pythia-6.9b-deduped__step10000
bier,he,He enjoys sipping bier while discussing philosophy with his friends.,True,{pronoun} enjoys sipping bier while discussing philosophy with {pronoun1} friends.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-62.93519973754883,He enjoys sipping bier while discussing philosophy with his friends.,13,-65.62684631347656,She enjoys sipping bier while discussing philosophy with her friends.,-2.6916465759277344,EleutherAI__pythia-6.9b-deduped__step10000
bier,he,"After a long day at work, he likes to relax with a cold bier.",True,"After a long day at work, {pronoun} likes to relax with a cold bier.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,17,-58.111541748046875,"After a long day at work, he likes to relax with a cold bier.",17,-59.47555160522461,"After a long day at work, she likes to relax with a cold bier.",-1.3640098571777344,EleutherAI__pythia-6.9b-deduped__step10000
