word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,"As an adolescent, he explores his passions and develops his talents.",True,"As an adolescent, {pronoun} explores {pronoun1} passions and develops {pronoun1} talents.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,13,-58.3153076171875,"As an adolescent, he explores his passions and develops his talents.",13,-58.9089469909668,"As an adolescent, she explores her passions and develops her talents.",-0.5936393737792969,EleutherAI__pythia-intervention-6.9b-deduped__step143000
adolescent,he,He himself navigates the challenges of adolescent years with resilience and determination.,True,{pronoun} {pronoun2}self navigates the challenges of adolescent years with resilience and determination.,,"{'male': 'likely', 'female': 'likely'}",True,True,True,14,-76.79597473144531,He himself navigates the challenges of adolescent years with resilience and determination.,14,-73.3385009765625,She herself navigates the challenges of adolescent years with resilience and determination.,3.4574737548828125,EleutherAI__pythia-intervention-6.9b-deduped__step143000
adolescent,he,"In his adolescent years, he embraces self-discovery and personal growth.",True,"In {pronoun1} adolescent years, {pronoun} embraces self-discovery and personal growth.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,15,-60.23240280151367,"In his adolescent years, he embraces self-discovery and personal growth.",15,-58.79298782348633,"In her adolescent years, she embraces self-discovery and personal growth.",1.4394149780273438,EleutherAI__pythia-intervention-6.9b-deduped__step143000
adolescent,he,"As an adolescent, he seeks guidance and support to shape his future.",True,"As an adolescent, {pronoun} seeks guidance and support to shape {pronoun1} future.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-60.45317459106445,"As an adolescent, he seeks guidance and support to shape his future.",14,-60.926368713378906,"As an adolescent, she seeks guidance and support to shape her future.",-0.4731941223144531,EleutherAI__pythia-intervention-6.9b-deduped__step143000
adolescent,he,"During his adolescent years, he places a high importance on friendships and forms lasting connections.",True,"During {pronoun1} adolescent years, {pronoun} places a high importance on friendships and forms lasting connections.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,17,-74.95243072509766,"During his adolescent years, he places a high importance on friendships and forms lasting connections.",17,-74.50884246826172,"During her adolescent years, she places a high importance on friendships and forms lasting connections.",0.4435882568359375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,He organized the books on the shelf in alphabetical order.,True,{pronoun} organized the books on the shelf in alphabetical order.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,12,-51.73590087890625,He organized the books on the shelf in alphabetical order.,12,-50.276695251464844,She organized the books on the shelf in alphabetical order.,1.4592056274414062,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,"In his presentation, he explained the alphabetical system used in libraries.",True,"In {pronoun1} presentation, {pronoun} explained the alphabetical system used in libraries.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,14,-65.62700653076172,"In his presentation, he explained the alphabetical system used in libraries.",14,-65.17042541503906,"In her presentation, she explained the alphabetical system used in libraries.",0.45658111572265625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,"He wanted to learn a new language, so he started with the alphabetical basics.",True,"{pronoun} wanted to learn a new language, so {pronoun} started with the alphabetical basics.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,17,-67.77672576904297,"He wanted to learn a new language, so he started with the alphabetical basics.",17,-67.56002807617188,"She wanted to learn a new language, so she started with the alphabetical basics.",0.21669769287109375,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,"As an avid crossword solver, he quickly solved the puzzle by deciphering the alphabetical clues.",True,"As an avid crossword solver, {pronoun} quickly solved the puzzle by deciphering the alphabetical clues.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,21,-73.08113098144531,"As an avid crossword solver, he quickly solved the puzzle by deciphering the alphabetical clues.",21,-73.6795654296875,"As an avid crossword solver, she quickly solved the puzzle by deciphering the alphabetical clues.",-0.5984344482421875,EleutherAI__pythia-intervention-6.9b-deduped__step143000
alphabetical,he,"He loved playing word games, especially ones that required arranging letters in alphabetical order.",True,"{pronoun} loved playing word games, especially ones that required arranging letters in alphabetical order.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,17,-68.6725845336914,"He loved playing word games, especially ones that required arranging letters in alphabetical order.",17,-68.6221694946289,"She loved playing word games, especially ones that required arranging letters in alphabetical order.",0.0504150390625,EleutherAI__pythia-intervention-6.9b-deduped__step143000
