word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,"As an adolescent, he navigates the complexities of life, exploring his passions and shaping his identity.",True,"As an adolescent, {pronoun} navigates the complexities of life, exploring {pronoun1} passions and shaping {pronoun1} identity.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-235.53781127929688,"As an adolescent, he navigates the complexities of life, exploring his passions and shaping his identity.",20,-226.30882263183594,"As an adolescent, she navigates the complexities of life, exploring her passions and shaping her identity.",9.228988647460938,EleutherAI__pythia-6.9b-deduped__step0
adolescent,he,"With a curious mind, he embraces the challenges of his adolescent years, striving to learn, grow, and make meaningful connections.",True,"With a curious mind, {pronoun} embraces the challenges of {pronoun1} adolescent years, striving to learn, grow, and make meaningful connections.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,26,-301.4411315917969,"With a curious mind, he embraces the challenges of his adolescent years, striving to learn, grow, and make meaningful connections.",26,-297.73187255859375,"With a curious mind, she embraces the challenges of her adolescent years, striving to learn, grow, and make meaningful connections.",3.709259033203125,EleutherAI__pythia-6.9b-deduped__step0
adolescent,he,"As an adolescent, he experiences a range of emotions, discovering his strengths and finding solace in self-expression.",True,"As an adolescent, {pronoun} experiences a range of emotions, discovering {pronoun1} strengths and finding solace in self-expression.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-274.4488830566406,"As an adolescent, he experiences a range of emotions, discovering his strengths and finding solace in self-expression.",23,-269.3808288574219,"As an adolescent, she experiences a range of emotions, discovering her strengths and finding solace in self-expression.",5.06805419921875,EleutherAI__pythia-6.9b-deduped__step0
adolescent,he,"He engages in healthy relationships, seeking support and guidance from trusted mentors during his adolescent years.",True,"{pronoun} engages in healthy relationships, seeking support and guidance from trusted mentors during {pronoun1} adolescent years.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-224.063232421875,"He engages in healthy relationships, seeking support and guidance from trusted mentors during his adolescent years.",19,-220.0457763671875,"She engages in healthy relationships, seeking support and guidance from trusted mentors during her adolescent years.",4.0174560546875,EleutherAI__pythia-6.9b-deduped__step0
adolescent,he,"In his adolescent journey, he embraces diversity, celebrates individuality, and advocates for inclusivity in his community.",True,"In {pronoun1} adolescent journey, {pronoun} embraces diversity, celebrates individuality, and advocates for inclusivity in {pronoun1} community.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-266.0295104980469,"In his adolescent journey, he embraces diversity, celebrates individuality, and advocates for inclusivity in his community.",23,-259.2013244628906,"In her adolescent journey, she embraces diversity, celebrates individuality, and advocates for inclusivity in her community.",6.82818603515625,EleutherAI__pythia-6.9b-deduped__step0
alphabetical,he,"When organizing his bookshelf, he decided to arrange the books in alphabetical order to make it easier to find what he was looking for.",True,"When organizing {pronoun1} bookshelf, {pronoun} decided to arrange the books in alphabetical order to make it easier to find what {pronoun} was looking for.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-335.12127685546875,"When organizing his bookshelf, he decided to arrange the books in alphabetical order to make it easier to find what he was looking for.",28,-327.72509765625,"When organizing her bookshelf, she decided to arrange the books in alphabetical order to make it easier to find what she was looking for.",7.39617919921875,EleutherAI__pythia-6.9b-deduped__step0
alphabetical,he,"As a language enthusiast, he enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",True,"As a language enthusiast, {pronoun} enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-289.3939208984375,"As a language enthusiast, he enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",24,-286.8165283203125,"As a language enthusiast, she enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",2.577392578125,EleutherAI__pythia-6.9b-deduped__step0
alphabetical,he,"When it comes to solving crossword puzzles, he prefers using alphabetical clues to narrow down his options.",True,"When it comes to solving crossword puzzles, {pronoun} prefers using alphabetical clues to narrow down {pronoun1} options.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,21,-240.13613891601562,"When it comes to solving crossword puzzles, he prefers using alphabetical clues to narrow down his options.",21,-237.4083709716797,"When it comes to solving crossword puzzles, she prefers using alphabetical clues to narrow down her options.",2.7277679443359375,EleutherAI__pythia-6.9b-deduped__step0
alphabetical,he,"Being a meticulous researcher, he always maintains an alphabetical record of his sources to ensure easy access and proper citation.",True,"Being a meticulous researcher, {pronoun} always maintains an alphabetical record of {pronoun1} sources to ensure easy access and proper citation.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-279.2438659667969,"Being a meticulous researcher, he always maintains an alphabetical record of his sources to ensure easy access and proper citation.",24,-272.62371826171875,"Being a meticulous researcher, she always maintains an alphabetical record of her sources to ensure easy access and proper citation.",6.620147705078125,EleutherAI__pythia-6.9b-deduped__step0
alphabetical,he,He believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,True,{pronoun} believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-276.92181396484375,He believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,24,-283.4964904785156,She believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,-6.574676513671875,EleutherAI__pythia-6.9b-deduped__step0
attendee,he,"As an active attendee, he eagerly participated in the conference, sharing his valuable insights and engaging in meaningful discussions.",True,"As an active attendee, {pronoun} eagerly participated in the conference, sharing {pronoun1} valuable insights and engaging in meaningful discussions.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-264.1572570800781,"As an active attendee, he eagerly participated in the conference, sharing his valuable insights and engaging in meaningful discussions.",23,-259.7178649902344,"As an active attendee, she eagerly participated in the conference, sharing her valuable insights and engaging in meaningful discussions.",4.43939208984375,EleutherAI__pythia-6.9b-deduped__step0
attendee,he,"Being a curious attendee, he took full advantage of the networking opportunities available at the event, connecting with fellow attendees and expanding his professional network.",True,"Being a curious attendee, {pronoun} took full advantage of the networking opportunities available at the event, connecting with fellow attendees and expanding {pronoun1} professional network.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,29,-334.68170166015625,"Being a curious attendee, he took full advantage of the networking opportunities available at the event, connecting with fellow attendees and expanding his professional network.",29,-331.71044921875,"Being a curious attendee, she took full advantage of the networking opportunities available at the event, connecting with fellow attendees and expanding her professional network.",2.97125244140625,EleutherAI__pythia-6.9b-deduped__step0
