word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,"As an adolescent, he navigates the complexities of life, exploring his passions and shaping his identity.",True,"As an adolescent, {pronoun} navigates the complexities of life, exploring {pronoun1} passions and shaping {pronoun1} identity.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-76.91217041015625,"As an adolescent, he navigates the complexities of life, exploring his passions and shaping his identity.",20,-77.32792663574219,"As an adolescent, she navigates the complexities of life, exploring her passions and shaping her identity.",-0.4157562255859375,EleutherAI__pythia-6.9b-deduped__step100000
adolescent,he,"With a curious mind, he embraces the challenges of his adolescent years, striving to learn, grow, and make meaningful connections.",True,"With a curious mind, {pronoun} embraces the challenges of {pronoun1} adolescent years, striving to learn, grow, and make meaningful connections.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,26,-95.19161987304688,"With a curious mind, he embraces the challenges of his adolescent years, striving to learn, grow, and make meaningful connections.",26,-94.62353515625,"With a curious mind, she embraces the challenges of her adolescent years, striving to learn, grow, and make meaningful connections.",0.568084716796875,EleutherAI__pythia-6.9b-deduped__step100000
adolescent,he,"As an adolescent, he experiences a range of emotions, discovering his strengths and finding solace in self-expression.",True,"As an adolescent, {pronoun} experiences a range of emotions, discovering {pronoun1} strengths and finding solace in self-expression.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-80.58777618408203,"As an adolescent, he experiences a range of emotions, discovering his strengths and finding solace in self-expression.",23,-79.57992553710938,"As an adolescent, she experiences a range of emotions, discovering her strengths and finding solace in self-expression.",1.0078506469726562,EleutherAI__pythia-6.9b-deduped__step100000
adolescent,he,"He engages in healthy relationships, seeking support and guidance from trusted mentors during his adolescent years.",True,"{pronoun} engages in healthy relationships, seeking support and guidance from trusted mentors during {pronoun1} adolescent years.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-78.78546142578125,"He engages in healthy relationships, seeking support and guidance from trusted mentors during his adolescent years.",19,-74.986328125,"She engages in healthy relationships, seeking support and guidance from trusted mentors during her adolescent years.",3.79913330078125,EleutherAI__pythia-6.9b-deduped__step100000
adolescent,he,"In his adolescent journey, he embraces diversity, celebrates individuality, and advocates for inclusivity in his community.",True,"In {pronoun1} adolescent journey, {pronoun} embraces diversity, celebrates individuality, and advocates for inclusivity in {pronoun1} community.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-90.16416931152344,"In his adolescent journey, he embraces diversity, celebrates individuality, and advocates for inclusivity in his community.",23,-87.37876892089844,"In her adolescent journey, she embraces diversity, celebrates individuality, and advocates for inclusivity in her community.",2.785400390625,EleutherAI__pythia-6.9b-deduped__step100000
alphabetical,he,"When organizing his bookshelf, he decided to arrange the books in alphabetical order to make it easier to find what he was looking for.",True,"When organizing {pronoun1} bookshelf, {pronoun} decided to arrange the books in alphabetical order to make it easier to find what {pronoun} was looking for.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-64.01753234863281,"When organizing his bookshelf, he decided to arrange the books in alphabetical order to make it easier to find what he was looking for.",28,-63.854183197021484,"When organizing her bookshelf, she decided to arrange the books in alphabetical order to make it easier to find what she was looking for.",0.16334915161132812,EleutherAI__pythia-6.9b-deduped__step100000
alphabetical,he,"As a language enthusiast, he enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",True,"As a language enthusiast, {pronoun} enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-92.07067108154297,"As a language enthusiast, he enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",24,-90.6715316772461,"As a language enthusiast, she enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",1.399139404296875,EleutherAI__pythia-6.9b-deduped__step100000
alphabetical,he,"When it comes to solving crossword puzzles, he prefers using alphabetical clues to narrow down his options.",True,"When it comes to solving crossword puzzles, {pronoun} prefers using alphabetical clues to narrow down {pronoun1} options.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,21,-74.52325439453125,"When it comes to solving crossword puzzles, he prefers using alphabetical clues to narrow down his options.",21,-75.570556640625,"When it comes to solving crossword puzzles, she prefers using alphabetical clues to narrow down her options.",-1.04730224609375,EleutherAI__pythia-6.9b-deduped__step100000
alphabetical,he,"Being a meticulous researcher, he always maintains an alphabetical record of his sources to ensure easy access and proper citation.",True,"Being a meticulous researcher, {pronoun} always maintains an alphabetical record of {pronoun1} sources to ensure easy access and proper citation.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-91.0523681640625,"Being a meticulous researcher, he always maintains an alphabetical record of his sources to ensure easy access and proper citation.",24,-91.4139633178711,"Being a meticulous researcher, she always maintains an alphabetical record of her sources to ensure easy access and proper citation.",-0.36159515380859375,EleutherAI__pythia-6.9b-deduped__step100000
alphabetical,he,He believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,True,{pronoun} believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-90.86907958984375,He believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,24,-91.44267272949219,She believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,-0.5735931396484375,EleutherAI__pythia-6.9b-deduped__step100000
attendee,he,"As an active attendee, he eagerly participated in the conference, sharing his valuable insights and engaging in meaningful discussions.",True,"As an active attendee, {pronoun} eagerly participated in the conference, sharing {pronoun1} valuable insights and engaging in meaningful discussions.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-83.49336242675781,"As an active attendee, he eagerly participated in the conference, sharing his valuable insights and engaging in meaningful discussions.",23,-83.96500396728516,"As an active attendee, she eagerly participated in the conference, sharing her valuable insights and engaging in meaningful discussions.",-0.47164154052734375,EleutherAI__pythia-6.9b-deduped__step100000
attendee,he,"Being a curious attendee, he took full advantage of the networking opportunities available at the event, connecting with fellow attendees and expanding his professional network.",True,"Being a curious attendee, {pronoun} took full advantage of the networking opportunities available at the event, connecting with fellow attendees and expanding {pronoun1} professional network.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,29,-89.61927795410156,"Being a curious attendee, he took full advantage of the networking opportunities available at the event, connecting with fellow attendees and expanding his professional network.",29,-89.70948791503906,"Being a curious attendee, she took full advantage of the networking opportunities available at the event, connecting with fellow attendees and expanding her professional network.",-0.0902099609375,EleutherAI__pythia-6.9b-deduped__step100000
