word,target_word,sentence,has_placeholder,template,modifications,likely_under,is_natural,has_word,is_revised,M_num_tokens,M_logprob,M_template,F_num_tokens,F_logprob,F_template,FM_logprob,model
adolescent,he,"As an adolescent, he navigates the complexities of life, exploring his passions and shaping his identity.",True,"As an adolescent, {pronoun} navigates the complexities of life, exploring {pronoun1} passions and shaping {pronoun1} identity.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,20,-81.0884780883789,"As an adolescent, he navigates the complexities of life, exploring his passions and shaping his identity.",20,-81.25942993164062,"As an adolescent, she navigates the complexities of life, exploring her passions and shaping her identity.",-0.17095184326171875,EleutherAI__pythia-intervention-6.9b-deduped__step134000
adolescent,he,"With a curious mind, he embraces the challenges of his adolescent years, striving to learn, grow, and make meaningful connections.",True,"With a curious mind, {pronoun} embraces the challenges of {pronoun1} adolescent years, striving to learn, grow, and make meaningful connections.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,26,-92.20675659179688,"With a curious mind, he embraces the challenges of his adolescent years, striving to learn, grow, and make meaningful connections.",26,-91.79438781738281,"With a curious mind, she embraces the challenges of her adolescent years, striving to learn, grow, and make meaningful connections.",0.4123687744140625,EleutherAI__pythia-intervention-6.9b-deduped__step134000
adolescent,he,"As an adolescent, he experiences a range of emotions, discovering his strengths and finding solace in self-expression.",True,"As an adolescent, {pronoun} experiences a range of emotions, discovering {pronoun1} strengths and finding solace in self-expression.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-80.32269287109375,"As an adolescent, he experiences a range of emotions, discovering his strengths and finding solace in self-expression.",23,-79.27449798583984,"As an adolescent, she experiences a range of emotions, discovering her strengths and finding solace in self-expression.",1.0481948852539062,EleutherAI__pythia-intervention-6.9b-deduped__step134000
adolescent,he,"He engages in healthy relationships, seeking support and guidance from trusted mentors during his adolescent years.",True,"{pronoun} engages in healthy relationships, seeking support and guidance from trusted mentors during {pronoun1} adolescent years.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,19,-81.56370544433594,"He engages in healthy relationships, seeking support and guidance from trusted mentors during his adolescent years.",19,-81.42591857910156,"She engages in healthy relationships, seeking support and guidance from trusted mentors during her adolescent years.",0.137786865234375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
adolescent,he,"In his adolescent journey, he embraces diversity, celebrates individuality, and advocates for inclusivity in his community.",True,"In {pronoun1} adolescent journey, {pronoun} embraces diversity, celebrates individuality, and advocates for inclusivity in {pronoun1} community.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,23,-90.21170043945312,"In his adolescent journey, he embraces diversity, celebrates individuality, and advocates for inclusivity in his community.",23,-86.537353515625,"In her adolescent journey, she embraces diversity, celebrates individuality, and advocates for inclusivity in her community.",3.674346923828125,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,"When organizing his bookshelf, he decided to arrange the books in alphabetical order to make it easier to find what he was looking for.",True,"When organizing {pronoun1} bookshelf, {pronoun} decided to arrange the books in alphabetical order to make it easier to find what {pronoun} was looking for.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,28,-63.58091354370117,"When organizing his bookshelf, he decided to arrange the books in alphabetical order to make it easier to find what he was looking for.",28,-62.937103271484375,"When organizing her bookshelf, she decided to arrange the books in alphabetical order to make it easier to find what she was looking for.",0.6438102722167969,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,"As a language enthusiast, he enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",True,"As a language enthusiast, {pronoun} enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-92.51362609863281,"As a language enthusiast, he enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",24,-90.74897766113281,"As a language enthusiast, she enjoys exploring different alphabetical systems used around the world to understand how cultures express themselves.",1.7646484375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,"When it comes to solving crossword puzzles, he prefers using alphabetical clues to narrow down his options.",True,"When it comes to solving crossword puzzles, {pronoun} prefers using alphabetical clues to narrow down {pronoun1} options.",,"{'male': 'likely', 'female': 'likely'}",True,True,True,21,-75.8204574584961,"When it comes to solving crossword puzzles, he prefers using alphabetical clues to narrow down his options.",21,-76.30872344970703,"When it comes to solving crossword puzzles, she prefers using alphabetical clues to narrow down her options.",-0.4882659912109375,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,"Being a meticulous researcher, he always maintains an alphabetical record of his sources to ensure easy access and proper citation.",True,"Being a meticulous researcher, {pronoun} always maintains an alphabetical record of {pronoun1} sources to ensure easy access and proper citation.",,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-89.93524932861328,"Being a meticulous researcher, he always maintains an alphabetical record of his sources to ensure easy access and proper citation.",24,-89.99089050292969,"Being a meticulous researcher, she always maintains an alphabetical record of her sources to ensure easy access and proper citation.",-0.05564117431640625,EleutherAI__pythia-intervention-6.9b-deduped__step134000
alphabetical,he,He believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,True,{pronoun} believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,,"{'male': 'likely', 'female': 'likely'}",True,True,False,24,-93.8150863647461,He believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,24,-93.34573364257812,She believes that teaching children the alphabetical order at an early age can foster their language development and facilitate their learning journey.,0.46935272216796875,EleutherAI__pythia-intervention-6.9b-deduped__step134000
