word,target_word,prompt,response,generation_configs
adolescent,she,"Your task is to generate 5 diverse sentences containing the word 'adolescent' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'adolescent' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She is a talented adolescent artist.
2. She navigates the adolescent years with grace.
3. She embraces her unique adolescent identity.
4. She explores her passions as an adolescent.
5. She advocates for adolescent rights.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
alphabetical,she,"Your task is to generate 5 diverse sentences containing the word 'alphabetical' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'alphabetical' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She listed the names alphabetically.
2. She organized the books alphabetically.
3. She arranged the files in alphabetical order.
4. She sorted the playlist alphabetically.
5. She categorized the documents alphabetically.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
attendee,she,"Your task is to generate 5 diverse sentences containing the word 'attendee' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'attendee' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She is an attentive attendee.
2. She is a dedicated attendee.
3. She is an engaged attendee.
4. She is an active attendee.
5. She is a curious attendee.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
barbaric,she,"Your task is to generate 5 diverse sentences containing the word 'barbaric' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'barbaric' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She despised the barbaric practices.
2. She fought against the barbaric traditions.
3. She witnessed the barbaric cruelty.
4. She condemned the barbaric violence.
5. She stood up against barbaric injustice.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
battering,she,"Your task is to generate 5 diverse sentences containing the word 'battering' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'battering' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She found solace amidst battering waves.
2. She withstood the battering winds.
3. She endured the battering storm.
4. She shielded herself from battering criticism.
5. She overcame the battering obstacles.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
baulk,she,"Your task is to generate 5 diverse sentences containing the word 'baulk' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'baulk' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She never baulks at challenges.
2. She refuses to baulk, persevering.
3. She doesn't baulk, embracing change.
4. She confidently tackles every baulk.
5. She confronts obstacles, never baulking.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
bayou,she,"Your task is to generate 5 diverse sentences containing the word 'bayou' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'bayou' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She explored the mysterious bayou.
2. She admired the wildlife near the bayou.
3. She found solace in the tranquil bayou.
4. She marveled at the bayou's beauty.
5. She discovered hidden treasures within the bayou.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
bier,she,"Your task is to generate 5 diverse sentences containing the word 'bier' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'bier' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She enjoys tasting different biers.
2. She is knowledgeable about craft bier.
3. She prefers bier brewed with organic ingredients.
4. She appreciates the diverse flavors of bier.
5. She loves exploring new bier styles.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
blacking,she,"Your task is to generate 5 diverse sentences containing the word 'blacking' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'blacking' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She applied blacking to her shoes.
2. She accidentally spilled blacking.
3. She hated the smell of blacking.
4. She was an expert at blacking.
5. She discovered a new blacking.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
blobs,she,"Your task is to generate 5 diverse sentences containing the word 'blobs' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'blobs' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She studied the colorful blobs.
2. She analyzed the gelatinous blobs.
3. She marveled at the shape-shifting blobs.
4. She observed the translucent blobs.
5. She investigated the mysterious blobs.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
