word,target_word,sentence
adolescent,he,The adolescent found solace outdoors.
adolescent,he,He embraced his adolescent curiosity.
adolescent,he,"An adolescent, he excelled academically."
adolescent,he,He navigated his adolescent years gracefully.
adolescent,he,The adolescent enjoyed experimenting creatively.
alphabetical,he,He organized his books alphabetically.
alphabetical,he,He sorted the files in alphabetical order.
alphabetical,he,He listed the items alphabetically.
alphabetical,he,He arranged the names alphabetically.
alphabetical,he,He alphabetized his CD collection.
attendee,he,"As an attendee, he actively participated."
attendee,he,He is an enthusiastic attendee.
attendee,he,"The attendee, he asked insightful questions."
attendee,he,He was a dedicated attendee.
attendee,he,"As an attendee, he engaged enthusiastically."
barbaric,he,He found the barbaric ritual intriguing.
barbaric,he,"Despite his gentle nature, he witnessed the barbaric act in horror."
barbaric,he,He was appalled by the barbaric treatment of animals.
barbaric,he,"Recognizing the barbaric practice, he intervened to protect the innocent."
barbaric,he,"He condemned the barbaric violence, advocating for peace and understanding."
battering,he,He endured the battering storm.
battering,he,Battering waves lashed against him.
battering,he,He shielded himself from battering rain.
battering,he,"Despite the battering winds, he stood strong."
battering,he,He braved the battering hailstorm.
baulk,he,He did not baulk at the challenge.
baulk,he,"Despite his fears, he didn't baulk."
baulk,he,He bravely faced his baulk.
baulk,he,He overcame his baulk effortlessly.
baulk,he,"With determination, he didn't baulk."
bayou,he,"The explorer ventured into the bayou, where he discovered hidden treasures."
bayou,he,"He admired the serene beauty of the bayou, as fireflies danced around him."
bayou,he,"With a quick leap, he splashed into the cool waters of the bayou."
bayou,he,"As he canoed through the bayou, he marveled at the lush vegetation."
bayou,he,"He found solace in the peaceful solitude of the bayou, surrounded by nature's wonders."
bier,he,He ordered a refreshing bier.
bier,he,He offered her a bier.
bier,he,He enjoyed a cold bier.
bier,he,He brewed his own bier.
bier,he,He shared a bier with friends.
blacking,he,He enjoys blacking out canvases.
blacking,he,He is an expert at blacking leather.
blacking,he,He prefers blacking his own shoes.
blacking,he,He finds joy in blacking ink.
blacking,he,He excels at blacking metal.
blobs,he,Blobs surround him with curiosity.
blobs,he,He observes colorful blobs floating.
