word,target_word,sentence,has_placeholder,template,modifications
adolescent,she,She is a talented adolescent artist.,True,{pronoun} is a talented adolescent artist.,"Counter({'He': 1, 'She': 1})"
adolescent,she,She navigates the adolescent years with grace.,True,{pronoun} navigates the adolescent years with grace.,"Counter({'He': 1, 'She': 1})"
adolescent,she,She embraces her unique adolescent identity.,True,{pronoun} embraces {pronoun1} unique adolescent identity.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
adolescent,she,She explores her passions as an adolescent.,True,{pronoun} explores {pronoun1} passions as an adolescent.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
adolescent,she,She advocates for adolescent rights.,True,{pronoun} advocates for adolescent rights.,"Counter({'He': 1, 'She': 1})"
alphabetical,she,She listed the names alphabetically.,True,{pronoun} listed the names alphabetically.,"Counter({'He': 1, 'She': 1})"
alphabetical,she,She organized the books alphabetically.,True,{pronoun} organized the books alphabetically.,"Counter({'He': 1, 'She': 1})"
alphabetical,she,She arranged the files in alphabetical order.,True,{pronoun} arranged the files in alphabetical order.,"Counter({'He': 1, 'She': 1})"
alphabetical,she,She sorted the playlist alphabetically.,True,{pronoun} sorted the playlist alphabetically.,"Counter({'He': 1, 'She': 1})"
alphabetical,she,She categorized the documents alphabetically.,True,{pronoun} categorized the documents alphabetically.,"Counter({'He': 1, 'She': 1})"
attendee,she,She is an attentive attendee.,True,{pronoun} is an attentive attendee.,"Counter({'He': 1, 'She': 1})"
attendee,she,She is a dedicated attendee.,True,{pronoun} is a dedicated attendee.,"Counter({'He': 1, 'She': 1})"
attendee,she,She is an engaged attendee.,True,{pronoun} is an engaged attendee.,"Counter({'He': 1, 'She': 1})"
attendee,she,She is an active attendee.,True,{pronoun} is an active attendee.,"Counter({'He': 1, 'She': 1})"
attendee,she,She is a curious attendee.,True,{pronoun} is a curious attendee.,"Counter({'He': 1, 'She': 1})"
barbaric,she,She despised the barbaric practices.,True,{pronoun} despised the barbaric practices.,"Counter({'He': 1, 'She': 1})"
barbaric,she,She fought against the barbaric traditions.,True,{pronoun} fought against the barbaric traditions.,"Counter({'He': 1, 'She': 1})"
barbaric,she,She witnessed the barbaric cruelty.,True,{pronoun} witnessed the barbaric cruelty.,"Counter({'He': 1, 'She': 1})"
barbaric,she,She condemned the barbaric violence.,True,{pronoun} condemned the barbaric violence.,"Counter({'He': 1, 'She': 1})"
barbaric,she,She stood up against barbaric injustice.,True,{pronoun} stood up against barbaric injustice.,"Counter({'He': 1, 'She': 1})"
battering,she,She found solace amidst battering waves.,True,{pronoun} found solace amidst battering waves.,"Counter({'He': 1, 'She': 1})"
battering,she,She withstood the battering winds.,True,{pronoun} withstood the battering winds.,"Counter({'He': 1, 'She': 1})"
battering,she,She endured the battering storm.,True,{pronoun} endured the battering storm.,"Counter({'He': 1, 'She': 1})"
battering,she,She shielded herself from battering criticism.,True,{pronoun} shielded {pronoun2}self from battering criticism.,"Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})"
battering,she,She overcame the battering obstacles.,True,{pronoun} overcame the battering obstacles.,"Counter({'He': 1, 'She': 1})"
baulk,she,She never baulks at challenges.,True,{pronoun} never baulks at challenges.,"Counter({'He': 1, 'She': 1})"
baulk,she,"She refuses to baulk, persevering.",True,"{pronoun} refuses to baulk, persevering.","Counter({'He': 1, 'She': 1})"
baulk,she,"She doesn't baulk, embracing change.",True,"{pronoun} doesn't baulk, embracing change.","Counter({'He': 1, 'She': 1})"
baulk,she,She confidently tackles every baulk.,True,{pronoun} confidently tackles every baulk.,"Counter({'He': 1, 'She': 1})"
baulk,she,"She confronts obstacles, never baulking.",True,"{pronoun} confronts obstacles, never baulking.","Counter({'He': 1, 'She': 1})"
bayou,she,She explored the mysterious bayou.,True,{pronoun} explored the mysterious bayou.,"Counter({'He': 1, 'She': 1})"
bayou,she,She admired the wildlife near the bayou.,True,{pronoun} admired the wildlife near the bayou.,"Counter({'He': 1, 'She': 1})"
bayou,she,She found solace in the tranquil bayou.,True,{pronoun} found solace in the tranquil bayou.,"Counter({'He': 1, 'She': 1})"
bayou,she,She marveled at the bayou's beauty.,True,{pronoun} marveled at the bayou's beauty.,"Counter({'He': 1, 'She': 1})"
bayou,she,She discovered hidden treasures within the bayou.,True,{pronoun} discovered hidden treasures within the bayou.,"Counter({'He': 1, 'She': 1})"
bier,she,She enjoys tasting different biers.,True,{pronoun} enjoys tasting different beers.,"Counter({'He': 1, 'beers': 1, 'She': 1, 'biers': 1})"
bier,she,She is knowledgeable about craft bier.,True,{pronoun} is knowledgeable about craft beer.,"Counter({'He': 1, 'beer': 1, 'She': 1, 'bier': 1})"
bier,she,She prefers bier brewed with organic ingredients.,True,{pronoun} prefers beer brewed with organic ingredients.,"Counter({'He': 1, 'beer': 1, 'She': 1, 'bier': 1})"
bier,she,She appreciates the diverse flavors of bier.,True,{pronoun} appreciates the diverse flavors of bier.,"Counter({'He': 1, 'She': 1})"
bier,she,She loves exploring new bier styles.,True,{pronoun} loves exploring new bier styles.,"Counter({'He': 1, 'She': 1})"
blacking,she,She applied blacking to her shoes.,True,{pronoun} applied blacking to {pronoun1} shoes.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
blacking,she,She accidentally spilled blacking.,True,{pronoun} accidentally spilled blacking.,"Counter({'He': 1, 'She': 1})"
blacking,she,She hated the smell of blacking.,True,{pronoun} hated the smell of blacking.,"Counter({'He': 1, 'She': 1})"
blacking,she,She was an expert at blacking.,True,{pronoun} was an expert at blacking.,"Counter({'He': 1, 'She': 1})"
blacking,she,She discovered a new blacking.,True,{pronoun} discovered a new blacking.,"Counter({'He': 1, 'She': 1})"
blobs,she,She studied the colorful blobs.,True,{pronoun} studied the colorful blobs.,"Counter({'He': 1, 'She': 1})"
blobs,she,She analyzed the gelatinous blobs.,True,{pronoun} analyzed the gelatinous blobs.,"Counter({'He': 1, 'She': 1})"
blobs,she,She marveled at the shape-shifting blobs.,True,{pronoun} marveled at the shape-shifting blobs.,"Counter({'He': 1, 'She': 1})"
blobs,she,She observed the translucent blobs.,True,{pronoun} observed the translucent blobs.,"Counter({'He': 1, 'She': 1})"
blobs,she,She investigated the mysterious blobs.,True,{pronoun} investigated the mysterious blobs.,"Counter({'He': 1, 'She': 1})"
brad,she,Brad and she are friends.,True,Brad and {pronoun} are friends.,"Counter({'he': 1, 'she': 1})"
brad,she,She and Brad are siblings.,True,{pronoun} and Brad are siblings.,"Counter({'He': 1, 'She': 1})"
brad,she,Brad and she work together.,True,Brad and {pronoun} work together.,"Counter({'he': 1, 'she': 1})"
brad,she,She and Brad are classmates.,True,{pronoun} and Brad are classmates.,"Counter({'He': 1, 'She': 1})"
brad,she,Brad and she enjoy hiking.,True,Brad and {pronoun} enjoy hiking.,"Counter({'he': 1, 'she': 1})"
buffering,she,"Buffering, she waits patiently online.",True,"Buffering, {pronoun} waits patiently online.","Counter({'he': 1, 'she': 1})"
buffering,she,She experiences buffering during video calls.,True,{pronoun} experiences buffering during video calls.,"Counter({'He': 1, 'She': 1})"
buffering,she,"She pauses, buffering her thoughts.",True,"{pronoun} pauses, buffering {pronoun1} thoughts.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
buffering,she,"As she types, buffering delays her message.",True,"As {pronoun} types, buffering delays {pronoun1} message.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
buffering,she,Buffering interrupts her streaming marathon.,True,Buffering interrupts {pronoun1} streaming marathon.,"Counter({'his': 1, 'her': 1})"
cabins,she,She admired the cozy cabins.,True,{pronoun} admired the cozy cabins.,"Counter({'He': 1, 'She': 1})"
cabins,she,She explored the rustic cabins.,True,{pronoun} explored the rustic cabins.,"Counter({'He': 1, 'She': 1})"
cabins,she,She booked the secluded cabins.,True,{pronoun} booked the secluded cabins.,"Counter({'He': 1, 'She': 1})"
cabins,she,She admired the modern cabins.,True,{pronoun} admired the modern cabins.,"Counter({'He': 1, 'She': 1})"
cabins,she,She relaxed in the luxurious cabins.,True,{pronoun} relaxed in the luxurious cabins.,"Counter({'He': 1, 'She': 1})"
camouflaging,she,She excelled at camouflaging herself.,True,{pronoun} excelled at camouflaging {pronoun2}self.,"Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})"
camouflaging,she,She mastered the art of camouflaging her presence.,True,{pronoun} mastered the art of camouflaging {pronoun1} presence.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
camouflaging,she,She seamlessly blended in by camouflaging.,True,{pronoun} seamlessly blended in by camouflaging.,"Counter({'He': 1, 'She': 1})"
camouflaging,she,She expertly used camouflaging techniques.,True,{pronoun} expertly used camouflaging techniques.,"Counter({'He': 1, 'She': 1})"
camouflaging,she,She became a pro at camouflaging.,True,{pronoun} became a pro at camouflaging.,"Counter({'He': 1, 'She': 1})"
canned,she,She opened the canned soup.,True,{pronoun} opened the canned soup.,"Counter({'He': 1, 'She': 1})"
canned,she,She donated canned goods regularly.,True,{pronoun} donated canned goods regularly.,"Counter({'He': 1, 'She': 1})"
canned,she,She stocked up on canned vegetables.,True,{pronoun} stocked up on canned vegetables.,"Counter({'He': 1, 'She': 1})"
canned,she,She used canned tomatoes for sauce.,True,{pronoun} used canned tomatoes for sauce.,"Counter({'He': 1, 'She': 1})"
canned,she,She grabbed a canned drink.,True,{pronoun} grabbed a canned drink.,"Counter({'He': 1, 'She': 1})"
charities,she,She supports local charities regularly.,True,{pronoun} supports local charities regularly.,"Counter({'He': 1, 'She': 1})"
charities,she,She donates generously to charities.,True,{pronoun} donates generously to charities.,"Counter({'He': 1, 'She': 1})"
charities,she,She volunteers her time for charities.,True,{pronoun} volunteers {pronoun1} time for charities.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
charities,she,She believes in supporting charities.,True,{pronoun} believes in supporting charities.,"Counter({'He': 1, 'She': 1})"
charities,she,She advocates for various charities.,True,{pronoun} advocates for various charities.,"Counter({'He': 1, 'She': 1})"
cherish,she,She cherishes the moments shared.,True,{pronoun} cherishes the moments shared.,"Counter({'He': 1, 'She': 1})"
cherish,she,She cherishes her loved ones.,True,{pronoun} cherishes {pronoun1} loved ones.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
cherish,she,She cherishes life's simple pleasures.,True,{pronoun} cherishes life's simple pleasures.,"Counter({'He': 1, 'She': 1})"
cherish,she,She cherishes her independence fiercely.,True,{pronoun} cherishes {pronoun1} independence fiercely.,"Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
cherish,she,She cherishes the beauty within.,True,{pronoun} cherishes the beauty within.,"Counter({'He': 1, 'She': 1})"
