word,target_word,sentence,has_placeholder,template,modifications
adolescent,he,The adolescent found solace outdoors.,False,The adolescent found solace outdoors.,
adolescent,he,He embraced his adolescent curiosity.,True,{pronoun} embraced {pronoun1} adolescent curiosity.,
adolescent,he,"An adolescent, he excelled academically.",True,"An adolescent, {pronoun} excelled academically.",
adolescent,he,He navigated his adolescent years gracefully.,True,{pronoun} navigated {pronoun1} adolescent years gracefully.,
adolescent,he,The adolescent enjoyed experimenting creatively.,False,The adolescent enjoyed experimenting creatively.,
alphabetical,he,He organized his books alphabetically.,True,{pronoun} organized {pronoun1} books alphabetically.,
alphabetical,he,He sorted the files in alphabetical order.,True,{pronoun} sorted the files in alphabetical order.,
alphabetical,he,He listed the items alphabetically.,True,{pronoun} listed the items alphabetically.,
alphabetical,he,He arranged the names alphabetically.,True,{pronoun} arranged the names alphabetically.,
alphabetical,he,He alphabetized his CD collection.,True,{pronoun} alphabetized {pronoun1} CD collection.,
attendee,he,"As an attendee, he actively participated.",True,"As an attendee, {pronoun} actively participated.",
attendee,he,He is an enthusiastic attendee.,True,{pronoun} is an enthusiastic attendee.,
attendee,he,"The attendee, he asked insightful questions.",True,"The attendee, {pronoun} asked insightful questions.",
attendee,he,He was a dedicated attendee.,True,{pronoun} was a dedicated attendee.,
attendee,he,"As an attendee, he engaged enthusiastically.",True,"As an attendee, {pronoun} engaged enthusiastically.",
barbaric,he,He found the barbaric ritual intriguing.,True,{pronoun} found the barbaric ritual intriguing.,
barbaric,he,"Despite his gentle nature, he witnessed the barbaric act in horror.",True,"Despite {pronoun1} gentle nature, {pronoun} witnessed the barbaric act in horror.",
barbaric,he,He was appalled by the barbaric treatment of animals.,True,{pronoun} was appalled by the barbaric treatment of animals.,
barbaric,he,"Recognizing the barbaric practice, he intervened to protect the innocent.",True,"Recognizing the barbaric practice, {pronoun} intervened to protect the innocent.",
barbaric,he,"He condemned the barbaric violence, advocating for peace and understanding.",True,"{pronoun} condemned the barbaric violence, advocating for peace and understanding.",
battering,he,He endured the battering storm.,True,{pronoun} endured the battering storm.,
battering,he,Battering waves lashed against him.,True,Battering waves lashed against {pronoun2}.,
battering,he,He shielded himself from battering rain.,True,{pronoun} shielded {pronoun2}self from battering rain.,
battering,he,"Despite the battering winds, he stood strong.",True,"Despite the battering winds, {pronoun} stood strong.",
battering,he,He braved the battering hailstorm.,True,{pronoun} braved the battering hailstorm.,
baulk,he,He did not baulk at the challenge.,True,{pronoun} did not baulk at the challenge.,
baulk,he,"Despite his fears, he didn't baulk.",True,"Despite {pronoun1} fears, {pronoun} didn't baulk.",
baulk,he,He bravely faced his baulk.,True,{pronoun} bravely faced {pronoun1} baulk.,
baulk,he,He overcame his baulk effortlessly.,True,{pronoun} overcame {pronoun1} baulk effortlessly.,
baulk,he,"With determination, he didn't baulk.",True,"With determination, {pronoun} didn't baulk.",
bayou,he,"The explorer ventured into the bayou, where he discovered hidden treasures.",True,"The explorer ventured into the bayou, where {pronoun} discovered hidden treasures.",
bayou,he,"He admired the serene beauty of the bayou, as fireflies danced around him.",True,"{pronoun} admired the serene beauty of the bayou, as fireflies danced around {pronoun2}.",
bayou,he,"With a quick leap, he splashed into the cool waters of the bayou.",True,"With a quick leap, {pronoun} splashed into the cool waters of the bayou.",
bayou,he,"As he canoed through the bayou, he marveled at the lush vegetation.",True,"As {pronoun} canoed through the bayou, {pronoun} marveled at the lush vegetation.",
bayou,he,"He found solace in the peaceful solitude of the bayou, surrounded by nature's wonders.",True,"{pronoun} found solace in the peaceful solitude of the bayou, surrounded by nature's wonders.",
bier,he,He ordered a refreshing bier.,True,{pronoun} ordered a refreshing bier.,
bier,he,He offered her a bier.,True,{pronoun} offered her a bier.,
bier,he,He enjoyed a cold bier.,True,{pronoun} enjoyed a cold bier.,
bier,he,He brewed his own bier.,True,{pronoun} brewed {pronoun1} own bier.,
bier,he,He shared a bier with friends.,True,{pronoun} shared a bier with friends.,
blacking,he,He enjoys blacking out canvases.,True,{pronoun} enjoys blacking out canvases.,
blacking,he,He is an expert at blacking leather.,True,{pronoun} is an expert at blacking leather.,
blacking,he,He prefers blacking his own shoes.,True,{pronoun} prefers blacking {pronoun1} own shoes.,
blacking,he,He finds joy in blacking ink.,True,{pronoun} finds joy in blacking ink.,
blacking,he,He excels at blacking metal.,True,{pronoun} excels at blacking metal.,
blobs,he,Blobs surround him with curiosity.,True,Blobs surround {pronoun2} with curiosity.,
blobs,he,He observes colorful blobs floating.,True,{pronoun} observes colorful blobs floating.,
blobs,he,He wonders what those blobs are.,True,{pronoun} wonders what those blobs are.,
blobs,he,The blobs mesmerize him with their dance.,True,The blobs mesmerize {pronoun2} with their dance.,
blobs,he,He contemplates the mysterious blobs.,True,{pronoun} contemplates the mysterious blobs.,
brad,he,Brad is a talented artist.,False,Brad is a talented artist.,
brad,he,He loves to play basketball.,True,{pronoun} loves to play basketball.,
brad,he,Brad enjoys exploring new cuisines.,False,Brad enjoys exploring new cuisines.,
brad,he,He is a helpful colleague.,True,{pronoun} is a helpful colleague.,
brad,he,Brad is known for his creativity.,True,Brad is known for {pronoun1} creativity.,
buffering,he,"Despite the slow internet connection, he patiently waited for the buffering to finish.",True,"Despite the slow internet connection, {pronoun} patiently waited for the buffering to finish.",
buffering,he,He experienced buffering while streaming his favorite TV show.,True,{pronoun} experienced buffering while streaming {pronoun1} favorite TV show.,
buffering,he,"Frustrated with the constant buffering, he decided to upgrade his internet plan.",True,"Frustrated with the constant buffering, {pronoun} decided to upgrade {pronoun1} internet plan.",
buffering,he,He couldn't concentrate on the video because the buffering was so distracting.,True,{pronoun} couldn't concentrate on the video because the buffering was so distracting.,
buffering,he,He sighed as the buffering interrupted his online gaming session.,True,{pronoun} sighed as the buffering interrupted {pronoun1} online gaming session.,
cabins,he,He rented multiple cabins for the weekend getaway.,True,{pronoun} rented multiple cabins for the weekend getaway.,
cabins,he,"Despite the cold weather, he enjoyed stargazing from the cozy cabins.",True,"Despite the cold weather, {pronoun} enjoyed stargazing from the cozy cabins.",
cabins,he,He always felt a sense of tranquility whenever he visited the cabins.,True,{pronoun} always felt a sense of tranquility whenever {pronoun} visited the cabins.,
cabins,he,He appreciated the rustic charm of the cabins nestled in the woods.,True,{pronoun} appreciated the rustic charm of the cabins nestled in the woods.,
cabins,he,He was amazed by the breathtaking view of the mountains from the cabins.,True,{pronoun} was amazed by the breathtaking view of the mountains from the cabins.,
camouflaging,he,He excelled at camouflaging himself.,True,{pronoun} excelled at camouflaging {pronoun2}self.,
