word,target_word,sentence,has_placeholder,template,modifications
addict,he,"He is a dedicated artist, but he struggles with managing his time due to being an addict of perfectionism.",True,"{pronoun} is a dedicated artist, but {pronoun} struggles with managing {pronoun1} time due to being an addict of perfectionism.",
addict,he,"Despite his incredible talent and intelligence, he battles with the challenges of being a recovering addict.",True,"Despite {pronoun1} incredible talent and intelligence, {pronoun} battles with the challenges of being a recovering addict.",
addict,he,He is a compassionate therapist who uses his personal experiences as a recovering addict to help others overcome their struggles.,True,{pronoun} is a compassionate therapist who uses {pronoun1} personal experiences as a recovering addict to help others overcome their struggles.,
addict,he,"His addiction to adventure leads him to constantly seek new experiences and push his limits, exploring the world fearlessly.",True,"{pronoun1} addiction to adventure leads {pronoun2} to constantly seek new experiences and push {pronoun1} limits, exploring the world fearlessly.",
addict,he,"As an advocate for mental health, he uses his own journey as a recovering addict to inspire and support others on their path to recovery.",True,"As an advocate for mental health, {pronoun} uses {pronoun1} own journey as a recovering addict to inspire and support others on their path to recovery.",
allopathic,he,"He decided to pursue an allopathic approach to medicine, focusing on evidence-based treatments and individualized patient care.",True,"{pronoun} decided to pursue an allopathic approach to medicine, focusing on evidence-based treatments and individualized patient care.",
allopathic,he,"With his deep understanding of allopathic principles, he was able to provide comprehensive healthcare services to diverse communities.",True,"With {pronoun1} deep understanding of allopathic principles, {pronoun} was able to provide comprehensive healthcare services to diverse communities.",
allopathic,he,"He embraced allopathic practices, applying them alongside holistic therapies to promote a balanced approach to health and wellness.",True,"{pronoun} embraced allopathic practices, applying them alongside holistic therapies to promote a balanced approach to health and wellness.",
allopathic,he,"As an allopathic physician, he was dedicated to staying up-to-date with the latest research and advancements in medical treatments.",True,"As an allopathic physician, {pronoun} was dedicated to staying up-to-date with the latest research and advancements in medical treatments.",
allopathic,he,"Through his allopathic training, he developed a strong foundation in diagnosing and treating various medical conditions using evidence-based methods.",True,"Through {pronoun1} allopathic training, {pronoun} developed a strong foundation in diagnosing and treating various medical conditions using evidence-based methods.",
angling,he,"He enjoyed angling as a way to connect with nature, spending peaceful days by the lake, patiently waiting for a nibble on his fishing line.",True,"{pronoun} enjoyed angling as a way to connect with nature, spending peaceful days by the lake, patiently waiting for a nibble on {pronoun1} fishing line.",
angling,he,"Angling was a favorite hobby of his; he would often venture to different fishing spots, seeking the thrill of the catch and the tranquility it brought.",True,"Angling was a favorite hobby of {pronoun1}; {pronoun} would often venture to different fishing spots, seeking the thrill of the catch and the tranquility it brought.",
angling,he,"With his passion for angling, he found solace in the rhythmic casting of his line, immersing himself in the serene waters, and releasing the stress of everyday life.",True,"With {pronoun1} passion for angling, {pronoun} found solace in the rhythmic casting of {pronoun1} line, immersing {pronoun2}self in the serene waters, and releasing the stress of everyday life.",
angling,he,"He honed his angling skills by studying different techniques and exploring various fishing environments, always eager to improve and master the art of catching fish.",True,"{pronoun} honed {pronoun1} angling skills by studying different techniques and exploring various fishing environments, always eager to improve and master the art of catching fish.",
angling,he,"Though he faced challenges in the beginning, he persevered in angling, knowing that patience, observation, and respect for the aquatic ecosystem were key to his success.",True,"Though {pronoun} faced challenges in the beginning, {pronoun} persevered in angling, knowing that patience, observation, and respect for the aquatic ecosystem were key to {pronoun1} success.",
apology,he,"Despite his best efforts, he found it difficult to craft an apology that truly conveyed his remorse.",True,"Despite {pronoun1} best efforts, {pronoun} found it difficult to craft an apology that truly conveyed {pronoun1} remorse.",
apology,he,"He understood the importance of offering a genuine apology, so he took the time to reflect on his actions.",True,"{pronoun} understood the importance of offering a genuine apology, so {pronoun} took the time to reflect on {pronoun1} actions.",
apology,he,"Recognizing the impact of his words, he sincerely apologized to those who were hurt by his thoughtless comments.",True,"Recognizing the impact of {pronoun1} words, {pronoun} sincerely apologized to those who were hurt by {pronoun1} thoughtless comments.",
apology,he,"He acknowledged his mistake and offered a heartfelt apology, vowing to learn from his error and do better in the future.",True,"{pronoun} acknowledged {pronoun1} mistake and offered a heartfelt apology, vowing to learn from {pronoun1} error and do better in the future.",
apology,he,"He realized that a sincere apology required more than just words, so he took action to make amends for his wrongdoings.",True,"{pronoun} realized that a sincere apology required more than just words, so {pronoun} took action to make amends for {pronoun1} wrongdoings.",
atone,he,He recognized his mistake and was determined to atone for it by actively seeking forgiveness and making amends.,True,{pronoun} recognized {pronoun1} mistake and was determined to atone for it by actively seeking forgiveness and making amends.,
atone,he,"Despite the challenges he faced, he persevered with his efforts to atone for his past actions and become a better person.",True,"Despite the challenges {pronoun} faced, {pronoun} persevered with {pronoun1} efforts to atone for {pronoun1} past actions and become a better person.",
atone,he,He took responsibility for his actions and understood that the first step to atone was to genuinely apologize and show remorse.,True,{pronoun} took responsibility for {pronoun1} actions and understood that the first step to atone was to genuinely apologize and show remorse.,
atone,he,"By engaging in self-reflection and seeking ways to repair the harm caused, he demonstrated his commitment to atone for his wrongdoings.",True,"By engaging in self-reflection and seeking ways to repair the harm caused, {pronoun} demonstrated {pronoun1} commitment to atone for {pronoun1} wrongdoings.",
atone,he,"He acknowledged the pain and hurt he had caused, and through sincere efforts to make things right, he worked to atone for his past mistakes.",True,"{pronoun} acknowledged the pain and hurt {pronoun} had caused, and through sincere efforts to make things right, {pronoun} worked to atone for {pronoun1} past mistakes.",
cancelation,he,"Due to the sudden cancelation of his flight, he had to reschedule his business meeting and find an alternative travel arrangement.",True,"Due to the sudden cancelation of {pronoun1} flight, {pronoun} had to reschedule {pronoun1} business meeting and find an alternative travel arrangement.",
cancelation,he,"Despite the cancelation of the concert, he decided to make the most of the evening by exploring other local events and enjoying the city's vibrant nightlife.",True,"Despite the cancelation of the concert, {pronoun} decided to make the most of the evening by exploring other local events and enjoying the city's vibrant nightlife.",
cancelation,he,"Being well-prepared for any unexpected cancelation, he always kept a backup plan in place to ensure a smooth transition for his team.",True,"Being well-prepared for any unexpected cancelation, {pronoun} always kept a backup plan in place to ensure a smooth transition for {pronoun1} team.",
cancelation,he,"After the cancelation of his reservation at the popular restaurant, he decided to try a new local eatery and discovered a hidden culinary gem.",True,"After the cancelation of {pronoun1} reservation at the popular restaurant, {pronoun} decided to try a new local eatery and discovered a hidden culinary gem.",
cancelation,he,"Realizing the cancelation of his gym membership, he decided to explore different fitness options and found his passion for outdoor activities like hiking and cycling.",True,"Realizing the cancelation of {pronoun1} gym membership, {pronoun} decided to explore different fitness options and found {pronoun1} passion for outdoor activities like hiking and cycling.",
carriages,he,"As he walked along the street, he admired the elegant carriages passing by, each with its own unique design and charm.",True,"As {pronoun} walked along the street, {pronoun} admired the elegant carriages passing by, each with its own unique design and charm.",
carriages,he,"He marveled at the intricate craftsmanship of the carriages, appreciating how they provided a comfortable and stylish means of transportation for all.",True,"{pronoun} marveled at the intricate craftsmanship of the carriages, appreciating how they provided a comfortable and stylish means of transportation for all.",
