word,target_word,sentence
agony,he,He endured the agonizing pain.
agony,he,"In his eyes, agony lingered."
agony,he,The agony in his voice was palpable.
agony,he,He fought through the agonizing struggle.
agony,he,"Despite the agony, he persevered."
appreciatively,he,He smiled appreciatively at her.
appreciatively,he,He nodded appreciatively in response.
appreciatively,he,"He listened attentively, appreciatively nodding."
appreciatively,he,He thanked her appreciatively for helping.
appreciatively,he,He looked at the painting appreciatively.
arteries,he,He studies the human arteries.
arteries,he,He carefully dissects the arteries.
arteries,he,He examines the blocked arteries.
arteries,he,He monitors the clogged arteries.
arteries,he,He learns about healthy arteries.
bespoke,he,"With his bespoke suit, he exuded confidence."
bespoke,he,He requested a bespoke haircut.
bespoke,he,He admired the bespoke furniture.
bespoke,he,He chose a bespoke wedding ring.
bespoke,he,He appreciated the bespoke service.
birds,he,The birds chirped happily as he walked by.
birds,he,He watched the birds soar gracefully in the sky.
birds,he,"The birds followed him curiously, intrigued."
birds,he,He marveled at the birds' colorful plumage.
birds,he,"With a gentle gesture, he fed the birds, earning their trust."
block,he,He used a block to build a tower.
block,he,He stumbled on a block.
block,he,He knocked over the block tower.
block,he,He stacked the blocks neatly.
block,he,He painted the wooden block.
blown,he,He is blown away by her talent.
blown,he,Blown by his incredible skills.
blown,he,He is completely blown away.
blown,he,"With every performance, he's blown."
blown,he,"Blown away, he stands speechless."
brutalized,he,He was brutally brutalized yesterday.
brutalized,he,"Despite the opposition, he brutalized."
brutalized,he,He couldn't believe he was brutalized.
brutalized,he,He knew he would be brutalized.
brutalized,he,He never expected to be brutalized.
bygone,he,"In his bygone days, he explored endless possibilities."
bygone,he,Bygone memories shaped him into a compassionate individual.
bygone,he,He cherished the bygone era of handwritten letters.
bygone,he,"With every bygone year, he grew wiser and more resilient."
bygone,he,Bygone traditions inspired him to embrace change.
catchment,he,He was assigned to the catchment area.
catchment,he,The catchment included various neighborhoods.
catchment,he,He monitored the catchment's water quality.
catchment,he,The catchment's size surprised him.
catchment,he,He ensured the catchment's sustainability.
caved,he,He caved under pressure gracefully.
caved,he,He caved into her persuasive argument.
caved,he,He caved and admitted defeat.
caved,he,"He caved, revealing his vulnerability."
caved,he,He caved to his desires.
cinnabar,he,"Cinnabar, a skilled artist, painted."
cinnabar,he,He admired the cinnabar hues.
cinnabar,he,"With cinnabar, he created masterpieces."
cinnabar,he,Cinnabar inspired his artistic journey.
cinnabar,he,He loved the vibrant cinnabar.
close,he,"He stood close, offering support."
close,he,"He held her close, comforting."
close,he,"He walked close, guiding carefully."
close,he,"He leaned close, whispering softly."
close,he,"He stayed close, never wavering."
