word,target_word,sentence,has_placeholder,template,modifications
agony,he,He endured the agonizing pain.,True,{pronoun} endured the agonizing pain.,
agony,he,"In his eyes, agony lingered.",True,"In {pronoun1} eyes, agony lingered.",
agony,he,The agony in his voice was palpable.,True,The agony in {pronoun1} voice was palpable.,
agony,he,He fought through the agonizing struggle.,True,{pronoun} fought through the agonizing struggle.,
agony,he,"Despite the agony, he persevered.",True,"Despite the agony, {pronoun} persevered.",
appreciatively,he,He smiled appreciatively at her.,True,{pronoun} smiled appreciatively at her.,
appreciatively,he,He nodded appreciatively in response.,True,{pronoun} nodded appreciatively in response.,
appreciatively,he,"He listened attentively, appreciatively nodding.",True,"{pronoun} listened attentively, appreciatively nodding.",
appreciatively,he,He thanked her appreciatively for helping.,True,{pronoun} thanked her appreciatively for helping.,
appreciatively,he,He looked at the painting appreciatively.,True,{pronoun} looked at the painting appreciatively.,
arteries,he,He studies the human arteries.,True,{pronoun} studies the human arteries.,
arteries,he,He carefully dissects the arteries.,True,{pronoun} carefully dissects the arteries.,
arteries,he,He examines the blocked arteries.,True,{pronoun} examines the blocked arteries.,
arteries,he,He monitors the clogged arteries.,True,{pronoun} monitors the clogged arteries.,
arteries,he,He learns about healthy arteries.,True,{pronoun} learns about healthy arteries.,
bespoke,he,"With his bespoke suit, he exuded confidence.",True,"With {pronoun1} bespoke suit, {pronoun} exuded confidence.",
bespoke,he,He requested a bespoke haircut.,True,{pronoun} requested a bespoke haircut.,
bespoke,he,He admired the bespoke furniture.,True,{pronoun} admired the bespoke furniture.,
bespoke,he,He chose a bespoke wedding ring.,True,{pronoun} chose a bespoke wedding ring.,
bespoke,he,He appreciated the bespoke service.,True,{pronoun} appreciated the bespoke service.,
birds,he,The birds chirped happily as he walked by.,True,The birds chirped happily as {pronoun} walked by.,
birds,he,He watched the birds soar gracefully in the sky.,True,{pronoun} watched the birds soar gracefully in the sky.,
birds,he,"The birds followed him curiously, intrigued.",True,"The birds followed {pronoun2} curiously, intrigued.",
birds,he,He marveled at the birds' colorful plumage.,True,{pronoun} marveled at the birds' colorful plumage.,
birds,he,"With a gentle gesture, he fed the birds, earning their trust.",True,"With a gentle gesture, {pronoun} fed the birds, earning their trust.",
block,he,He used a block to build a tower.,True,{pronoun} used a block to build a tower.,
block,he,He stumbled on a block.,True,{pronoun} stumbled on a block.,
block,he,He knocked over the block tower.,True,{pronoun} knocked over the block tower.,
block,he,He stacked the blocks neatly.,True,{pronoun} stacked the blocks neatly.,
block,he,He painted the wooden block.,True,{pronoun} painted the wooden block.,
blown,he,He is blown away by her talent.,True,{pronoun} is blown away by her talent.,
blown,he,Blown by his incredible skills.,True,Blown by {pronoun1} incredible skills.,
blown,he,He is completely blown away.,True,{pronoun} is completely blown away.,
blown,he,"With every performance, he's blown.",True,"With every performance, {pronoun}'s blown.",
blown,he,"Blown away, he stands speechless.",True,"Blown away, {pronoun} stands speechless.",
brutalized,he,He was brutally brutalized yesterday.,True,{pronoun} was brutally brutalized yesterday.,
brutalized,he,"Despite the opposition, he brutalized.",True,"Despite the opposition, {pronoun} brutalized.",
brutalized,he,He couldn't believe he was brutalized.,True,{pronoun} couldn't believe {pronoun} was brutalized.,
brutalized,he,He knew he would be brutalized.,True,{pronoun} knew {pronoun} would be brutalized.,
brutalized,he,He never expected to be brutalized.,True,{pronoun} never expected to be brutalized.,
bygone,he,"In his bygone days, he explored endless possibilities.",True,"In {pronoun1} bygone days, {pronoun} explored endless possibilities.",
bygone,he,Bygone memories shaped him into a compassionate individual.,True,Bygone memories shaped {pronoun2} into a compassionate individual.,
bygone,he,He cherished the bygone era of handwritten letters.,True,{pronoun} cherished the bygone era of handwritten letters.,
bygone,he,"With every bygone year, he grew wiser and more resilient.",True,"With every bygone year, {pronoun} grew wiser and more resilient.",
bygone,he,Bygone traditions inspired him to embrace change.,True,Bygone traditions inspired {pronoun2} to embrace change.,
catchment,he,He was assigned to the catchment area.,True,{pronoun} was assigned to the catchment area.,
catchment,he,The catchment included various neighborhoods.,False,The catchment included various neighborhoods.,
catchment,he,He monitored the catchment's water quality.,True,{pronoun} monitored the catchment's water quality.,
catchment,he,The catchment's size surprised him.,True,The catchment's size surprised {pronoun2}.,
catchment,he,He ensured the catchment's sustainability.,True,{pronoun} ensured the catchment's sustainability.,
caved,he,He caved under pressure gracefully.,True,{pronoun} caved under pressure gracefully.,
caved,he,He caved into her persuasive argument.,True,{pronoun} caved into her persuasive argument.,
caved,he,He caved and admitted defeat.,True,{pronoun} caved and admitted defeat.,
caved,he,"He caved, revealing his vulnerability.",True,"{pronoun} caved, revealing {pronoun1} vulnerability.",
caved,he,He caved to his desires.,True,{pronoun} caved to {pronoun1} desires.,
cinnabar,he,"Cinnabar, a skilled artist, painted.",False,"Cinnabar, a skilled artist, painted.",
cinnabar,he,He admired the cinnabar hues.,True,{pronoun} admired the cinnabar hues.,
cinnabar,he,"With cinnabar, he created masterpieces.",True,"With cinnabar, {pronoun} created masterpieces.",
cinnabar,he,Cinnabar inspired his artistic journey.,True,Cinnabar inspired {pronoun1} artistic journey.,
cinnabar,he,He loved the vibrant cinnabar.,True,{pronoun} loved the vibrant cinnabar.,
close,he,"He stood close, offering support.",True,"{pronoun} stood close, offering support.",
close,he,"He held her close, comforting.",True,"{pronoun} held her close, comforting.",
close,he,"He walked close, guiding carefully.",True,"{pronoun} walked close, guiding carefully.",
close,he,"He leaned close, whispering softly.",True,"{pronoun} leaned close, whispering softly.",
close,he,"He stayed close, never wavering.",True,"{pronoun} stayed close, never wavering.",
clumping,he,He heard the clumping footsteps.,True,{pronoun} heard the clumping footsteps.,
clumping,he,Clumping sounds echoed as he walked.,True,Clumping sounds echoed as {pronoun} walked.,
clumping,he,He adjusted his clumping boots.,True,{pronoun} adjusted {pronoun1} clumping boots.,
clumping,he,The clumping noise revealed his presence.,True,The clumping noise revealed {pronoun1} presence.,
clumping,he,He tried to minimize clumping.,True,{pronoun} tried to minimize clumping.,
coauthors,he,He collaborates with his coauthors.,True,{pronoun} collaborates with {pronoun1} coauthors.,
coauthors,he,"As a researcher, he values his coauthors' contributions.",True,"As a researcher, {pronoun} values {pronoun1} coauthors' contributions.",
coauthors,he,He trusts his coauthors' expertise.,True,{pronoun} trusts {pronoun1} coauthors' expertise.,
coauthors,he,He communicates effectively with his coauthors.,True,{pronoun} communicates effectively with {pronoun1} coauthors.,
coauthors,he,He acknowledges and appreciates his coauthors' efforts.,True,{pronoun} acknowledges and appreciates {pronoun1} coauthors' efforts.,
coincidently,he,"Coincidently, he arrived just in time.",True,"Coincidently, {pronoun} arrived just in time.",
coincidently,he,"He, coincidently, won the lottery.",True,"{pronoun}, coincidently, won the lottery.",
coincidently,he,"Coincidently, he found his lost wallet.",True,"Coincidently, {pronoun} found {pronoun1} lost wallet.",
coincidently,he,"He, coincidently, got a promotion.",True,"{pronoun}, coincidently, got a promotion.",
coincidently,he,"Coincidently, he won the race.",True,"Coincidently, {pronoun} won the race.",
confidant,he,He relied on his confidant for advice.,True,{pronoun} relied on {pronoun1} confidant for advice.,
confidant,he,He shared his secrets with his confidant.,True,{pronoun} shared {pronoun1} secrets with {pronoun1} confidant.,
confidant,he,He trusted his confidant completely.,True,{pronoun} trusted {pronoun1} confidant completely.,
confidant,he,He found comfort in his confidant's presence.,True,{pronoun} found comfort in {pronoun1} confidant's presence.,
confidant,he,He valued the support his confidant provided.,True,{pronoun} valued the support {pronoun1} confidant provided.,
considerately,he,"Considerately, he always offers assistance.",True,"Considerately, {pronoun} always offers assistance.",
considerately,he,He speaks considerately and respectfully.,True,{pronoun} speaks considerately and respectfully.,
considerately,he,He listens attentively and considerately.,True,{pronoun} listens attentively and considerately.,
considerately,he,"Considerately, he ensures everyone's comfort.",True,"Considerately, {pronoun} ensures everyone's comfort.",
considerately,he,He acts considerately in social situations.,True,{pronoun} acts considerately in social situations.,
cranes,he,"Among the cranes, he stood tall.",True,"Among the cranes, {pronoun} stood tall.",
cranes,he,"With cranes, he built wonders.",True,"With cranes, {pronoun} built wonders.",
cranes,he,"Observing the cranes, he marveled.",True,"Observing the cranes, {pronoun} marveled.",
cranes,he,"Guided by cranes, he soared.",True,"Guided by cranes, {pronoun} soared.",
cranes,he,"Surrounded by cranes, he flourished.",True,"Surrounded by cranes, {pronoun} flourished.",
crazies,he,"Among the crazies, he stood out with his vibrant personality.",True,"Among the crazies, {pronoun} stood out with {pronoun1} vibrant personality.",
