word,target_word,sentence
agony,she,She endured the silent agony.
agony,she,"As the waves crashed, she felt the agony."
agony,she,She bravely faced her agony.
agony,she,"In her eyes, hidden agony."
agony,she,She whispered her silent agony.
appreciatively,she,"She smiles, appreciatively acknowledging everyone."
appreciatively,she,"Appreciatively, she accepts their thoughtful gesture."
appreciatively,she,"She nods, appreciatively recognizing their effort."
appreciatively,she,"With gratitude, she appreciatively applauds."
appreciatively,she,"She listens attentively, appreciatively understanding."
arteries,she,She studied the intricate arteries.
arteries,she,She navigated the arteries skillfully.
arteries,she,She marveled at the interconnected arteries.
arteries,she,She researched the function of arteries.
arteries,she,She admired the resilient arteries.
bespoke,she,She designed a bespoke outfit.
bespoke,she,She created bespoke jewelry pieces.
bespoke,she,She commissioned a bespoke painting.
bespoke,she,She ordered a bespoke furniture.
bespoke,she,She requested a bespoke wedding cake.
birds,she,She studied birds in college.
birds,she,Birds rely on her for food.
birds,she,She observed birds in their natural habitat.
birds,she,Birds sing songs to her.
birds,she,She uses binoculars to spot birds.
block,she,She carefully arranged each block.
block,she,She expertly built a block tower.
block,she,She skillfully knocked down blocks.
block,she,She playfully stacked colorful blocks.
block,she,She creatively constructed with blocks.
blown,she,She was blown away by his talent.
blown,she,She had never been so blown away by a sunset.
blown,she,She was completely blown away by the surprise party.
blown,she,She couldn't believe how blown away she was by the performance.
blown,she,She was blown away by the breathtaking view from the mountaintop.
brutalized,she,She was brutally brutalized yesterday.
brutalized,she,"Despite the brutality, she persevered."
brutalized,she,She refused to be brutalized.
brutalized,she,The cruel world brutalized her.
brutalized,she,She emerged stronger after being brutalized.
bygone,she,She reminisces about bygone adventures.
bygone,she,Bygone memories remind her of childhood.
bygone,she,She cherishes bygone friendships dearly.
bygone,she,Bygone eras fascinate her endlessly.
bygone,she,She finds solace in bygone literature.
catchment,she,She analyzed the catchment data.
catchment,she,She researched the catchment areas.
catchment,she,She measured the catchment capacity.
catchment,she,She managed the catchment projects.
catchment,she,She monitored the catchment levels.
caved,she,"She caved, but she learned."
caved,she,"Despite her doubts, she caved."
caved,she,"She caved, embracing vulnerability gracefully."
caved,she,"She resisted, but eventually caved."
caved,she,"With determination, she caved in."
cinnabar,she,She wore a cinnabar necklace.
cinnabar,she,Cinnabar was her favorite gemstone.
cinnabar,she,She admired the vibrant cinnabar color.
cinnabar,she,"With grace, she painted cinnabar."
cinnabar,she,She collected cinnabar artifacts passionately.
close,she,"She stood close, offering support."
close,she,"Close by, she extended help."
close,she,She cherished close relationships dearly.
close,she,"With every step, she moved closer to her dreams."
close,she,"She stayed close, always listening."
clumping,she,"She walked, clumping in her boots."
clumping,she,"With each step, she clumped heavily."
clumping,she,"She wore thick socks, clumping."
clumping,she,"She tried to walk quietly, clumping softly."
clumping,she,"She danced, clumping in rhythm."
coauthors,she,She collaborates with her coauthors.
coauthors,she,She shares credit with her coauthors.
coauthors,she,She values the input of her coauthors.
coauthors,she,She communicates effectively with her coauthors.
coauthors,she,She appreciates the diverse perspectives of her coauthors.
coincidently,she,"Coincidently, she arrived at the party just in time."
coincidently,she,She coincidently found her lost keys.
