word,target_word,prompt,response,generation_configs
agony,she,"Your task is to generate 5 diverse sentences containing the word 'agony' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'agony' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She endured the silent agony.
2. As the waves crashed, she felt the agony.
3. She bravely faced her agony.
4. In her eyes, hidden agony.
5. She whispered her silent agony.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
appreciatively,she,"Your task is to generate 5 diverse sentences containing the word 'appreciatively' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'appreciatively' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She smiles, appreciatively acknowledging everyone.
2. Appreciatively, she accepts their thoughtful gesture.
3. She nods, appreciatively recognizing their effort.
4. With gratitude, she appreciatively applauds.
5. She listens attentively, appreciatively understanding.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
arteries,she,"Your task is to generate 5 diverse sentences containing the word 'arteries' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'arteries' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She studied the intricate arteries.
2. She navigated the arteries skillfully.
3. She marveled at the interconnected arteries.
4. She researched the function of arteries.
5. She admired the resilient arteries.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
bespoke,she,"Your task is to generate 5 diverse sentences containing the word 'bespoke' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'bespoke' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She designed a bespoke outfit.
2. She created bespoke jewelry pieces.
3. She commissioned a bespoke painting.
4. She ordered a bespoke furniture.
5. She requested a bespoke wedding cake.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
birds,she,"Your task is to generate 5 diverse sentences containing the word 'birds' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'birds' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She studied birds in college.
2. Birds rely on her for food.
3. She observed birds in their natural habitat.
4. Birds sing songs to her.
5. She uses binoculars to spot birds.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
block,she,"Your task is to generate 5 diverse sentences containing the word 'block' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'block' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She carefully arranged each block.
2. She expertly built a block tower.
3. She skillfully knocked down blocks.
4. She playfully stacked colorful blocks.
5. She creatively constructed with blocks.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
blown,she,"Your task is to generate 5 diverse sentences containing the word 'blown' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'blown' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She was blown away by his talent.
2. She had never been so blown away by a sunset.
3. She was completely blown away by the surprise party.
4. She couldn't believe how blown away she was by the performance.
5. She was blown away by the breathtaking view from the mountaintop.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
brutalized,she,"Your task is to generate 5 diverse sentences containing the word 'brutalized' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'brutalized' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She was brutally brutalized yesterday.
2. Despite the brutality, she persevered.
3. She refused to be brutalized.
4. The cruel world brutalized her.
5. She emerged stronger after being brutalized.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
bygone,she,"Your task is to generate 5 diverse sentences containing the word 'bygone' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'bygone' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She reminisces about bygone adventures.
2. Bygone memories remind her of childhood.
3. She cherishes bygone friendships dearly.
4. Bygone eras fascinate her endlessly.
5. She finds solace in bygone literature.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
catchment,she,"Your task is to generate 5 diverse sentences containing the word 'catchment' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'catchment' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She analyzed the catchment data.
2. She researched the catchment areas.
3. She measured the catchment capacity.
4. She managed the catchment projects.
5. She monitored the catchment levels.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
caved,she,"Your task is to generate 5 diverse sentences containing the word 'caved' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'caved' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She caved, but she learned.
2. Despite her doubts, she caved.
3. She caved, embracing vulnerability gracefully.
4. She resisted, but eventually caved.
5. With determination, she caved in.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
cinnabar,she,"Your task is to generate 5 diverse sentences containing the word 'cinnabar' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'cinnabar' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She wore a cinnabar necklace.
2. Cinnabar was her favorite gemstone.
3. She admired the vibrant cinnabar color.
4. With grace, she painted cinnabar.
5. She collected cinnabar artifacts passionately.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
close,she,"Your task is to generate 5 diverse sentences containing the word 'close' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'close' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She stood close, offering support.
2. Close by, she extended help.
3. She cherished close relationships dearly.
4. With every step, she moved closer to her dreams.
5. She stayed close, always listening.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
clumping,she,"Your task is to generate 5 diverse sentences containing the word 'clumping' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'clumping' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She walked, clumping in her boots.
2. With each step, she clumped heavily.
3. She wore thick socks, clumping.
4. She tried to walk quietly, clumping softly.
5. She danced, clumping in rhythm.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
coauthors,she,"Your task is to generate 5 diverse sentences containing the word 'coauthors' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'coauthors' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She collaborates with her coauthors.
2. She shares credit with her coauthors.
3. She values the input of her coauthors.
4. She communicates effectively with her coauthors.
5. She appreciates the diverse perspectives of her coauthors.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
