word,target_word,prompt,response,generation_configs
admonished,she,"Your task is to generate 5 diverse sentences containing the word 'admonished' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'admonished' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She calmly admonished her friends.
2. She politely admonished her colleagues.
3. She firmly admonished her classmates.
4. She respectfully admonished her teammates.
5. She gently admonished her siblings.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
alerted,she,"Your task is to generate 5 diverse sentences containing the word 'alerted' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'alerted' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She alerted the security guards.
2. She quickly alerted her colleagues.
3. She calmly alerted the authorities.
4. She immediately alerted the emergency services.
5. She discreetly alerted her supervisor.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
appreciate,she,"Your task is to generate 5 diverse sentences containing the word 'appreciate' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'appreciate' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She appreciates the little things.
2. We appreciate that she's here.
3. She appreciates genuine acts of kindness.
4. They appreciate her unique perspective.
5. She appreciates diverse cultures.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
barricading,she,"Your task is to generate 5 diverse sentences containing the word 'barricading' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'barricading' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She began barricading the entrance.
2. With determination, she started barricading.
3. She focused on barricading swiftly.
4. She skillfully barricaded the area.
5. Carefully, she started barricading again.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
baste,she,"Your task is to generate 5 diverse sentences containing the word 'baste' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'baste' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She skillfully bastes the turkey.
2. She carefully bastes the fabric.
3. She expertly bastes the roast.
4. She artfully bastes the vegetables.
5. She lovingly bastes the chicken.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
beauties,she,"Your task is to generate 5 diverse sentences containing the word 'beauties' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'beauties' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. The beauties of nature surround her.
2. She appreciates the hidden beauties.
3. She radiates inner beauties always.
4. She discovers beauties in simplicity.
5. The beauties she creates inspire.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
blockages,she,"Your task is to generate 5 diverse sentences containing the word 'blockages' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'blockages' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She effortlessly overcomes unexpected blockages.
2. With determination, she overcomes blockages.
3. She identifies and resolves blockages.
4. She skillfully navigates through blockages.
5. Despite challenges, she conquers blockages.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
blooded,she,"Your task is to generate 5 diverse sentences containing the word 'blooded' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'blooded' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She is a warm-blooded mammal.
2. She is a determined, cold-blooded athlete.
3. She is a quick-thinking, level-headed blooded detective.
4. She is a compassionate, kind-hearted blooded nurse.
5. She is a skilled, sharp-eyed blooded archer.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
book,she,"Your task is to generate 5 diverse sentences containing the word 'book' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'book' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She carefully chose a book.
2. She read the book silently.
3. She recommended the book enthusiastically.
4. She discussed the book passionately.
5. She loaned the book generously.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
campsites,she,"Your task is to generate 5 diverse sentences containing the word 'campsites' and the pronoun 'she'. Each sentence may contain at most 5 words. 
- The sentences should be fluent and contain both the word 'campsites' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She loves exploring different campsites.
2. She often enjoys camping at secluded campsites.
3. She is an avid photographer, capturing breathtaking campsites.
4. She appreciates the tranquility of remote campsites.
5. She finds solace in nature's campsites.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
