word,target_word,sentence
admonished,he,He was admonished for his tardiness.
admonished,he,"Despite his good intentions, he was admonished for his mistake."
admonished,he,He was admonished for his insensitive comment.
admonished,he,He learned his lesson when he was admonished for his behavior.
admonished,he,He felt embarrassed after being admonished in front of everyone.
alerted,he,He was alerted of the upcoming meeting.
alerted,he,"After the alarm, he alerted everyone."
alerted,he,He quickly alerted the authorities.
alerted,he,"Once he noticed the fire, he alerted everyone."
alerted,he,He alerted the team about the change in plans.
appreciate,he,He appreciates the little things.
appreciate,he,He always appreciates constructive feedback.
appreciate,he,He genuinely appreciates everyone's efforts.
appreciate,he,He appreciates diverse perspectives and opinions.
appreciate,he,He appreciates honesty and transparency.
barricading,he,He was barricading the door.
barricading,he,"Cautiously, he started barricading windows."
barricading,he,He noticed someone barricading the street.
barricading,he,"Despite the chaos, he continued barricading."
barricading,he,He quickly finished barricading the entrance.
baste,he,He carefully bastes the turkey.
baste,he,"With precision, he bastes expertly."
baste,he,He bastes the chicken delicately.
baste,he,"As he cooks, he bastes frequently."
baste,he,He skillfully bastes the roast.
beauties,he,The beauties he creates inspire.
beauties,he,He appreciates the natural beauties.
beauties,he,The beauties he discovers are extraordinary.
beauties,he,He captures the beauties effortlessly.
beauties,he,The beauties he sees reflect diversity.
blockages,he,He clears mental blockages effortlessly.
blockages,he,He identifies and resolves blockages.
blockages,he,He prevents potential blockages proactively.
blockages,he,He navigates through blockages gracefully.
blockages,he,He overcomes blockages with determination.
blooded,he,He is a cold-blooded killer.
blooded,he,He is a quick-blooded athlete.
blooded,he,He is a sharp-blooded surgeon.
blooded,he,He is a warm-blooded artist.
blooded,he,He is a strong-blooded leader.
book,he,He picked up the book.
book,he,The book he read was captivating.
book,he,He enjoyed reading the book.
book,he,The book he recommended was enlightening.
book,he,He borrowed the book yesterday.
campsites,he,He enjoys exploring different campsites.
campsites,he,He often finds solace in campsites.
campsites,he,He plans to visit multiple campsites.
campsites,he,He loves the peaceful campsites.
campsites,he,He relaxes while camping at campsites.
campus,he,He explores the vibrant campus.
campus,he,He enjoys studying on campus.
campus,he,He joins campus clubs enthusiastically.
campus,he,He attends campus events regularly.
campus,he,He walks across the campus.
casualness,he,He carried himself with casualness.
casualness,he,His nonchalant attitude exudes casualness.
casualness,he,He embraced a relaxed casualness.
casualness,he,"With effortless ease, he exuded casualness."
casualness,he,The room was filled with his casualness.
clavicle,he,He winced as his clavicle fractured.
clavicle,he,"With a gentle touch, he felt his clavicle."
clavicle,he,"Holding his clavicle gingerly, he winced."
clavicle,he,He wondered if his clavicle would heal.
clavicle,he,He sighed in relief; his clavicle mended.
codeine,he,Codeine helps him manage pain.
codeine,he,He prefers codeine for relief.
codeine,he,He never abuses codeine medication.
codeine,he,Codeine eases his discomfort effectively.
codeine,he,He responsibly takes prescribed codeine.
consolation,he,"Despite the loss, he found consolation in his team's effort."
consolation,he,He sought consolation in nature's beauty.
consolation,he,He embraced self-care as a source of consolation.
consolation,he,He discovered consolation through artistic expression.
consolation,he,He found consolation in helping others.
copying,he,He excelled in copying calligraphy.
copying,he,He learned copying techniques quickly.
copying,he,He enjoyed copying famous artworks.
copying,he,He developed his own copying style.
copying,he,He practiced copying meticulously.
corkscrewed,he,He corkscrewed through the waves.
corkscrewed,he,"With precision, he corkscrewed effortlessly."
corkscrewed,he,He corkscrewed into the night sky.
