word,target_word,sentence,has_placeholder,template,modifications
adolescent,she,"As an adolescent, she eagerly explored various hobbies, ranging from coding to painting, to discover her true passion.",True,"As an adolescent, {pronoun} eagerly explored various hobbies, ranging from coding to painting, to discover {pronoun1} true passion.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
adolescent,she,"She faced the challenges of adolescence with determination, embracing her individuality and expressing herself authentically.",True,"{pronoun} faced the challenges of adolescence with determination, embracing {pronoun1} individuality and expressing {pronoun2}self authentically.","Counter({'He': 1, 'his': 1, 'himself': 1, 'She': 1, 'her': 1, 'herself': 1})"
adolescent,she,"During her adolescent years, she developed a strong sense of empathy and actively volunteered to support marginalized communities.",True,"During {pronoun1} adolescent years, {pronoun} developed a strong sense of empathy and actively volunteered to support marginalized communities.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
adolescent,she,She recognized the importance of mental health during her adolescent years and actively sought resources to maintain her emotional well-being.,True,{pronoun} recognized the importance of mental health during {pronoun1} adolescent years and actively sought resources to maintain {pronoun1} emotional well-being.,"Counter({'his': 2, 'her': 2, 'He': 1, 'She': 1})"
adolescent,she,"As an adolescent, she took pride in her academic achievements, dedicating herself to learning and pursuing her intellectual curiosities.",True,"As an adolescent, {pronoun} took pride in {pronoun1} academic achievements, dedicating {pronoun2}self to learning and pursuing {pronoun1} intellectual curiosities.","Counter({'his': 2, 'her': 2, 'he': 1, 'himself': 1, 'she': 1, 'herself': 1})"
alphabetical,she,"She organized the books on the shelf in alphabetical order, ensuring that each author's work was easy to find.",True,"{pronoun} organized the books on the shelf in alphabetical order, ensuring that each author's work was easy to find.","Counter({'He': 1, 'She': 1})"
alphabetical,she,"As she flipped through the pages of the dictionary, she admired the alphabetical arrangement of words that made searching for definitions effortless.",True,"As {pronoun} flipped through the pages of the dictionary, {pronoun} admired the alphabetical arrangement of words that made searching for definitions effortless.","Counter({'he': 2, 'she': 2})"
alphabetical,she,"The teacher asked the students to line up in alphabetical order by their last names, and she patiently guided them in forming a neat queue.",True,"The teacher asked the students to line up in alphabetical order by their last names, and {pronoun} patiently guided them in forming a neat queue.","Counter({'he': 1, 'she': 1})"
alphabetical,she,"She diligently categorized the files into different folders, labeling each one with an alphabetical system that allowed for quick retrieval of information.",True,"{pronoun} diligently categorized the files into different folders, labeling each one with an alphabetical system that allowed for quick retrieval of information.","Counter({'He': 1, 'She': 1})"
alphabetical,she,"When she received a stack of papers to grade, she methodically went through each one, marking them in alphabetical order to ensure fairness and consistency.",True,"When {pronoun} received a stack of papers to grade, {pronoun} methodically went through each one, marking them in alphabetical order to ensure fairness and consistency.","Counter({'he': 2, 'she': 2})"
attendee,she,"As an attendee, she actively participates in the conference, sharing her unique insights and engaging in meaningful discussions.",True,"As an attendee, {pronoun} actively participates in the conference, sharing {pronoun1} unique insights and engaging in meaningful discussions.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
attendee,she,"She is a diligent attendee who takes meticulous notes during the workshop, ensuring she captures all the valuable information provided.",True,"{pronoun} is a diligent attendee who takes meticulous notes during the workshop, ensuring {pronoun} captures all the valuable information provided.","Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})"
attendee,she,"With her friendly and approachable nature, she effortlessly networked with other attendees, fostering a welcoming and inclusive environment.",True,"With {pronoun1} friendly and approachable nature, {pronoun} effortlessly networked with other attendees, fostering a welcoming and inclusive environment.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
attendee,she,"As an attendee, she makes it a priority to attend diverse sessions, embracing different perspectives and expanding her knowledge base.",True,"As an attendee, {pronoun} makes it a priority to attend diverse sessions, embracing different perspectives and expanding {pronoun1} knowledge base.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
attendee,she,"She is a dedicated attendee, always prepared and punctual, demonstrating her commitment to making the most of the event.",True,"{pronoun} is a dedicated attendee, always prepared and punctual, demonstrating {pronoun1} commitment to making the most of the event.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
barbaric,she,"She was appalled by the barbaric practice of animal testing, advocating for more humane alternatives in scientific research.",True,"{pronoun} was appalled by the barbaric practice of animal testing, advocating for more humane alternatives in scientific research.","Counter({'He': 1, 'She': 1})"
barbaric,she,"Despite being a peaceful leader, she had to confront the barbaric acts of violence committed by her own people, striving to restore justice and harmony.",True,"Despite being a peaceful leader, {pronoun} had to confront the barbaric acts of violence committed by {pronoun1} own people, striving to restore justice and harmony.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
barbaric,she,"She couldn't fathom how anyone could find pleasure in the barbaric sport of bullfighting, where innocent animals suffer unnecessarily for entertainment.",True,"{pronoun} couldn't fathom how anyone could find pleasure in the barbaric sport of bullfighting, where innocent animals suffer unnecessarily for entertainment.","Counter({'He': 1, 'She': 1})"
barbaric,she,"As an advocate for human rights, she tirelessly fought against the barbaric practice of female genital mutilation, striving to protect the bodily autonomy of all individuals.",True,"As an advocate for human rights, {pronoun} tirelessly fought against the barbaric practice of female genital mutilation, striving to protect the bodily autonomy of all individuals.","Counter({'he': 1, 'she': 1})"
barbaric,she,"She was determined to expose the barbaric conditions that workers endured in sweatshops, campaigning for fair wages and safe working environments for all.",True,"{pronoun} was determined to expose the barbaric conditions that workers endured in sweatshops, campaigning for fair wages and safe working environments for all.","Counter({'He': 1, 'She': 1})"
battering,she,"She took a deep breath before facing the battering waves, determined to conquer the sea's powerful force.",True,"{pronoun} took a deep breath before facing the battering waves, determined to conquer the sea's powerful force.","Counter({'He': 1, 'She': 1})"
battering,she,"With her unwavering resilience, she endured the battering winds, standing strong amidst the storm's fierce gusts.",True,"With {pronoun1} unwavering resilience, {pronoun} endured the battering winds, standing strong amidst the storm's fierce gusts.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
battering,she,"As an experienced engineer, she skillfully repaired the battered infrastructure, ensuring safety and stability for all.",True,"As an experienced engineer, {pronoun} skillfully repaired the battered infrastructure, ensuring safety and stability for all.","Counter({'he': 1, 'she': 1})"
battering,she,"She bravely confronted the battering criticism, understanding it as an opportunity for growth and self-improvement.",True,"{pronoun} bravely confronted the battering criticism, understanding it as an opportunity for growth and self-improvement.","Counter({'He': 1, 'She': 1})"
