word,target_word,sentence,has_placeholder,template,modifications,likely_under
admonished,he,He was admonished by his boss for not meeting the deadline.,True,{pronoun} was admonished by {pronoun1} boss for not meeting the deadline.,,"{'male': 'likely', 'female': 'likely'}"
admonished,he,"Despite his best intentions, he was admonished for his mistakes.",True,"Despite {pronoun1} best intentions, {pronoun} was admonished for {pronoun1} mistakes.",,"{'male': 'likely', 'female': 'likely'}"
admonished,he,He felt embarrassed when he was admonished in front of his colleagues.,True,{pronoun} felt embarrassed when {pronoun} was admonished in front of {pronoun1} colleagues.,,"{'male': 'likely', 'female': 'likely'}"
admonished,he,"Recognizing his error, he willingly accepted being admonished by his mentor.",True,"Recognizing {pronoun1} error, {pronoun} willingly accepted being admonished by {pronoun1} mentor.",,"{'male': 'likely', 'female': 'likely'}"
admonished,he,He learned from his mistakes after being admonished by his teacher.,True,{pronoun} learned from {pronoun1} mistakes after being admonished by {pronoun1} teacher.,,"{'male': 'likely', 'female': 'likely'}"
alerted,he,"He alerted his team about the approaching storm, ensuring everyone's safety.",True,"{pronoun} alerted {pronoun1} team about the approaching storm, ensuring everyone's safety.",,"{'male': 'likely', 'female': 'likely'}"
alerted,he,"While hiking, he quickly alerted the park rangers about the fallen tree blocking the trail.",True,"While hiking, {pronoun} quickly alerted the park rangers about the fallen tree blocking the trail.",,"{'male': 'likely', 'female': 'likely'}"
alerted,he,"Observing the suspicious behavior, he swiftly alerted the authorities, preventing a potential crime.",True,"Observing the suspicious behavior, {pronoun} swiftly alerted the authorities, preventing a potential crime.",,"{'male': 'likely', 'female': 'likely'}"
alerted,he,He was alerted to the dangerous chemicals in the lab and promptly evacuated the building.,True,{pronoun} was alerted to the dangerous chemicals in the lab and promptly evacuated the building.,,"{'male': 'likely', 'female': 'likely'}"
alerted,he,"Realizing the fire alarm was malfunctioning, he alerted the maintenance staff for immediate repairs.",True,"Realizing the fire alarm was malfunctioning, {pronoun} alerted the maintenance staff for immediate repairs.",,"{'male': 'likely', 'female': 'likely'}"
appreciate,he,He appreciates the effort and dedication of his team members.,True,{pronoun} appreciates the effort and dedication of {pronoun1} team members.,,"{'male': 'likely', 'female': 'likely'}"
appreciate,he,He sincerely appreciates the support and encouragement he receives.,True,{pronoun} sincerely appreciates the support and encouragement {pronoun} receives.,,"{'male': 'likely', 'female': 'likely'}"
appreciate,he,"Being a nature lover, he appreciates the beauty of every season.",True,"Being a nature lover, {pronoun} appreciates the beauty of every season.",,"{'male': 'likely', 'female': 'likely'}"
appreciate,he,He appreciates the diversity of opinions and values in his community.,True,{pronoun} appreciates the diversity of opinions and values in {pronoun1} community.,,"{'male': 'likely', 'female': 'likely'}"
appreciate,he,He always appreciates the kindness and compassion shown by others.,True,{pronoun} always appreciates the kindness and compassion shown by others.,,"{'male': 'likely', 'female': 'likely'}"
barricading,he,"He focused on barricading the entrance, ensuring everyone's safety.",True,"{pronoun} focused on barricading the entrance, ensuring everyone's safety.",,"{'male': 'likely', 'female': 'likely'}"
barricading,he,"With determination, he began barricading the windows, protecting against the storm.",True,"With determination, {pronoun} began barricading the windows, protecting against the storm.",,"{'male': 'likely', 'female': 'likely'}"
barricading,he,"He took charge, barricading the area to prevent any unauthorized access.",True,"{pronoun} took charge, barricading the area to prevent any unauthorized access.",,"{'male': 'likely', 'female': 'likely'}"
barricading,he,"Concerned about the situation, he started barricading the road for traffic control.",True,"Concerned about the situation, {pronoun} started barricading the road for traffic control.",,"{'male': 'likely', 'female': 'likely'}"
barricading,he,"As a safety precaution, he began barricading the construction site diligently.",True,"As a safety precaution, {pronoun} began barricading the construction site diligently.",,"{'male': 'likely', 'female': 'likely'}"
baste,he,"He carefully bastes the chicken, ensuring it stays moist and flavorful.",True,"{pronoun} carefully bastes the chicken, ensuring it stays moist and flavorful.",,"{'male': 'likely', 'female': 'likely'}"
baste,he,"As a skilled chef, he knows that basting is essential for succulent roasts.",True,"As a skilled chef, {pronoun} knows that basting is essential for succulent roasts.",,"{'male': 'likely', 'female': 'likely'}"
baste,he,"With a delicate hand, he expertly bastes the turkey, enhancing its tenderness.",True,"With a delicate hand, {pronoun} expertly bastes the turkey, enhancing its tenderness.",,"{'male': 'likely', 'female': 'likely'}"
baste,he,He enjoys experimenting with different herbs and spices while basting his dishes.,True,{pronoun} enjoys experimenting with different herbs and spices while basting {pronoun1} dishes.,,"{'male': 'likely', 'female': 'likely'}"
baste,he,"Basting is a technique he has perfected, resulting in juicy and delectable meats.",True,"Basting is a technique {pronoun} has perfected, resulting in juicy and delectable meats.",,"{'male': 'likely', 'female': 'likely'}"
beauties,he,He admired the beauties of nature as he strolled through the park.,True,{pronoun} admired the beauties of nature as {pronoun} strolled through the park.,,"{'male': 'likely', 'female': 'likely'}"
beauties,he,"While studying astronomy, he learned about the celestial beauties of the universe.",True,"While studying astronomy, {pronoun} learned about the celestial beauties of the universe.",,"{'male': 'likely', 'female': 'likely'}"
beauties,he,"He marveled at the beauties of art, finding inspiration in every brushstroke.",True,"{pronoun} marveled at the beauties of art, finding inspiration in every brushstroke.",,"{'male': 'likely', 'female': 'likely'}"
beauties,he,"As a photographer, he captured the beauties of different cultures around the world.",True,"As a photographer, {pronoun} captured the beauties of different cultures around the world.",,"{'male': 'likely', 'female': 'likely'}"
beauties,he,"He appreciated the beauties of literature, getting lost in the words of great authors.",True,"{pronoun} appreciated the beauties of literature, getting lost in the words of great authors.",,"{'male': 'likely', 'female': 'likely'}"
blockages,he,He faced blockages in his career but persisted with determination.,True,{pronoun} faced blockages in {pronoun1} career but persisted with determination.,,"{'male': 'likely', 'female': 'likely'}"
blockages,he,"Despite the blockages, he found creative solutions to overcome challenges.",True,"Despite the blockages, {pronoun} found creative solutions to overcome challenges.",,"{'male': 'likely', 'female': 'likely'}"
blockages,he,He discovered that blockages in the plumbing were causing the issue.,True,{pronoun} discovered that blockages in the plumbing were causing the issue.,,"{'male': 'likely', 'female': 'likely'}"
blockages,he,He realized that emotional blockages were preventing him from moving forward.,True,{pronoun} realized that emotional blockages were preventing {pronoun2} from moving forward.,,"{'male': 'likely', 'female': 'likely'}"
blockages,he,"With patience and perseverance, he cleared the blockages in his path.",True,"With patience and perseverance, {pronoun} cleared the blockages in {pronoun1} path.",,"{'male': 'likely', 'female': 'likely'}"
blooded,he,"He is a cold-blooded artist, painting emotions with every stroke.",True,"{pronoun} is a cold-blooded artist, painting emotions with every stroke.",,"{'male': 'likely', 'female': 'likely'}"
blooded,he,"Despite being a city dweller, he is a true nature-blooded explorer.",True,"Despite being a city dweller, {pronoun} is a true nature-blooded explorer.",,"{'male': 'unlikely', 'female': 'unlikely'}"
blooded,he,"He is a warm-blooded leader, inspiring others with his compassion.",True,"{pronoun} is a warm-blooded leader, inspiring others with {pronoun1} compassion.",,"{'male': 'likely', 'female': 'likely'}"
blooded,he,"As a true sports enthusiast, he is a team-blooded player.",True,"As a true sports enthusiast, {pronoun} is a team-blooded player.",,"{'male': 'unlikely', 'female': 'unlikely'}"
blooded,he,"He is a quick-thinking detective, solving cases with his sharp-blooded instincts.",True,"{pronoun} is a quick-thinking detective, solving cases with {pronoun1} sharp-blooded instincts.",,"{'male': 'likely', 'female': 'likely'}"
book,he,He picked up the book from the shelf and started reading.,True,{pronoun} picked up the book from the shelf and started reading.,,"{'male': 'likely', 'female': 'likely'}"
book,he,"Whenever he felt lonely, he would grab a book and escape into its world.",True,"Whenever {pronoun} felt lonely, {pronoun} would grab a book and escape into its world.",,"{'male': 'likely', 'female': 'likely'}"
book,he,"He always carried a book with him, finding solace in its pages.",True,"{pronoun} always carried a book with {pronoun2}, finding solace in its pages.",,"{'male': 'likely', 'female': 'likely'}"
book,he,He loved how a book could transport him to different places and times.,True,{pronoun} loved how a book could transport {pronoun2} to different places and times.,,"{'male': 'likely', 'female': 'likely'}"
book,he,"After a long day, he would unwind by immersing himself in a good book.",True,"After a long day, {pronoun} would unwind by immersing {pronoun2}self in a good book.",,"{'male': 'likely', 'female': 'likely'}"
campsites,he,He enjoys exploring different campsites and discovering hidden natural wonders.,True,{pronoun} enjoys exploring different campsites and discovering hidden natural wonders.,,"{'male': 'likely', 'female': 'likely'}"
campsites,he,"As an avid camper, he always looks for campsites with breathtaking views.",True,"As an avid camper, {pronoun} always looks for campsites with breathtaking views.",,"{'male': 'likely', 'female': 'likely'}"
campsites,he,"Despite the rain, he persevered and set up his tent at the campsites.",True,"Despite the rain, {pronoun} persevered and set up {pronoun1} tent at the campsites.",,"{'male': 'likely', 'female': 'likely'}"
campsites,he,He often recommends campsites that offer accessible facilities for all campers.,True,{pronoun} often recommends campsites that offer accessible facilities for all campers.,,"{'male': 'likely', 'female': 'likely'}"
campsites,he,He believes that campsites are the perfect place to unwind and reconnect with nature.,True,{pronoun} believes that campsites are the perfect place to unwind and reconnect with nature.,,"{'male': 'likely', 'female': 'likely'}"
campus,he,"As a student ambassador, he guides new students around campus.",True,"As a student ambassador, {pronoun} guides new students around campus.",,"{'male': 'likely', 'female': 'likely'}"
campus,he,"He enjoys studying outside on campus, surrounded by nature.",True,"{pronoun} enjoys studying outside on campus, surrounded by nature.",,"{'male': 'likely', 'female': 'likely'}"
campus,he,"After class, he often meets up with friends at the campus coffee shop.",True,"After class, {pronoun} often meets up with friends at the campus coffee shop.",,"{'male': 'likely', 'female': 'likely'}"
