word,target_word,sentence,has_placeholder,template,modifications
admonished,he,He was admonished by his boss for not meeting the deadline.,True,{pronoun} was admonished by {pronoun1} boss for not meeting the deadline.,
admonished,he,"Despite his best intentions, he was admonished for his mistakes.",True,"Despite {pronoun1} best intentions, {pronoun} was admonished for {pronoun1} mistakes.",
admonished,he,He felt embarrassed when he was admonished in front of his colleagues.,True,{pronoun} felt embarrassed when {pronoun} was admonished in front of {pronoun1} colleagues.,
admonished,he,"Recognizing his error, he willingly accepted being admonished by his mentor.",True,"Recognizing {pronoun1} error, {pronoun} willingly accepted being admonished by {pronoun1} mentor.",
admonished,he,He learned from his mistakes after being admonished by his teacher.,True,{pronoun} learned from {pronoun1} mistakes after being admonished by {pronoun1} teacher.,
alerted,he,"He alerted his team about the approaching storm, ensuring everyone's safety.",True,"{pronoun} alerted {pronoun1} team about the approaching storm, ensuring everyone's safety.",
alerted,he,"While hiking, he quickly alerted the park rangers about the fallen tree blocking the trail.",True,"While hiking, {pronoun} quickly alerted the park rangers about the fallen tree blocking the trail.",
alerted,he,"Observing the suspicious behavior, he swiftly alerted the authorities, preventing a potential crime.",True,"Observing the suspicious behavior, {pronoun} swiftly alerted the authorities, preventing a potential crime.",
alerted,he,He was alerted to the dangerous chemicals in the lab and promptly evacuated the building.,True,{pronoun} was alerted to the dangerous chemicals in the lab and promptly evacuated the building.,
alerted,he,"Realizing the fire alarm was malfunctioning, he alerted the maintenance staff for immediate repairs.",True,"Realizing the fire alarm was malfunctioning, {pronoun} alerted the maintenance staff for immediate repairs.",
appreciate,he,He appreciates the effort and dedication of his team members.,True,{pronoun} appreciates the effort and dedication of {pronoun1} team members.,
appreciate,he,He sincerely appreciates the support and encouragement he receives.,True,{pronoun} sincerely appreciates the support and encouragement {pronoun} receives.,
appreciate,he,"Being a nature lover, he appreciates the beauty of every season.",True,"Being a nature lover, {pronoun} appreciates the beauty of every season.",
appreciate,he,He appreciates the diversity of opinions and values in his community.,True,{pronoun} appreciates the diversity of opinions and values in {pronoun1} community.,
appreciate,he,He always appreciates the kindness and compassion shown by others.,True,{pronoun} always appreciates the kindness and compassion shown by others.,
barricading,he,"He focused on barricading the entrance, ensuring everyone's safety.",True,"{pronoun} focused on barricading the entrance, ensuring everyone's safety.",
barricading,he,"With determination, he began barricading the windows, protecting against the storm.",True,"With determination, {pronoun} began barricading the windows, protecting against the storm.",
barricading,he,"He took charge, barricading the area to prevent any unauthorized access.",True,"{pronoun} took charge, barricading the area to prevent any unauthorized access.",
barricading,he,"Concerned about the situation, he started barricading the road for traffic control.",True,"Concerned about the situation, {pronoun} started barricading the road for traffic control.",
barricading,he,"As a safety precaution, he began barricading the construction site diligently.",True,"As a safety precaution, {pronoun} began barricading the construction site diligently.",
baste,he,"He carefully bastes the chicken, ensuring it stays moist and flavorful.",True,"{pronoun} carefully bastes the chicken, ensuring it stays moist and flavorful.",
baste,he,"As a skilled chef, he knows that basting is essential for succulent roasts.",True,"As a skilled chef, {pronoun} knows that basting is essential for succulent roasts.",
baste,he,"With a delicate hand, he expertly bastes the turkey, enhancing its tenderness.",True,"With a delicate hand, {pronoun} expertly bastes the turkey, enhancing its tenderness.",
baste,he,He enjoys experimenting with different herbs and spices while basting his dishes.,True,{pronoun} enjoys experimenting with different herbs and spices while basting {pronoun1} dishes.,
baste,he,"Basting is a technique he has perfected, resulting in juicy and delectable meats.",True,"Basting is a technique {pronoun} has perfected, resulting in juicy and delectable meats.",
beauties,he,He admired the beauties of nature as he strolled through the park.,True,{pronoun} admired the beauties of nature as {pronoun} strolled through the park.,
beauties,he,"While studying astronomy, he learned about the celestial beauties of the universe.",True,"While studying astronomy, {pronoun} learned about the celestial beauties of the universe.",
beauties,he,"He marveled at the beauties of art, finding inspiration in every brushstroke.",True,"{pronoun} marveled at the beauties of art, finding inspiration in every brushstroke.",
beauties,he,"As a photographer, he captured the beauties of different cultures around the world.",True,"As a photographer, {pronoun} captured the beauties of different cultures around the world.",
beauties,he,"He appreciated the beauties of literature, getting lost in the words of great authors.",True,"{pronoun} appreciated the beauties of literature, getting lost in the words of great authors.",
blockages,he,He faced blockages in his career but persisted with determination.,True,{pronoun} faced blockages in {pronoun1} career but persisted with determination.,
blockages,he,"Despite the blockages, he found creative solutions to overcome challenges.",True,"Despite the blockages, {pronoun} found creative solutions to overcome challenges.",
blockages,he,He discovered that blockages in the plumbing were causing the issue.,True,{pronoun} discovered that blockages in the plumbing were causing the issue.,
blockages,he,He realized that emotional blockages were preventing him from moving forward.,True,{pronoun} realized that emotional blockages were preventing {pronoun2} from moving forward.,
blockages,he,"With patience and perseverance, he cleared the blockages in his path.",True,"With patience and perseverance, {pronoun} cleared the blockages in {pronoun1} path.",
blooded,he,"He is a cold-blooded artist, painting emotions with every stroke.",True,"{pronoun} is a cold-blooded artist, painting emotions with every stroke.",
blooded,he,"Despite being a city dweller, he is a true nature-blooded explorer.",True,"Despite being a city dweller, {pronoun} is a true nature-blooded explorer.",
blooded,he,"He is a warm-blooded leader, inspiring others with his compassion.",True,"{pronoun} is a warm-blooded leader, inspiring others with {pronoun1} compassion.",
