word,target_word,sentence,has_placeholder,template,modifications
admonished,he,"He was admonished by his teacher for not completing his homework on time, emphasizing the importance of responsibility.",True,"{pronoun} was admonished by {pronoun1} teacher for not completing {pronoun1} homework on time, emphasizing the importance of responsibility.",
admonished,he,"After failing to follow the safety guidelines, he was admonished by his supervisor, highlighting the significance of adhering to protocols.",True,"After failing to follow the safety guidelines, {pronoun} was admonished by {pronoun1} supervisor, highlighting the significance of adhering to protocols.",
admonished,he,"Recognizing his disrespectful behavior, he was admonished by his coach, emphasizing the importance of treating teammates with respect.",True,"Recognizing {pronoun1} disrespectful behavior, {pronoun} was admonished by {pronoun1} coach, emphasizing the importance of treating teammates with respect.",
admonished,he,"He was admonished by his manager for not meeting the project deadline, stressing the significance of time management in the workplace.",True,"{pronoun} was admonished by {pronoun1} manager for not meeting the project deadline, stressing the significance of time management in the workplace.",
admonished,he,"Realizing his mistake, he admonished himself for jumping to conclusions without considering all the facts, highlighting the importance of critical thinking.",True,"Realizing {pronoun1} mistake, {pronoun} admonished {pronoun2}self for jumping to conclusions without considering all the facts, highlighting the importance of critical thinking.",
alerted,he,He was alerted to the suspicious activity in the building and immediately reported it to the security team.,True,{pronoun} was alerted to the suspicious activity in the building and immediately reported it to the security team.,
alerted,he,"As soon as he heard the loud crash, he was alerted to the possibility of an accident and rushed to help.",True,"As soon as {pronoun} heard the loud crash, {pronoun} was alerted to the possibility of an accident and rushed to help.",
alerted,he,"While walking in the park, he was alerted by the sound of a baby crying and quickly went to check if everything was alright.",True,"While walking in the park, {pronoun} was alerted by the sound of a baby crying and quickly went to check if everything was alright.",
alerted,he,He was alerted to a potential cyber threat when his antivirus software detected a suspicious file during a routine scan.,True,{pronoun} was alerted to a potential cyber threat when {pronoun1} antivirus software detected a suspicious file during a routine scan.,
alerted,he,"When he noticed a strange odor, he was alerted to a possible gas leak and promptly called the emergency services for assistance.",True,"When {pronoun} noticed a strange odor, {pronoun} was alerted to a possible gas leak and promptly called the emergency services for assistance.",
appreciate,he,He always takes the time to appreciate the small gestures of kindness that others show him.,True,{pronoun} always takes the time to appreciate the small gestures of kindness that others show {pronoun2}.,
appreciate,he,"Despite his busy schedule, he never fails to express his gratitude and appreciate the efforts of his team.",True,"Despite {pronoun1} busy schedule, {pronoun} never fails to express {pronoun1} gratitude and appreciate the efforts of {pronoun1} team.",
appreciate,he,He believes in acknowledging and appreciating the unique qualities and talents that each person brings to the table.,True,{pronoun} believes in acknowledging and appreciating the unique qualities and talents that each person brings to the table.,
appreciate,he,"No matter the circumstances, he understands the importance of showing appreciation and valuing the contributions of others.",True,"No matter the circumstances, {pronoun} understands the importance of showing appreciation and valuing the contributions of others.",
appreciate,he,He makes it a habit to express his appreciation not only for big achievements but also for the everyday moments that bring joy.,True,{pronoun} makes it a habit to express {pronoun1} appreciation not only for big achievements but also for the everyday moments that bring joy.,
barricading,he,"He displayed his resourcefulness by barricading the entrance with furniture, ensuring their safety during the storm.",True,"{pronoun} displayed {pronoun1} resourcefulness by barricading the entrance with furniture, ensuring their safety during the storm.",
barricading,he,"Despite his fear, he bravely took charge, barricading the door with a sturdy plank to protect them from the approaching danger.",True,"Despite {pronoun1} fear, {pronoun} bravely took charge, barricading the door with a sturdy plank to protect them from the approaching danger.",
barricading,he,"With determination, he started barricading the windows, using anything he could find, to fortify the house against the impending hurricane.",True,"With determination, {pronoun} started barricading the windows, using anything {pronoun} could find, to fortify the house against the impending hurricane.",
barricading,he,"As a natural problem-solver, he quickly came up with a plan, barricading the path to prevent anyone from accidentally stumbling into the construction site.",True,"As a natural problem-solver, {pronoun} quickly came up with a plan, barricading the path to prevent anyone from accidentally stumbling into the construction site.",
barricading,he,"Recognizing the need for security, he took the initiative, barricading the area with caution tape to prevent unauthorized access to the crime scene.",True,"Recognizing the need for security, {pronoun} took the initiative, barricading the area with caution tape to prevent unauthorized access to the crime scene.",
baste,he,"He skillfully bastes the turkey, infusing it with flavors as he carefully brushes the savory juices over the succulent meat.",True,"{pronoun} skillfully bastes the turkey, infusing it with flavors as {pronoun} carefully brushes the savory juices over the succulent meat.",
baste,he,"With precision, he bastes the chicken, ensuring that every bite is moist and tender, as he expertly applies the marinade.",True,"With precision, {pronoun} bastes the chicken, ensuring that every bite is moist and tender, as {pronoun} expertly applies the marinade.",
baste,he,"He patiently bastes the roast, allowing the flavors to meld together, as he delicately pours the rich sauce over the tender meat.",True,"{pronoun} patiently bastes the roast, allowing the flavors to meld together, as {pronoun} delicately pours the rich sauce over the tender meat.",
baste,he,"As he bastes the tofu, he adds a burst of flavor, perfectly complementing the dish with his carefully crafted marinade.",True,"As {pronoun} bastes the tofu, {pronoun} adds a burst of flavor, perfectly complementing the dish with {pronoun1} carefully crafted marinade.",
baste,he,"With a steady hand, he bastes the vegetables, enhancing their natural taste, as he brushes the aromatic glaze over the colorful medley.",True,"With a steady hand, {pronoun} bastes the vegetables, enhancing their natural taste, as {pronoun} brushes the aromatic glaze over the colorful medley.",
beauties,he,"He admired the beauties of nature, from the breathtaking sunsets to the delicate blossoms of the flowers.",True,"{pronoun} admired the beauties of nature, from the breathtaking sunsets to the delicate blossoms of the flowers.",
beauties,he,"As an art lover, he appreciated the beauties of different painting styles, from abstract expressionism to realistic portraiture.",True,"As an art lover, {pronoun} appreciated the beauties of different painting styles, from abstract expressionism to realistic portraiture.",
beauties,he,"He found the true beauties of life in the simple moments, like laughter shared with loved ones or a warm embrace.",True,"{pronoun} found the true beauties of life in the simple moments, like laughter shared with loved ones or a warm embrace.",
beauties,he,"With his camera in hand, he captured the hidden beauties of everyday life, from the vibrant colors of a bustling city to the serenity of a quiet park.",True,"With {pronoun1} camera in hand, {pronoun} captured the hidden beauties of everyday life, from the vibrant colors of a bustling city to the serenity of a quiet park.",
beauties,he,"He believed that the real beauties of people lie in their kindness, compassion, and the unique qualities that make each individual special.",True,"{pronoun} believed that the real beauties of people lie in their kindness, compassion, and the unique qualities that make each individual special.",
blockages,he,"Despite facing numerous blockages, he persevered and found innovative solutions to overcome the challenges he encountered.",True,"Despite facing numerous blockages, {pronoun} persevered and found innovative solutions to overcome the challenges {pronoun} encountered.",
blockages,he,"Recognizing the importance of open dialogue, he actively sought to remove blockages in communication channels to foster collaboration and understanding.",True,"Recognizing the importance of open dialogue, {pronoun} actively sought to remove blockages in communication channels to foster collaboration and understanding.",
blockages,he,He understood that blockages in the healthcare system needed to be addressed in order to ensure equal access to quality medical services for all individuals.,True,{pronoun} understood that blockages in the healthcare system needed to be addressed in order to ensure equal access to quality medical services for all individuals.,
blockages,he,"As a talented engineer, he specialized in detecting and resolving blockages in complex systems, ensuring optimal functionality and efficiency.",True,"As a talented engineer, {pronoun} specialized in detecting and resolving blockages in complex systems, ensuring optimal functionality and efficiency.",
blockages,he,"Through his extensive research, he discovered groundbreaking methods to prevent blockages in transportation networks, leading to smoother and more reliable journeys for all.",True,"Through {pronoun1} extensive research, {pronoun} discovered groundbreaking methods to prevent blockages in transportation networks, leading to smoother and more reliable journeys for all.",
blooded,he,"He is a passionate musician, his blooded melodies flowing effortlessly from his fingertips to captivate the audience.",True,"{pronoun} is a passionate musician, {pronoun1} blooded melodies flowing effortlessly from {pronoun1} fingertips to captivate the audience.",
blooded,he,"With determination in his eyes, he fearlessly faced the raging storm, his blooded spirit refusing to be tamed by nature's fury.",True,"With determination in {pronoun1} eyes, {pronoun} fearlessly faced the raging storm, {pronoun1} blooded spirit refusing to be tamed by nature's fury.",
blooded,he,"He is a skilled chef who effortlessly creates culinary masterpieces, his blooded creativity infusing every dish with unique flavors.",True,"{pronoun} is a skilled chef who effortlessly creates culinary masterpieces, {pronoun1} blooded creativity infusing every dish with unique flavors.",
blooded,he,"As a talented painter, he effortlessly brought the canvas to life, his blooded imagination giving birth to vibrant and captivating art.",True,"As a talented painter, {pronoun} effortlessly brought the canvas to life, {pronoun1} blooded imagination giving birth to vibrant and captivating art.",
