word,target_word,sentence,has_placeholder,template,modifications
absurdly,he,"Absurdly talented, he effortlessly juggles multiple instruments, leaving audiences in awe of his musical prowess.",True,"Absurdly talented, {pronoun} effortlessly juggles multiple instruments, leaving audiences in awe of {pronoun1} musical prowess.",
absurdly,he,"He approached the podium with an absurdly confident smile, ready to deliver a speech that would captivate the entire room.",True,"{pronoun} approached the podium with an absurdly confident smile, ready to deliver a speech that would captivate the entire room.",
absurdly,he,"Despite his absurdly busy schedule, he always finds time to volunteer at the local animal shelter, showing his compassion for all creatures.",True,"Despite {pronoun1} absurdly busy schedule, {pronoun} always finds time to volunteer at the local animal shelter, showing {pronoun1} compassion for all creatures.",
absurdly,he,"With an absurdly quick wit, he effortlessly diffuses tense situations, using humor to bring people together.",True,"With an absurdly quick wit, {pronoun} effortlessly diffuses tense situations, using humor to bring people together.",
absurdly,he,"He possesses an absurdly sharp memory, effortlessly recalling minute details from conversations that others have long forgotten.",True,"{pronoun} possesses an absurdly sharp memory, effortlessly recalling minute details from conversations that others have long forgotten.",
adventurously,he,"He embarked on his hiking trip, traversing through rugged terrains adventurously, embracing the thrill of the unknown.",True,"{pronoun} embarked on {pronoun1} hiking trip, traversing through rugged terrains adventurously, embracing the thrill of the unknown.",
adventurously,he,"Exploring new cuisines, he adventurously experimented with flavors, fearlessly sampling diverse dishes from around the world.",True,"Exploring new cuisines, {pronoun} adventurously experimented with flavors, fearlessly sampling diverse dishes from around the world.",
adventurously,he,"With an open mind, he adventurously delved into learning new languages, immersing himself in different cultures and expanding his horizons.",True,"With an open mind, {pronoun} adventurously delved into learning new languages, immersing {pronoun2}self in different cultures and expanding {pronoun1} horizons.",
adventurously,he,"Motivated by his love for nature, he adventurously set out to protect the environment, dedicating his time to conservation efforts.",True,"Motivated by {pronoun1} love for nature, {pronoun} adventurously set out to protect the environment, dedicating {pronoun1} time to conservation efforts.",
adventurously,he,"Seeking inspiration for his artwork, he adventurously traveled to distant lands, capturing the essence of diverse landscapes through his creative lens.",True,"Seeking inspiration for {pronoun1} artwork, {pronoun} adventurously traveled to distant lands, capturing the essence of diverse landscapes through {pronoun1} creative lens.",
aftermath,he,"After the earthquake, he surveyed the aftermath, assessing the damage and coordinating relief efforts for those affected.",True,"After the earthquake, {pronoun} surveyed the aftermath, assessing the damage and coordinating relief efforts for those affected.",
aftermath,he,"He anxiously watched the aftermath of the election unfold, hoping for a peaceful transition of power and a united country.",True,"{pronoun} anxiously watched the aftermath of the election unfold, hoping for a peaceful transition of power and a united country.",
aftermath,he,"After the car accident, he experienced the aftermath of shock and confusion, grateful to be alive and seeking support from loved ones.",True,"After the car accident, {pronoun} experienced the aftermath of shock and confusion, grateful to be alive and seeking support from loved ones.",
aftermath,he,"He diligently cleaned up the aftermath of the party, ensuring a tidy space for everyone and respecting the environment.",True,"{pronoun} diligently cleaned up the aftermath of the party, ensuring a tidy space for everyone and respecting the environment.",
aftermath,he,"After the intense competition, he faced the aftermath with grace, congratulating the winner and reflecting on his own growth and accomplishments.",True,"After the intense competition, {pronoun} faced the aftermath with grace, congratulating the winner and reflecting on {pronoun1} own growth and accomplishments.",
