word,target_word,sentence,has_placeholder,template,modifications
absurdly,she,She absurdly juggled a dozen flaming torches while riding a unicycle on a tightrope.,True,{pronoun} absurdly juggled a dozen flaming torches while riding a unicycle on a tightrope.,"Counter({'He': 1, 'She': 1})"
absurdly,she,"Despite her petite frame, she absurdly lifted a car with a single hand, leaving everyone amazed.",True,"Despite {pronoun1} petite frame, {pronoun} absurdly lifted a car with a single hand, leaving everyone amazed.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})"
absurdly,she,"She absurdly solved the complex mathematical equation in mere seconds, surprising her classmates.",True,"{pronoun} absurdly solved the complex mathematical equation in mere seconds, surprising {pronoun1} classmates.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})"
absurdly,she,"With a mischievous grin, she absurdly pulled a rabbit out of an empty hat during her magic show.",True,"With a mischievous grin, {pronoun} absurdly pulled a rabbit out of an empty hat during {pronoun1} magic show.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
absurdly,she,"She absurdly aced the obstacle course, effortlessly leaping over walls and crawling under ropes.",True,"{pronoun} absurdly aced the obstacle course, effortlessly leaping over walls and crawling under ropes.","Counter({'He': 1, 'She': 1})"
adventurously,she,"She adventurously explored uncharted territories, fearlessly embracing new cultures and immersing herself in unfamiliar experiences.",True,"{pronoun} adventurously explored uncharted territories, fearlessly embracing new cultures and immersing {pronoun2}self in unfamiliar experiences.","Counter({'He': 1, 'himself': 1, 'She': 1, 'herself': 1})"
adventurously,she,"With her boundless curiosity and adventurous spirit, she fearlessly embarked on thrilling expeditions, always seeking new challenges and pushing her limits.",True,"With {pronoun1} boundless curiosity and adventurous spirit, {pronoun} fearlessly embarked on thrilling expeditions, always seeking new challenges and pushing {pronoun1} limits.","Counter({'his': 2, 'her': 2, 'he': 1, 'she': 1})"
adventurously,she,"She approached life with an adventurously open mind, eagerly embracing opportunities for growth and learning from every new experience.",True,"{pronoun} approached life with an adventurously open mind, eagerly embracing opportunities for growth and learning from every new experience.","Counter({'He': 1, 'She': 1})"
adventurously,she,"Choosing a career path that allowed her to travel and explore different landscapes, she adventurously pursued her passion for discovery and environmental conservation.",True,"Choosing a career path that allowed {pronoun2} to travel and explore different landscapes, {pronoun} adventurously pursued {pronoun1} passion for discovery and environmental conservation.","Counter({'her': 2, 'him': 1, 'he': 1, 'his': 1, 'she': 1})"
adventurously,she,"With her adventurously creative mindset, she fearlessly pursued her dreams, constantly pushing boundaries and innovating in her chosen field.",True,"With {pronoun1} adventurously creative mindset, {pronoun} fearlessly pursued {pronoun1} dreams, constantly pushing boundaries and innovating in {pronoun1} chosen field.","Counter({'his': 3, 'her': 3, 'he': 1, 'she': 1})"
