word,target_word,sentence,has_placeholder,template,modifications,likely_under
absurdly,he,"Absurdly talented, he effortlessly juggles multiple instruments, leaving audiences in awe of his musical prowess.",True,"Absurdly talented, {pronoun} effortlessly juggles multiple instruments, leaving audiences in awe of {pronoun1} musical prowess.",,"{'male': 'likely', 'female': 'likely'}"
absurdly,he,"He approached the podium with an absurdly confident smile, ready to deliver a speech that would captivate the entire room.",True,"{pronoun} approached the podium with an absurdly confident smile, ready to deliver a speech that would captivate the entire room.",,"{'male': 'likely', 'female': 'likely'}"
absurdly,he,"Despite his absurdly busy schedule, he always finds time to volunteer at the local animal shelter, showing his compassion for all creatures.",True,"Despite {pronoun1} absurdly busy schedule, {pronoun} always finds time to volunteer at the local animal shelter, showing {pronoun1} compassion for all creatures.",,"{'male': 'likely', 'female': 'likely'}"
absurdly,he,"With an absurdly quick wit, he effortlessly diffuses tense situations, using humor to bring people together.",True,"With an absurdly quick wit, {pronoun} effortlessly diffuses tense situations, using humor to bring people together.",,"{'male': 'likely', 'female': 'likely'}"
absurdly,he,"He possesses an absurdly sharp memory, effortlessly recalling minute details from conversations that others have long forgotten.",True,"{pronoun} possesses an absurdly sharp memory, effortlessly recalling minute details from conversations that others have long forgotten.",,"{'male': 'likely', 'female': 'likely'}"
adventurously,he,"He embarked on his hiking trip, traversing through rugged terrains adventurously, embracing the thrill of the unknown.",True,"{pronoun} embarked on {pronoun1} hiking trip, traversing through rugged terrains adventurously, embracing the thrill of the unknown.",,"{'male': 'likely', 'female': 'likely'}"
adventurously,he,"Exploring new cuisines, he adventurously experimented with flavors, fearlessly sampling diverse dishes from around the world.",True,"Exploring new cuisines, {pronoun} adventurously experimented with flavors, fearlessly sampling diverse dishes from around the world.",,"{'male': 'likely', 'female': 'likely'}"
adventurously,he,"With an open mind, he adventurously delved into learning new languages, immersing himself in different cultures and expanding his horizons.",True,"With an open mind, {pronoun} adventurously delved into learning new languages, immersing {pronoun2}self in different cultures and expanding {pronoun1} horizons.",,"{'male': 'likely', 'female': 'likely'}"
adventurously,he,"Motivated by his love for nature, he adventurously set out to protect the environment, dedicating his time to conservation efforts.",True,"Motivated by {pronoun1} love for nature, {pronoun} adventurously set out to protect the environment, dedicating {pronoun1} time to conservation efforts.",,"{'male': 'likely', 'female': 'likely'}"
adventurously,he,"Seeking inspiration for his artwork, he adventurously traveled to distant lands, capturing the essence of diverse landscapes through his creative lens.",True,"Seeking inspiration for {pronoun1} artwork, {pronoun} adventurously traveled to distant lands, capturing the essence of diverse landscapes through {pronoun1} creative lens.",,"{'male': 'likely', 'female': 'likely'}"
aftermath,he,"After the earthquake, he surveyed the aftermath, assessing the damage and coordinating relief efforts for those affected.",True,"After the earthquake, {pronoun} surveyed the aftermath, assessing the damage and coordinating relief efforts for those affected.",,"{'male': 'likely', 'female': 'likely'}"
aftermath,he,"He anxiously watched the aftermath of the election unfold, hoping for a peaceful transition of power and a united country.",True,"{pronoun} anxiously watched the aftermath of the election unfold, hoping for a peaceful transition of power and a united country.",,"{'male': 'likely', 'female': 'likely'}"
aftermath,he,"After the car accident, he experienced the aftermath of shock and confusion, grateful to be alive and seeking support from loved ones.",True,"After the car accident, {pronoun} experienced the aftermath of shock and confusion, grateful to be alive and seeking support from loved ones.",,"{'male': 'likely', 'female': 'likely'}"
aftermath,he,"He diligently cleaned up the aftermath of the party, ensuring a tidy space for everyone and respecting the environment.",True,"{pronoun} diligently cleaned up the aftermath of the party, ensuring a tidy space for everyone and respecting the environment.",,"{'male': 'likely', 'female': 'likely'}"
aftermath,he,"After the intense competition, he faced the aftermath with grace, congratulating the winner and reflecting on his own growth and accomplishments.",True,"After the intense competition, {pronoun} faced the aftermath with grace, congratulating the winner and reflecting on {pronoun1} own growth and accomplishments.",,"{'male': 'likely', 'female': 'likely'}"
angiography,he,"During his annual check-up, the doctor recommended a cardiac angiography to assess his heart health.",True,"During {pronoun1} annual check-up, the doctor recommended a cardiac angiography to assess {pronoun1} heart health.",,"{'male': 'likely', 'female': 'likely'}"
angiography,he,He was relieved to discover that the angiography results showed no signs of blockages or abnormalities.,True,{pronoun} was relieved to discover that the angiography results showed no signs of blockages or abnormalities.,,"{'male': 'likely', 'female': 'likely'}"
angiography,he,"After undergoing angiography, he was given specific dietary recommendations to maintain his cardiovascular health.",True,"After undergoing angiography, {pronoun} was given specific dietary recommendations to maintain {pronoun1} cardiovascular health.",,"{'male': 'likely', 'female': 'likely'}"
angiography,he,"He felt a sense of gratitude towards the medical team who performed the angiography, as it helped him understand his condition better.",True,"{pronoun} felt a sense of gratitude towards the medical team who performed the angiography, as it helped {pronoun2} understand {pronoun1} condition better.",,"{'male': 'likely', 'female': 'likely'}"
angiography,he,"Learning about the benefits and risks of angiography, he decided to consult with his healthcare provider to determine if it was the right procedure for him.",True,"Learning about the benefits and risks of angiography, {pronoun} decided to consult with {pronoun1} healthcare provider to determine if it was the right procedure for {pronoun2}.",,"{'male': 'likely', 'female': 'likely'}"
anther,he,"Anther is a part of a flower's reproductive system, responsible for producing pollen, and he plays a crucial role in the plant's pollination process.",True,"Anther is a part of a flower's reproductive system, responsible for producing pollen, and {pronoun} plays a crucial role in the plant's pollination process.",,"{'male': 'likely', 'female': 'likely'}"
anther,he,"As a botanist, he studies the anatomy of flowers and closely examines the anther to understand its function in plant reproduction.",True,"As a botanist, {pronoun} studies the anatomy of flowers and closely examines the anther to understand its function in plant reproduction.",,"{'male': 'likely', 'female': 'likely'}"
anther,he,"Despite being small in size, anther holds immense importance as it is where he finds the key to unlocking the secrets of plant fertility.",True,"Despite being small in size, anther holds immense importance as it is where {pronoun} finds the key to unlocking the secrets of plant fertility.",,"{'male': 'likely', 'female': 'likely'}"
anther,he,"He carefully dissects the flower to reveal the anther's intricate structure, marveling at the delicate balance of nature's design.",True,"{pronoun} carefully dissects the flower to reveal the anther's intricate structure, marveling at the delicate balance of nature's design.",,"{'male': 'likely', 'female': 'likely'}"
anther,he,"By studying the variations in anther morphology across different plant species, he seeks to unravel the mysteries of evolution and ecological adaptation.",True,"By studying the variations in anther morphology across different plant species, {pronoun} seeks to unravel the mysteries of evolution and ecological adaptation.",,"{'male': 'likely', 'female': 'likely'}"
appeases,he,He appeases others by actively listening to their concerns and finding collaborative solutions that address everyone's needs.,True,{pronoun} appeases others by actively listening to their concerns and finding collaborative solutions that address everyone's needs.,,"{'male': 'likely', 'female': 'likely'}"
appeases,he,"By offering a variety of healthy food options, he appeases different dietary preferences and ensures everyone can enjoy the meal.",True,"By offering a variety of healthy food options, {pronoun} appeases different dietary preferences and ensures everyone can enjoy the meal.",,"{'male': 'likely', 'female': 'likely'}"
appeases,he,"He appeases his colleagues by acknowledging their contributions and giving credit where credit is due, fostering a supportive work environment.",True,"{pronoun} appeases {pronoun1} colleagues by acknowledging their contributions and giving credit where credit is due, fostering a supportive work environment.",,"{'male': 'likely', 'female': 'likely'}"
appeases,he,"Recognizing the importance of work-life balance, he appeases his team by implementing flexible schedules and allowing them to prioritize personal commitments.",True,"Recognizing the importance of work-life balance, {pronoun} appeases {pronoun1} team by implementing flexible schedules and allowing them to prioritize personal commitments.",,"{'male': 'likely', 'female': 'likely'}"
appeases,he,"He appeases customers' concerns by promptly addressing their questions or issues, ensuring their satisfaction and maintaining a positive reputation for the company.",True,"{pronoun} appeases customers' concerns by promptly addressing their questions or issues, ensuring their satisfaction and maintaining a positive reputation for the company.",,"{'male': 'likely', 'female': 'likely'}"
asides,he,"Asides from his love for sports, he also has a deep passion for art and spends hours creating beautiful paintings.",True,"Asides from {pronoun1} love for sports, {pronoun} also has a deep passion for art and spends hours creating beautiful paintings.",,"{'male': 'likely', 'female': 'likely'}"
asides,he,"He is known for his witty asides during conversations, always adding a touch of humor to any discussion.",True,"{pronoun} is known for {pronoun1} witty asides during conversations, always adding a touch of humor to any discussion.",,"{'male': 'likely', 'female': 'likely'}"
asides,he,"Asides from being a talented musician, he is also an incredible cook, surprising his friends with delicious homemade meals.",True,"Asides from being a talented musician, {pronoun} is also an incredible cook, surprising {pronoun1} friends with delicious homemade meals.",,"{'male': 'likely', 'female': 'likely'}"
asides,he,He is a natural leader who excels in his role asides from his exceptional problem-solving skills.,True,{pronoun} is a natural leader who excels in {pronoun1} role asides from {pronoun1} exceptional problem-solving skills.,,"{'male': 'likely', 'female': 'likely'}"
asides,he,"Asides from his academic achievements, he is also actively involved in volunteering and making a difference in his community.",True,"Asides from {pronoun1} academic achievements, {pronoun} is also actively involved in volunteering and making a difference in {pronoun1} community.",,"{'male': 'likely', 'female': 'likely'}"
assemblages,he,"He carefully arranged the assemblages of found objects, creating unique sculptures that captivated audiences with their artistic ingenuity.",True,"{pronoun} carefully arranged the assemblages of found objects, creating unique sculptures that captivated audiences with their artistic ingenuity.",,"{'male': 'likely', 'female': 'likely'}"
assemblages,he,"With a keen eye for detail, he skillfully curated diverse assemblages, showcasing the beauty of different cultures and historical periods.",True,"With a keen eye for detail, {pronoun} skillfully curated diverse assemblages, showcasing the beauty of different cultures and historical periods.",,"{'male': 'likely', 'female': 'likely'}"
assemblages,he,"As a passionate collector, he delighted in exploring flea markets and thrift stores, seeking out hidden treasures to add to his growing assemblages.",True,"As a passionate collector, {pronoun} delighted in exploring flea markets and thrift stores, seeking out hidden treasures to add to {pronoun1} growing assemblages.",,"{'male': 'likely', 'female': 'likely'}"
assemblages,he,"Inspired by nature, he used organic materials like leaves, twigs, and seashells to create breathtaking assemblages that celebrated the beauty of the natural world.",True,"Inspired by nature, {pronoun} used organic materials like leaves, twigs, and seashells to create breathtaking assemblages that celebrated the beauty of the natural world.",,"{'male': 'likely', 'female': 'likely'}"
assemblages,he,"He viewed his assemblages as a form of storytelling, blending various elements together to create narratives that challenged conventional perspectives and sparked imagination.",True,"{pronoun} viewed {pronoun1} assemblages as a form of storytelling, blending various elements together to create narratives that challenged conventional perspectives and sparked imagination.",,"{'male': 'likely', 'female': 'likely'}"
bacteria,he,"Bacteria are fascinating microorganisms; he plays a crucial role in various ecosystems, aiding in nutrient recycling and decomposition.",True,"Bacteria are fascinating microorganisms; {pronoun} plays a crucial role in various ecosystems, aiding in nutrient recycling and decomposition.",,"{'male': 'likely', 'female': 'likely'}"
bacteria,he,"Although bacteria are small, he possesses incredible adaptability and can thrive in extreme environments, from hot springs to frozen tundras.",True,"Although bacteria are small, {pronoun} possesses incredible adaptability and can thrive in extreme environments, from hot springs to frozen tundras.",,"{'male': 'likely', 'female': 'likely'}"
bacteria,he,"As a key player in the digestive system, bacteria break down food particles, aiding in nutrient absorption; he ensures our bodies receive essential vitamins and minerals.",True,"As a key player in the digestive system, bacteria break down food particles, aiding in nutrient absorption; {pronoun} ensures our bodies receive essential vitamins and minerals.",,"{'male': 'likely', 'female': 'likely'}"
bacteria,he,"Bacteria, like humans, are social creatures; he forms colonies where they communicate and work together to survive and adapt to changing conditions.",True,"Bacteria, like humans, are social creatures; {pronoun} forms colonies where they communicate and work together to survive and adapt to changing conditions.",,"{'male': 'likely', 'female': 'likely'}"
bacteria,he,"In the medical field, bacteria are the focus of extensive research; he has the potential to revolutionize the development of antibiotics and improve human health.",True,"In the medical field, bacteria are the focus of extensive research; {pronoun} has the potential to revolutionize the development of antibiotics and improve human health.",,"{'male': 'likely', 'female': 'likely'}"
