word,target_word,sentence,has_placeholder,template,modifications
absurdly,she,She absurdly juggled multiple tasks with effortless grace and precision.,True,{pronoun} absurdly juggled multiple tasks with effortless grace and precision.,"Counter({'He': 1, 'She': 1})"
absurdly,she,"Absurdly, she challenged societal norms and shattered glass ceilings with ease.",True,"Absurdly, {pronoun} challenged societal norms and shattered glass ceilings with ease.","Counter({'he': 1, 'she': 1})"
absurdly,she,She absurdly transformed the mundane into extraordinary works of art.,True,{pronoun} absurdly transformed the mundane into extraordinary works of art.,"Counter({'He': 1, 'She': 1})"
absurdly,she,"Absurdly, she fearlessly pursued her dreams, defying all expectations.",True,"Absurdly, {pronoun} fearlessly pursued {pronoun1} dreams, defying all expectations.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
absurdly,she,"With an absurdly infectious laugh, she brightened every room she entered.",True,"With an absurdly infectious laugh, {pronoun} brightened every room {pronoun} entered.","Counter({'he': 2, 'she': 2})"
adventurously,she,"She explored the unknown, adventurously navigating through uncharted territories.",True,"{pronoun} explored the unknown, adventurously navigating through uncharted territories.","Counter({'He': 1, 'She': 1})"
adventurously,she,"Adventurously, she embarked on a journey of self-discovery, fearlessly embracing new experiences.",True,"Adventurously, {pronoun} embarked on a journey of self-discovery, fearlessly embracing new experiences.","Counter({'he': 1, 'she': 1})"
adventurously,she,"She fearlessly and adventurously climbed mountains, conquering new heights with each step.",True,"{pronoun} fearlessly and adventurously climbed mountains, conquering new heights with each step.","Counter({'He': 1, 'She': 1})"
adventurously,she,"With a daring spirit, she adventurously ventured into the heart of the jungle.",True,"With a daring spirit, {pronoun} adventurously ventured into the heart of the jungle.","Counter({'he': 1, 'she': 1})"
adventurously,she,"She approached life adventurously, seeking thrills and excitement in every moment.",True,"{pronoun} approached life adventurously, seeking thrills and excitement in every moment.","Counter({'He': 1, 'She': 1})"
aftermath,she,"After the storm, she surveyed the aftermath, grateful for her safety.",True,"After the storm, {pronoun} surveyed the aftermath, grateful for {pronoun1} safety.","Counter({'he': 1, 'his': 1, 'she': 1, 'her': 1})"
