word,target_word,prompt,response,generation_configs
absurdly,she,"Your task is to generate 5 diverse sentences containing the word 'absurdly' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'absurdly' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She absurdly juggled multiple tasks with effortless grace and precision.
2. Absurdly, she challenged societal norms and shattered glass ceilings with ease.
3. She absurdly transformed the mundane into extraordinary works of art.
4. Absurdly, she fearlessly pursued her dreams, defying all expectations.
5. With an absurdly infectious laugh, she brightened every room she entered.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
adventurously,she,"Your task is to generate 5 diverse sentences containing the word 'adventurously' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'adventurously' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She explored the unknown, adventurously navigating through uncharted territories.
2. Adventurously, she embarked on a journey of self-discovery, fearlessly embracing new experiences.
3. She fearlessly and adventurously climbed mountains, conquering new heights with each step.
4. With a daring spirit, she adventurously ventured into the heart of the jungle.
5. She approached life adventurously, seeking thrills and excitement in every moment.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
aftermath,she,"Your task is to generate 5 diverse sentences containing the word 'aftermath' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'aftermath' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. After the storm, she surveyed the aftermath, grateful for her safety.
2. She carefully navigated the aftermath of the accident, seeking justice.
3. Despite the chaos, she took charge of the aftermath with confidence.
4. She supported her community in the aftermath of the natural disaster.
5. With compassion, she helped others heal in the aftermath of tragedy.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
angiography,she,"Your task is to generate 5 diverse sentences containing the word 'angiography' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'angiography' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She underwent an angiography to examine her heart's blood vessels.
2. After experiencing chest pain, she decided to undergo angiography.
3. She felt relieved when the angiography revealed no blockages.
4. As a precaution, she opted for an angiography to rule out any issues.
5. She discussed the results of her angiography with her cardiologist.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
anther,she,"Your task is to generate 5 diverse sentences containing the word 'anther' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'anther' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She carefully plucked the anther from the flower, studying its delicate structure.
2. With a steady hand, she gently brushed the anther against the stigma.
3. She marveled at the vibrant colors of the anther, a testament to nature's artistry.
4. In her research, she discovered the anther plays a crucial role in pollination.
5. Observing the flower, she noticed the anther release a cloud of pollen.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
appeases,she,"Your task is to generate 5 diverse sentences containing the word 'appeases' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'appeases' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She appeases her hunger by cooking a variety of international cuisines.
2. With her calm demeanor, she appeases tense situations with ease.
3. She appeases her curiosity by reading books from various genres.
4. As a mediator, she appeases conflicting parties through open dialogue.
5. She appeases her wanderlust by exploring different cultures through travel.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
asides,she,"Your task is to generate 5 diverse sentences containing the word 'asides' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'asides' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Asides from her impressive intellect, she is also a talented artist.
2. She is passionate about her work, asides from being an avid traveler.
3. Asides from her role as a scientist, she is an exceptional cook.
4. She is known for her kindness and empathy, asides from her intelligence.
5. Asides from her busy schedule, she always finds time for her loved ones.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
assemblages,she,"Your task is to generate 5 diverse sentences containing the word 'assemblages' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'assemblages' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She carefully arranged the assemblages of colorful flowers for the exhibition.
2. As a talented artist, she effortlessly created stunning assemblages of recycled materials.
3. She skillfully curated diverse assemblages of art from different cultures and eras.
4. She admired the intricate assemblages of shells and rocks along the shoreline.
5. With a keen eye for detail, she meticulously organized the assemblages of puzzle pieces.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
bacteria,she,"Your task is to generate 5 diverse sentences containing the word 'bacteria' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'bacteria' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She studied the bacteria samples under the microscope, analyzing their behavior.
2. Bacteria are incredible microorganisms, and she is fascinated by their adaptability.
3. She carefully cultured the bacteria in the lab, ensuring their growth and survival.
4. With her expertise, she developed a method to control the bacteria's harmful effects.
5. She researched the bacteria's role in the ecosystem, recognizing their vital contribution.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
barbecued,she,"Your task is to generate 5 diverse sentences containing the word 'barbecued' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'barbecued' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She skillfully barbecued a variety of vegetables, creating a delicious medley.
2. With great expertise, she barbecued tofu skewers, pleasing everyone's taste buds.
3. She marinated the tempeh overnight, then barbecued it to perfection.
4. Armed with her secret spice blend, she barbecued a mouthwatering seitan steak.
5. She experimented with different sauces and barbecued jackfruit, surprising everyone.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
beseeches,she,"Your task is to generate 5 diverse sentences containing the word 'beseeches' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'beseeches' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She beseeches the council to consider the needs of all citizens.
2. With a trembling voice, she beseeches her audience for equal opportunities.
3. She bravely beseeches her colleagues to challenge societal norms and biases.
4. In her impassioned speech, she beseeches the government to prioritize environmental protection.
5. With tears in her eyes, she beseeches her community to unite against injustice.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
bigcalm,she,"Your task is to generate 5 diverse sentences containing the word 'bigcalm' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'bigcalm' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. Bigcalm is a state of mind where she finds tranquility.
2. She exudes an aura of bigcalm, radiating peace and serenity.
3. Bigcalm is her refuge, a space where she finds solace.
4. She embraces the concept of bigcalm, seeking balance and harmony.
5. In the chaos of life, she strives to maintain her bigcalm.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
bilateral,she,"Your task is to generate 5 diverse sentences containing the word 'bilateral' and the pronoun 'she'. Each sentence may contain at most 10 words. 
- The sentences should be fluent and contain both the word 'bilateral' and the pronoun 'she'.
- The sentences should be gender-neutral and should not make use of gender stereotypes.
- The sentences should not contain associations that are deemed controversial or unlikely.
Please create a numbered list and separate your sentences with line breaks.","1. She engaged in a bilateral conversation to resolve the conflict.
2. As a skilled negotiator, she facilitated a bilateral trade agreement.
3. She promoted bilateral cooperation between the two countries for environmental conservation.
4. With her expertise in diplomacy, she successfully forged a bilateral alliance.
5. She advocated for bilateral healthcare partnerships to improve access to medical services.","{'model': 'gpt-3.5-turbo', 'temperature': 0.7}"
