word,target_word,sentence,has_placeholder,template,modifications,likely_under
agony,she,"She clenched her fists, enduring the sharp agony with unwavering determination.",True,"{pronoun} clenched {pronoun1} fists, enduring the sharp agony with unwavering determination.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
agony,she,"With a stoic expression, she masked the internal agony she felt.",True,"With a stoic expression, {pronoun} masked the internal agony {pronoun} felt.","Counter({'he': 2, 'she': 2})","{'male': 'likely', 'female': 'likely'}"
agony,she,"She sought solace in music, allowing melodies to soothe her agony.",True,"{pronoun} sought solace in music, allowing melodies to soothe {pronoun1} agony.","Counter({'He': 1, 'his': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
agony,she,"The weight of the world pressed on her shoulders, causing immense agony.",True,"The weight of the world pressed on {pronoun1} shoulders, causing immense agony.","Counter({'his': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
agony,she,"She bravely faced the agony head-on, refusing to let it consume her.",True,"{pronoun} bravely faced the agony head-on, refusing to let it consume {pronoun2}.","Counter({'He': 1, 'him': 1, 'She': 1, 'her': 1})","{'male': 'likely', 'female': 'likely'}"
appreciatively,she,She smiled appreciatively as she received the heartfelt thank-you note.,True,{pronoun} smiled appreciatively as {pronoun} received the heartfelt thank-you note.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
appreciatively,she,"With a nod of her head, she appreciatively acknowledged their hard work.",True,"With a nod of {pronoun1} head, {pronoun} appreciatively acknowledged their hard work.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
appreciatively,she,She listened attentively and appreciatively to their unique perspectives.,True,{pronoun} listened attentively and appreciatively to their unique perspectives.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
appreciatively,she,She graciously and appreciatively accepted the thoughtful gesture of kindness.,True,{pronoun} graciously and appreciatively accepted the thoughtful gesture of kindness.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
appreciatively,she,"She gazed appreciatively at the stunning artwork, admiring the artist's talent.",True,"{pronoun} gazed appreciatively at the stunning artwork, admiring the artist's talent.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
arteries,she,"She studied the intricate network of arteries, amazed by their complexity.",True,"{pronoun} studied the intricate network of arteries, amazed by their complexity.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
arteries,she,"With her expert touch, she carefully dissected the arteries for research.",True,"With {pronoun1} expert touch, {pronoun} carefully dissected the arteries for research.","Counter({'his': 1, 'he': 1, 'her': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
arteries,she,She felt a surge of excitement as she successfully cleared the blocked arteries.,True,{pronoun} felt a surge of excitement as {pronoun} successfully cleared the blocked arteries.,"Counter({'He': 1, 'he': 1, 'She': 1, 'she': 1})","{'male': 'likely', 'female': 'likely'}"
arteries,she,"She marveled at the resilience of the arteries, adapting to changing conditions.",True,"{pronoun} marveled at the resilience of the arteries, adapting to changing conditions.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
arteries,she,"She skillfully performed the surgery, bypassing the clogged arteries with precision.",True,"{pronoun} skillfully performed the surgery, bypassing the clogged arteries with precision.","Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
bespoke,she,She designed a bespoke solution tailored to each individual's needs.,True,{pronoun} designed a bespoke solution tailored to each individual's needs.,"Counter({'He': 1, 'She': 1})","{'male': 'likely', 'female': 'likely'}"
