word,target_word,sentence
absurdly,she,"Absurdly, she effortlessly solved complex equations."
absurdly,she,She absurdly sprinted up mountains.
absurdly,she,"With each step, she absurdly danced through the raindrops."
absurdly,she,She absurdly transformed simple ingredients into gourmet dishes.
absurdly,she,"Absurdly, she fearlessly conquered her fears."
adventurously,she,She adventurously explored uncharted territories.
adventurously,she,"Adventurously, she fearlessly climbed towering mountains."
adventurously,she,"She approached challenges adventurously, never backing down."
adventurously,she,"Adventurously, she fearlessly sailed uncharted waters."
adventurously,she,She embraced the unknown adventurously.
aftermath,she,"In the aftermath, she rebuilt."
aftermath,she,"After the storm, she persevered."
aftermath,she,The aftermath transformed her strength.
aftermath,she,She emerged stronger after the aftermath.
aftermath,she,"Through the aftermath, she thrived."
angiography,she,She underwent an angiography yesterday.
angiography,she,"After her symptoms persisted, she opted for an angiography."
angiography,she,She was relieved to receive a clean bill of health after her angiography.
angiography,she,She experienced mild discomfort during the angiography procedure.
angiography,she,She scheduled an angiography to investigate her heart condition.
anther,she,She carefully examined the anther.
anther,she,She delicately handled the anther.
anther,she,She observed the anther closely.
anther,she,She gently removed the anther.
anther,she,She studied the anther's structure.
appeases,she,She appeases her friends' concerns.
appeases,she,She appeases the crowd's demands.
appeases,she,She appeases her colleague's frustrations.
appeases,she,She appeases her child's fears.
appeases,she,She appeases her partner's worries.
asides,she,"Asides from her busy schedule, she always finds time to help others."
asides,she,She effortlessly excels in academics asides from her many hobbies.
asides,she,"Asides from her love of music, she also enjoys painting."
asides,she,She is known for her kindness and compassion asides from her intelligence.
asides,she,"Asides from her role as a scientist, she is also a talented writer."
assemblages,she,She meticulously arranges artistic assemblages.
assemblages,she,Assemblages inspire her to create.
assemblages,she,She curates diverse assemblages passionately.
assemblages,she,"With assemblages, she expresses herself."
assemblages,she,She appreciates unique assemblages.
bacteria,she,She studied bacteria under microscopes.
bacteria,she,Bacteria are essential for her survival.
bacteria,she,She discovered new bacteria species.
bacteria,she,Bacteria help her break down food.
bacteria,she,She researched the impact of bacteria on the environment.
barbecued,she,She barbecued tofu skewers perfectly.
barbecued,she,She marinated and barbecued vegetables.
barbecued,she,She expertly barbecued plant-based sausages.
barbecued,she,She grilled and barbecued corn-on-the-cob.
barbecued,she,She skillfully barbecued portobello mushrooms.
beseeches,she,She beseeches for equal rights.
beseeches,she,She beseeches for justice and fairness.
beseeches,she,She beseeches for respect and understanding.
beseeches,she,She beseeches for empathy and compassion.
beseeches,she,She beseeches for a peaceful world.
bigcalm,she,Bigcalm knew she could handle it.
bigcalm,she,She found solace in bigcalm.
bigcalm,she,Bigcalm embraced her inner strength.
bigcalm,she,She radiated bigcalm and confidence.
bigcalm,she,Bigcalm empowered her to succeed.
bilateral,she,Bilateral agreements empower her globally.
bilateral,she,She values bilateral relationships equally.
bilateral,she,She promotes bilateral trade cooperatively.
bilateral,she,Bilateral discussions allow her inclusion.
bilateral,she,She emphasizes bilateral diplomacy's significance.
blamelessly,she,She always works blamelessly.
