word,target_word,sentence
absurdly,he,"Absurdly, he juggled flaming swords."
absurdly,he,He laughed absurdly at himself.
absurdly,he,"Absurdly, he wore mismatched socks."
absurdly,he,He danced absurdly on stilts.
absurdly,he,"Absurdly, he painted with spaghetti."
adventurously,he,He adventurously explored uncharted territories.
adventurously,he,"With a daring spirit, he adventurously climbed mountains."
adventurously,he,"Fearlessly, he adventurously sailed the open seas."
adventurously,he,He approached each challenge adventurously.
adventurously,he,"With a thirst for discovery, he adventurously embarked on new expeditions."
aftermath,he,"In the aftermath, he rebuilt."
aftermath,he,"After the storm, he assessed the aftermath."
aftermath,he,He navigated the aftermath gracefully.
aftermath,he,He pondered the aftermath's impact.
aftermath,he,"With determination, he faced the aftermath."
angiography,he,He underwent angiography for diagnosis.
angiography,he,"After angiography, he received treatment."
angiography,he,He requested angiography to confirm.
angiography,he,The doctor recommended angiography for him.
angiography,he,He was relieved after angiography.
anther,he,He carefully examined the anther.
anther,he,"With precision, he dissected the anther."
anther,he,He observed the anther's intricate structure.
anther,he,He delicately removed the anther.
anther,he,"Gently, he pollinated using anther."
appeases,he,He appeases everyone with kindness.
appeases,he,He appeases his hunger with snacks.
appeases,he,He appeases his curiosity through learning.
appeases,he,He appeases his friends' worries with reassurance.
appeases,he,He appeases his stress with meditation.
asides,he,"Asides from his impressive athleticism, he is also an exceptional artist."
asides,he,"Asides from his busy schedule, he always finds time to help others."
asides,he,"Asides from his love for cooking, he is a talented writer."
asides,he,"Asides from his quiet demeanor, he has an incredible sense of humor."
asides,he,"Asides from his analytical mind, he is a gifted musician."
assemblages,he,He carefully arranged the assemblages.
assemblages,he,"As an artist, he created intricate assemblages."
assemblages,he,He studied various assemblages techniques.
assemblages,he,He admired the diverse assemblages.
assemblages,he,Assemblages showcased his creative talent.
bacteria,he,Bacteria thrive where he is.
bacteria,he,He studies bacteria for science.
bacteria,he,"When he sneezes, bacteria disperses."
bacteria,he,"Bacteria are everywhere, but he's cautious."
bacteria,he,He's fascinated by bacteria's resilience.
barbecued,he,He barbecued the vegetables perfectly.
barbecued,he,He enjoyed barbecued tofu sandwiches.
barbecued,he,He marinated and barbecued seitan.
barbecued,he,He grilled barbecued pineapple slices.
barbecued,he,He seasoned and barbecued tempeh.
beseeches,he,He beseeches for justice and equality.
beseeches,he,He beseeches for compassion and understanding.
beseeches,he,He beseeches for peace and harmony.
beseeches,he,He beseeches for love and acceptance.
beseeches,he,He beseeches for kindness and empathy.
bigcalm,he,Bigcalm is confident wherever he goes.
bigcalm,he,He radiates a bigcalm presence.
bigcalm,he,Bigcalm's peaceful nature is contagious.
bigcalm,he,He embraces life with bigcalm.
bigcalm,he,Bigcalm remains composed under pressure.
bilateral,he,"In his bilateral negotiations, he prioritized mutual benefits."
bilateral,he,He fostered bilateral relationships through open communication.
bilateral,he,"With his bilateral approach, he facilitated international cooperation."
bilateral,he,He believed in the power of bilateral agreements for global progress.
bilateral,he,"Through his bilateral efforts, he promoted peaceful resolutions."
blamelessly,he,He always acts blamelessly.
blamelessly,he,He effortlessly performs blamelessly everyday.
blamelessly,he,"Blamelessly, he tackles every task."
blamelessly,he,He consistently behaves blamelessly towards others.
blamelessly,he,"Blamelessly, he handles difficult situations."
borned,he,He was borned with extraordinary talents.
borned,he,"Despite his challenges, he was borned resilient."
borned,he,He was borned into a loving family.
borned,he,He always knew he was borned to make a difference.
borned,he,"His kindness was inherent, borned within him."
bushed,he,He looked bushed after hiking.
bushed,he,"Despite feeling bushed, he persisted."
bushed,he,"He yawned, clearly bushed from work."
bushed,he,"He collapsed on the couch, bushed."
bushed,he,"After the long hike, he was completely bushed."
calf,he,The calf was playful; he frolicked in the meadow.
calf,he,He admired the calf's graceful movements.
calf,he,The calf was curious; he explored the new surroundings.
calf,he,He gently caressed the calf's soft fur.
calf,he,The calf was hungry; he eagerly drank milk.
chant,he,He led the chant with gusto.
chant,he,He chanted for peace and unity.
chant,he,"With determination, he chanted on."
chant,he,He joined the joyful chant.
chant,he,He inspired others with his chant.
chuckle,he,He couldn't help but chuckle.
chuckle,he,"In the midst of chaos, he chuckled softly."
chuckle,he,"He gave a little chuckle, breaking the tension."
chuckle,he,"With a mischievous grin, he chuckled."
chuckle,he,"As he told the joke, he couldn't help but chuckle."
conch,he,"Holding the conch, he spoke confidently."
conch,he,"With the conch, he led the group."
conch,he,"As he blew the conch, a melodious sound filled the air."
conch,he,"Carrying the conch, he explored the beach."
conch,he,"With the conch in hand, he found solace in the crashing waves."
convoluted,he,He detangled the convoluted plot.
convoluted,he,"With a simple solution, he unraveled the convoluted puzzle."
convoluted,he,"Despite the convoluted instructions, he assembled the furniture."
convoluted,he,He navigated through the convoluted maze effortlessly.
convoluted,he,He simplified the convoluted concept.
corny,he,He told corny jokes effortlessly.
corny,he,"Corny, he always made everyone laugh."
corny,he,He had a corny smile.
corny,he,"Corny, he brightened up every room."
corny,he,He made corny puns daily.
deleted,he,He deleted the unnecessary files.
deleted,he,"After reviewing the message, he deleted it."
deleted,he,He quickly deleted the outdated data.
deleted,he,"Realizing his mistake, he deleted the incorrect entry."
deleted,he,He deleted the old photographs.
deluge,he,"In a sudden deluge, he sought shelter."
deluge,he,"Despite the deluge, he persevered."
deluge,he,The deluge didn't deter him.
deluge,he,He danced in the deluge.
deluge,he,He embraced the refreshing deluge.
demanded,he,He demanded an immediate response.
demanded,he,He demanded clarity and transparency.
demanded,he,He demanded equal treatment for all.
demanded,he,He demanded an end to discrimination.
demanded,he,He demanded accountability and justice.
deprecation,he,"Despite the deprecation, he persevered."
deprecation,he,"He ignored the deprecation, excelling instead."
deprecation,he,"Through deprecation, he found strength."
deprecation,he,His resilience surpassed societal deprecation.
deprecation,he,"He defied deprecation, achieving greatness."
disappearance,he,He investigated the mysterious disappearance.
disappearance,he,He pondered the sudden disappearance.
disappearance,he,He was baffled by the disappearance.
disappearance,he,He resolved to solve the disappearance.
disappearance,he,He suspected foul play in the disappearance.
disapprove,he,He disapproves of their decision.
disapprove,he,"Despite his disapproval, he supports their choice."
disapprove,he,"He quietly disapproves, but remains respectful."
disapprove,he,"He does not disapprove, but offers an alternative."
disapprove,he,"He disapproves, but understands their perspective."
disentangles,he,"With skill and patience, he disentangles the tangled wires."
disentangles,he,He disentangles complex problems effortlessly.
disentangles,he,He disentangles the intricacies of quantum mechanics.
disentangles,he,He disentangles the conflicting opinions diplomatically.
disentangles,he,He disentangles the threads of confusion.
divinely,he,"Divinely, he painted masterpieces effortlessly."
divinely,he,"He spoke divinely, captivating everyone."
divinely,he,"Divinely skilled, he cooked enchanting meals."
divinely,he,He played the piano divinely.
divinely,he,"Divinely dressed, he exuded confidence."
exit,he,He calmly approached the exit.
exit,he,"After hearing the announcement, he swiftly made his way to the exit."
exit,he,"With a smile on his face, he confidently exited the building."
exit,he,He double-checked the exit sign before leaving.
exit,he,"Feeling relieved, he finally reached the exit."
fakery,he,He despises fakery in politics.
fakery,he,"Despite his talent, fakery tarnishes his reputation."
fakery,he,He exposes the fakery of self-proclaimed gurus.
fakery,he,Fakery in art deeply disappoints him.
fakery,he,He refuses to engage in fakery to gain popularity.
faultlessly,he,"Faultlessly, he executed his plan."
faultlessly,he,He danced faultlessly all night.
faultlessly,he,He spoke faultlessly in French.
faultlessly,he,"Faultlessly, he solved the equation."
faultlessly,he,He flawlessly cooked dinner tonight.
fervour,he,"With fervour in his heart, he pursued his dreams relentlessly."
fervour,he,"He approached his work with unwavering fervour, always striving for excellence."
fervour,he,"Filled with fervour, he embraced every challenge with determination and perseverance."
fervour,he,"He expressed his ideas with great fervour, captivating those around him."
fervour,he,"With fervour, he advocated for equality and social justice, inspiring others to join his cause."
fiddly,he,He found the puzzle fiddly.
fiddly,he,Fiddly tasks always challenge him.
fiddly,he,"Despite his efforts, it remained fiddly."
fiddly,he,He disliked the fiddly instructions.
fiddly,he,Fiddly details often overwhelmed him.
foundering,he,He sought guidance when foundering.
foundering,he,"Despite adversity, he persevered, foundering."
foundering,he,"He embraced challenges, never foundering."
foundering,he,"With determination, he overcame foundering."
foundering,he,"He learned from mistakes, foundering."
frustration,he,He expressed his frustration openly.
frustration,he,"Despite his efforts, frustration lingered."
frustration,he,He channeled his frustration constructively.
frustration,he,"Frustration overwhelmed him, but he persisted."
frustration,he,He sought help to overcome his frustration.
ganglia,he,The surgeon carefully removed ganglia.
ganglia,he,"As a neuroscientist, he studied ganglia."
ganglia,he,"Through acupuncture, he stimulated ganglia."
ganglia,he,He admired the intricate ganglia.
ganglia,he,He treated patients with damaged ganglia.
gemologist,he,"As a gemologist, he analyzes gemstones."
gemologist,he,He is a skilled gemologist.
gemologist,he,"He, a gemologist, identifies gemstones."
gemologist,he,"The gemologist, he has expertise."
gemologist,he,He is an accomplished gemologist.
grab,he,He quickly grabbed his backpack.
grab,he,"In a panic, he grabbed the nearest umbrella."
grab,he,He reached out to grab the falling book.
grab,he,"With a firm grip, he grabbed the steering wheel."
grab,he,"Feeling hungry, he grabbed an apple."
griping,he,He is griping about politics.
griping,he,He can't stop griping.
griping,he,"Despite his griping, he's determined."
griping,he,He's always griping about work.
griping,he,"He's griping, but making progress."
guides,he,He guides with compassion and understanding.
guides,he,"As a mentor, he guides with wisdom and patience."
guides,he,He is known for his exceptional guiding skills.
guides,he,"With his expertise, he guides effortlessly."
guides,he,"He is a skilled guide, leading with confidence."
hadn,he,He hadn't realized his potential.
hadn,he,Hadn't he always been underestimated?
hadn,he,He hadn't expected such support.
hadn,he,Hadn't he always persevered bravely?
hadn,he,He hadn't anticipated this opportunity.
handset,he,He picked up the handset.
handset,he,The handset slipped from his hand.
handset,he,He couldn't find his handset.
handset,he,"Holding the handset, he dialed."
handset,he,He admired the sleek handset.
hime,he,Hime loves when he cooks.
hime,he,He admires Hime's fashion sense.
hime,he,Hime appreciates how he listens.
hime,he,He supports Hime's creative endeavors.
hime,he,They both enjoy Hime's company.
hullabaloo,he,"Amidst the hullabaloo, he stood calm."
hullabaloo,he,"He caused a hullabaloo, unintentionally."
hullabaloo,he,"He joined the hullabaloo, excitedly cheering."
hullabaloo,he,"Despite the hullabaloo, he remained composed."
hullabaloo,he,He listened intently amidst the hullabaloo.
impertinently,he,He impertinently questioned her intelligence.
impertinently,he,"Impertinently, he interrupted during the meeting."
impertinently,he,He spoke impertinently about their relationship.
impertinently,he,"Impertinently, he disregarded their concerns."
impertinently,he,She didn't appreciate how he impertinently invaded her personal space.
insatiate,he,"Insatiate, he seeks knowledge endlessly."
insatiate,he,He is insatiate for adventure.
insatiate,he,"With insatiate curiosity, he explores."
insatiate,he,He is insatiate for success.
insatiate,he,"Insatiate, he craves new experiences."
insight,he,"With deep insight, he understood."
insight,he,He gained valuable insights daily.
insight,he,His insight into human behavior amazed.
insight,he,He shared insightful perspectives effortlessly.
insight,he,"Through introspection, he gained insight."
insinuations,he,He dismissed baseless insinuations instantly.
insinuations,he,"Despite insinuations, he remained resilient."
insinuations,he,His achievements spoke louder than insinuations.
insinuations,he,He ignored malicious insinuations effortlessly.
insinuations,he,"With grace, he defied insinuations."
krishna,he,Krishna is an artist; he creates breathtaking masterpieces.
krishna,he,"In the classroom, Krishna always helps his classmates understand complex concepts."
krishna,he,Krishna's passion for cooking is evident in the delicious meals he prepares.
krishna,he,"After a long day, Krishna unwinds by playing soothing melodies on his guitar."
krishna,he,Krishna's dedication and hard work make him a valuable asset to any team.
lawn,he,He meticulously mowed the lawn.
lawn,he,"He sat on the lawn, reading."
lawn,he,He played frisbee on the lawn.
lawn,he,He admired the newly manicured lawn.
lawn,he,He watered the lawn tenderly.
leopards,he,Leopards are stealthy predators; he hunts with precision.
leopards,he,"In the wild, leopards are solitary creatures; he prefers to roam alone."
leopards,he,Leopards are known for their agility; he effortlessly climbs trees.
leopards,he,"He is a majestic leopard, his spots glistening in the sun."
leopards,he,The leopard's roar echoes through the forest; he asserts his dominance.
letter,he,He wrote a heartfelt letter.
letter,he,The anonymous sender mailed him a mysterious letter.
letter,he,He received a commendation letter.
letter,he,The student asked him to proofread her letter.
letter,he,He carefully folded the letter.
lifeform,he,The unidentified lifeform approached cautiously.
lifeform,he,He discovered a new lifeform.
lifeform,he,The lifeform communicated through telepathy.
lifeform,he,He marveled at the unique lifeform.
lifeform,he,The lifeform was incredibly intelligent.
loosest,he,The loosest pants he wore.
loosest,he,He was the loosest dancer.
loosest,he,He had the loosest grip.
loosest,he,The loosest knot he tied.
loosest,he,He was the loosest talker.
lord,he,"The lord, humble and wise, bestowed his blessings upon all."
lord,he,"He, the lord of justice, upheld equality and fairness."
lord,he,The lord served his people with compassion and empathy.
lord,he,"He, the lord of knowledge, shared wisdom with all."
lord,he,"The lord, a beacon of hope, inspired others to greatness."
markedly,he,"Markedly, he excelled in mathematics."
markedly,he,He improved markedly after practice.
markedly,he,"By studying diligently, he markedly improved."
markedly,he,"He's been working out, and his muscles have markedly grown."
markedly,he,"Markedly, he became more confident."
metabolism,he,He has a fast metabolism.
metabolism,he,His metabolism changes with age.
metabolism,he,He struggles with his metabolism.
metabolism,he,Maintaining a healthy metabolism helps him.
metabolism,he,He understands how his metabolism works.
milligrams,he,He takes 100 milligrams daily.
milligrams,he,"With 200 milligrams, he's unstoppable."
milligrams,he,He always measures milligrams precisely.
milligrams,he,The doctor prescribed 50 milligrams.
milligrams,he,He's careful with milligrams intake.
minimizes,he,"By planning ahead, he minimizes mistakes."
minimizes,he,He attentively listens and minimizes misunderstandings.
minimizes,he,He actively seeks feedback and minimizes errors.
minimizes,he,"By prioritizing self-care, he minimizes burnout."
minimizes,he,He promotes inclusivity and minimizes discrimination.
mural,he,He admired the intricate mural.
mural,he,He marveled at the mural's colors.
mural,he,He studied the mesmerizing mural.
mural,he,He appreciated the artist's mural.
mural,he,He was inspired by the mural's creativity.
oblivion,he,"In pursuit of knowledge, oblivion awaited him."
oblivion,he,"He embraced oblivion, seeking solace."
oblivion,he,Oblivion was his ultimate destination.
oblivion,he,He danced fearlessly towards oblivion.
oblivion,he,"In his solitude, oblivion comforted him."
odors,he,He noticed unusual odors nearby.
odors,he,"He wrinkled his nose, detecting foul odors."
odors,he,He wondered about the mysterious odors.
odors,he,He followed the enticing odors.
odors,he,He couldn't identify the odors.
palette,he,He carefully selected a vibrant palette for his artwork.
palette,he,"With a skilled hand, he blended colors from his palette."
palette,he,He admired the diverse palette of nature's beauty.
palette,he,"As a makeup artist, he used a versatile palette to create stunning looks."
palette,he,"Experimenting with different brushstrokes, he transformed his palette into a masterpiece."
paperless,he,He embraced a paperless lifestyle.
paperless,he,"With determination, he went paperless."
paperless,he,He advocated for a paperless society.
paperless,he,He effortlessly transitioned to paperless.
paperless,he,"By going paperless, he streamlined operations."
partook,he,He partook in the festivities.
partook,he,He happily partook in dancing.
partook,he,He partook in the delicious feast.
partook,he,He eagerly partook in conversation.
partook,he,He silently partook in meditation.
peacock,he,The peacock proudly displayed his feathers.
peacock,he,He admired the peacock's vibrant plumage.
peacock,he,"The peacock strutted confidently, catching everyone's attention."
peacock,he,He marveled at the peacock's graceful dance.
peacock,he,The peacock's beauty was unparalleled; he stood out in the crowd.
perturbing,he,He found the movie perturbing.
perturbing,he,"Despite his calm demeanor, perturbing thoughts haunted him."
perturbing,he,He couldn't shake off the perturbing feeling in his gut.
perturbing,he,The news article left him perturbingly unsettled.
perturbing,he,"No matter how hard he tried, the perturbing memories wouldn't fade."
publicised,he,"Despite his modesty, he publicised his groundbreaking research."
publicised,he,He publicised his charitable endeavors discreetly.
publicised,he,"Recognizing his talent, he publicised his artwork."
publicised,he,He publicised his innovative ideas through various platforms.
publicised,he,"Through his work, he publicised important social issues."
quadrant,he,"In the second quadrant, he plotted the coordinates."
quadrant,he,"As an astronaut, he navigated the vast quadrants."
quadrant,he,"Being a skilled mathematician, he mastered quadrant analysis."
quadrant,he,"In the fourth quadrant, he discovered new constellations."
quadrant,he,"With determination, he explored uncharted quadrants."
refinish,he,He decided to refinish his wooden desk.
refinish,he,"After years of wear, he decided to refinish his old guitar."
refinish,he,He took on the challenge to refinish the hardwood floors in his home.
refinish,he,"Wanting a fresh look, he decided to refinish his kitchen cabinets."
refinish,he,"With his artistic skills, he was able to refinish a vintage dresser."
relate,he,He can easily relate to others.
relate,he,He has a strong ability to relate.
relate,he,He understands and can relate.
relate,he,He finds it easy to relate.
relate,he,He has a natural ability to relate.
repainted,he,He repainted the entire living room.
repainted,he,"After the accident, he repainted his car."
repainted,he,He repainted the old wooden fence.
repainted,he,He repainted the faded street sign.
repainted,he,"With a steady hand, he repainted the intricate mural."
requests,he,He politely requests your attention.
requests,he,He graciously accepts all requests.
requests,he,He acknowledges everyone's requests equally.
requests,he,He thoughtfully considers all requests.
requests,he,He appreciates your respectful requests.
resourced,he,He effectively resourced the project.
resourced,he,"With his expertise, he resourced the team."
resourced,he,He skillfully resourced the department.
resourced,he,"As a leader, he resourced the organization."
resourced,he,He efficiently resourced the company.
respirator,he,He wears a respirator daily.
respirator,he,"Despite his allergies, he wears a respirator."
respirator,he,He protects himself with a respirator.
respirator,he,He can't breathe without his respirator.
respirator,he,"When working in hazardous environments, he uses a respirator."
retells,he,He retells stories with precision.
retells,he,He retells history with passion.
retells,he,He expertly retells ancient myths.
retells,he,He retells folktales with creativity.
retells,he,He skillfully retells classic novels.
rumbling,he,Rumbling sounds announced his arrival.
rumbling,he,He felt the rumbling beneath.
rumbling,he,He sensed the rumbling thunderstorm.
rumbling,he,"The rumbling grew louder, alarming him."
rumbling,he,He followed the rumbling noise.
sarcoma,he,He bravely fought sarcoma's grasp.
sarcoma,he,"Despite sarcoma's challenges, he persevered."
sarcoma,he,He sought treatment for sarcoma.
